Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5685938,"HDR through Single Strand Annealing (SSA)",13,39,0.0027740237570239704,0.015931660294454586,0.8012023056231186,6,6,5.006675567423231E-4,9606,Homo sapiens,"BARD1;RFC5;SLC22A5;RFC4;TOP3A;RPA2;SLC25A16;RAD52;EXO1;RPA3;RBBP8;NBN;RAD9B","","R-HSA-5686642;R-HSA-5686657;R-HSA-5693564;R-HSA-5693580;R-HSA-5686587;R-HSA-75998"
R-HSA-2173789,"TGF-beta receptor signaling activates SMADs",12,36,0.0025606373141759727,0.019995723530700005,0.8012023056231186,21,39,0.0032543391188251,9606,Homo sapiens,"PPP1CB;PPP1R15A;SMAD4;SMURF2;BAMBI;SMURF1;STRAP;FURIN;MTMR4;UCHL5;UBE2M;PPP1CA","","R-HSA-178178;R-HSA-2128994;R-HSA-178208;R-HSA-173542;R-HSA-178215;R-HSA-2167876;R-HSA-178218;R-HSA-2187401;R-HSA-173483;R-HSA-2127562;R-HSA-2167917;R-HSA-2187405;R-HSA-4332236;R-HSA-178189;R-HSA-2167924;R-HSA-2179291;R-HSA-2169050;R-HSA-2179293;R-HSA-2176445;R-HSA-170847;R-HSA-170844"
R-HSA-5685942,"HDR through Homologous Recombination (HRR)",20,72,0.0051212746283519454,0.021059211747970208,0.8012023056231186,19,19,0.0015854472630173564,9606,Homo sapiens,"BARD1;RFC5;RTEL1;SLC22A5;PCNA;RFC4;TOP3A;RPA2;SLC25A16;RAD51AP1;RAD51C;EME1;EXO1;RPA3;CHEK1;POLD2;RBBP8;NBN;RAD9B;POLH","","R-HSA-5693620;R-HSA-5693589;R-HSA-5686483;R-HSA-5693584;R-HSA-5686430;R-HSA-5686398;R-HSA-5685341;R-HSA-5685242;R-HSA-5693593;R-HSA-5693561;R-HSA-5685318;R-HSA-5685319;R-HSA-5686469;R-HSA-5693539;R-HSA-5685838;R-HSA-5685230;R-HSA-5686410;R-HSA-5686475;R-HSA-5686440"
R-HSA-5693554,"Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)",10,30,0.0021338644284799773,0.03173763801134477,0.8012023056231186,1,1,8.344459279038718E-5,9606,Homo sapiens,"RAD51AP1;BARD1;SLC25A16;RTEL1;RAD51C;SLC22A5;EXO1;TOP3A;RBBP8;NBN","","R-HSA-5693589"
R-HSA-176187,"Activation of ATR in response to replication stress",12,39,0.0027740237570239704,0.033749818788507135,0.8012023056231186,9,9,7.510013351134847E-4,9606,Homo sapiens,"RFC5;RFC4;MCM7;MCM8;RPA3;CHEK1;RPA2;MCM4;CDC7;CLSPN;RAD9B;MCM2","","R-HSA-75010;R-HSA-69604;R-HSA-176116;R-HSA-176101;R-HSA-176298;R-HSA-176250;R-HSA-176264;R-HSA-176318;R-HSA-176175"
R-HSA-163200,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",34,146,0.010384806885269222,0.0361853818323743,0.8012023056231186,20,29,0.0024198931909212283,9606,Homo sapiens,"ATP5S;NDUFB9;NDUFB6;NDUFB10;TACO1;NDUFB3;ATP5A1;ETFDH;ATP5J;ATP5C1;ATP5I;ATP5H;COX6A1;ATP5O;ATP5G2;COX5A;COX7C;ATP5G1;ATP5E;UQCRFS1;CYC1;NDUFV2;NDUFA9;NDUFA8;TRAP1;COX6C;HSPE1;COQ10A;ATP5J2;COX6B1;NDUFS6;NDUFAF4;CYCS;NDUFS1","","R-HSA-164834;R-HSA-6800870;R-HSA-164832;R-HSA-6800868;R-HSA-6799203;R-HSA-6799202;R-HSA-164651;R-HSA-164840;R-HSA-6788556;R-HSA-6799179;R-HSA-163214;R-HSA-6788523;R-HSA-6799178;R-HSA-163213;R-HSA-6799191;R-HSA-163217;R-HSA-169270;R-HSA-6799199;R-HSA-6799197;R-HSA-6799196"
R-HSA-111453,"BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members",5,11,7.82416957109325E-4,0.038851172862101935,0.8012023056231186,4,4,3.337783711615487E-4,9606,Homo sapiens,"BCL2;BID;BCL2L1","","R-HSA-114352;R-HSA-508163;R-HSA-508162;R-HSA-6790025"
R-HSA-5625900,"RHO GTPases activate CIT",8,23,0.0016359627285013158,0.041759859673300315,0.8012023056231186,6,6,5.006675567423231E-4,9606,Homo sapiens,"PPP1CB;CDKN1B;DLG4;KIF14;MYH9;RAC1;MYH10;MYL12B","","R-HSA-5671972;R-HSA-5671970;R-HSA-5625901;R-HSA-5671919;R-HSA-8981443;R-HSA-5671993"
R-HSA-111461,"Cytochrome c-mediated apoptotic response",6,15,0.0010669322142399886,0.04199128785682038,0.8012023056231186,12,12,0.0010013351134846463,9606,Homo sapiens,"CASP9;CASP7;APAF1;DIABLO;CYCS;MAPK3","","R-HSA-114256;R-HSA-114259;R-HSA-9627056;R-HSA-9627089;R-HSA-6804596;R-HSA-9627078;R-HSA-114261;R-HSA-6805507;R-HSA-6805426;R-HSA-6804652;R-HSA-114252;R-HSA-114254"
R-HSA-111459,"Activation of caspases through apoptosome-mediated cleavage",4,8,5.690305142613273E-4,0.0464942865820126,0.8012023056231186,2,2,1.6688918558077436E-4,9606,Homo sapiens,"CASP9;CASP7;APAF1;CYCS","","R-HSA-114261;R-HSA-114252"
R-HSA-2173788,"Downregulation of TGF-beta receptor signaling",9,28,0.0019916067999146453,0.048399153839355336,0.8012023056231186,18,28,0.002336448598130841,9606,Homo sapiens,"PPP1CB;PPP1R15A;SMURF2;BAMBI;SMURF1;STRAP;MTMR4;UCHL5;PPP1CA","","R-HSA-178178;R-HSA-2128994;R-HSA-178208;R-HSA-173542;R-HSA-178215;R-HSA-2167876;R-HSA-178218;R-HSA-2187401;R-HSA-173483;R-HSA-2127562;R-HSA-2167917;R-HSA-2187405;R-HSA-178189;R-HSA-2167924;R-HSA-2179291;R-HSA-2169050;R-HSA-2179293;R-HSA-2176445"
R-HSA-5693537,"Resolution of D-Loop Structures",11,37,0.0026317661284586385,0.04976091038139596,0.8012023056231186,10,10,8.344459279038719E-4,9606,Homo sapiens,"RAD51AP1;BARD1;SLC25A16;RTEL1;RAD51C;SLC22A5;EME1;EXO1;TOP3A;RBBP8;NBN","","R-HSA-5693589;R-HSA-5686469;R-HSA-5686483;R-HSA-5693539;R-HSA-5693584;R-HSA-5686430;R-HSA-5686398;R-HSA-5686410;R-HSA-5686475;R-HSA-5686440"
R-HSA-176974,"Unwinding of DNA",5,12,8.535457713919909E-4,0.05264014490099056,0.8012023056231186,4,4,3.337783711615487E-4,9606,Homo sapiens,"MCM7;MCM8;GINS3;MCM4;MCM2","","R-HSA-169461;R-HSA-176942;R-HSA-169468;R-HSA-176956"
R-HSA-5656121,"Translesion synthesis by POLI",7,20,0.001422576285653318,0.05315257292251552,0.8012023056231186,3,3,2.5033377837116157E-4,9606,Homo sapiens,"RFC5;PCNA;RFC4;RPA3;REV3L;RPA2;POLI","","R-HSA-5656148;R-HSA-5656158;R-HSA-5656105"
R-HSA-6803207,"TP53 Regulates Transcription of Caspase Activators and Caspases",7,20,0.001422576285653318,0.05315257292251552,0.8012023056231186,9,17,0.0014185580774365822,9606,Homo sapiens,"SOCS2;CRADD;APAF1;CASP10;CASP1","","R-HSA-6791349;R-HSA-6791348;R-HSA-6798082;R-HSA-6798081;R-HSA-6800798;R-HSA-6800797;R-HSA-6798139;R-HSA-6800794;R-HSA-6798138"
R-HSA-77075,"RNA Pol II CTD phosphorylation and interaction with CE",9,29,0.0020627356141973115,0.05766427868366275,0.8012023056231186,5,5,4.1722296395193593E-4,9606,Homo sapiens,"RNGTT;RNMT;ERCC2;POLR2H;POLR2I;MNAT1;GTF2F2;POLR2J;GTF2H5","","R-HSA-77073;R-HSA-113430;R-HSA-77069;R-HSA-77068;R-HSA-77071"
R-HSA-167160,"RNA Pol II CTD phosphorylation and interaction with CE during HIV infection",9,29,0.0020627356141973115,0.05766427868366275,0.8012023056231186,5,5,4.1722296395193593E-4,9606,Homo sapiens,"RNGTT;RNMT;ERCC2;POLR2H;POLR2I;MNAT1;GTF2F2;POLR2J;GTF2H5","","R-HSA-167153;R-HSA-167111;R-HSA-167098;R-HSA-167128;R-HSA-167133"
R-HSA-6791226,"Major pathway of rRNA processing in the nucleolus and cytosol",41,189,0.013443345899423857,0.057944858821845524,0.8012023056231186,7,7,5.841121495327102E-4,9606,Homo sapiens,"LTV1;RPL4;ARL6IP1;WDR3;RRP1;HEATR1;PWP2;RRP9;NOL6;EXOSC7;FBL;EMG1;RPS16;RPL36AL;EXOSC8;WBSCR22;RPS11;RPL17;RPP38;EXOSC1;DCAF13;RPL19;RPS12;NOP56;RPL39L;RIOK3;IMP3;KRR1;RPP40;RPL35A;RPL13A;FTSJ3;BYSL;RCL1;BOP1;TBL3;TSR1;RPS24;RPS23","","R-HSA-6791223;R-HSA-6791222;R-HSA-6791221;R-HSA-6791219;R-HSA-6791218;R-HSA-6791228;R-HSA-6791227"
R-HSA-432720,"Lysosome Vesicle Biogenesis",12,43,0.003058539014154634,0.061075463095385585,0.8012023056231186,8,8,6.675567423230974E-4,9606,Homo sapiens,"AP4M1;HGS;CLTC;CHMP2A;AP1S1;CLTA;AP4S1;AP1S3;GNS;VAMP2","","R-HSA-5671702;R-HSA-5229132;R-HSA-432706;R-HSA-432707;R-HSA-432688;R-HSA-5229111;R-HSA-5333658;R-HSA-432712"
R-HSA-389977,"Post-chaperonin tubulin folding pathway",8,25,0.0017782203570666478,0.06161256995004816,0.8012023056231186,8,9,7.510013351134847E-4,9606,Homo sapiens,"TUBA3C;TUBAL3;TBCE;TBCC;TBCB;TBCA;TUBA4A","","R-HSA-389972;R-HSA-389956;R-HSA-389974;R-HSA-389955;R-HSA-389964;R-HSA-389976;R-HSA-389963;R-HSA-389978"
R-HSA-8869496,"TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation",4,9,6.401593285439932E-4,0.06564913082726997,0.8012023056231186,4,7,5.841121495327102E-4,9606,Homo sapiens,"NOP2;HSPD1","","R-HSA-8869543;R-HSA-8869558;R-HSA-8869542;R-HSA-8869560"
R-HSA-201451,"Signaling by BMP",9,30,0.0021338644284799773,0.06800053856010824,0.8012023056231186,15,17,0.0014185580774365822,9606,Homo sapiens,"SKI;SMAD4;BMPR2;SMURF2;SMURF1;ALG5;SMAD6;SMAD5;CER1","","R-HSA-201475;R-HSA-201443;R-HSA-202626;R-HSA-201472;R-HSA-201445;R-HSA-201476;R-HSA-201423;R-HSA-201422;R-HSA-201453;R-HSA-202604;R-HSA-201810;R-HSA-201457;R-HSA-201425;R-HSA-201648;R-HSA-201821"
R-HSA-111458,"Formation of apoptosome",5,13,9.246745856746568E-4,0.06893237742088099,0.8012023056231186,10,10,8.344459279038719E-4,9606,Homo sapiens,"CASP9;APAF1;DIABLO;CYCS;MAPK3","","R-HSA-114256;R-HSA-114259;R-HSA-9627056;R-HSA-9627089;R-HSA-6804596;R-HSA-9627078;R-HSA-6805507;R-HSA-6805426;R-HSA-6804652;R-HSA-114254"
R-HSA-9627069,"Regulation of the apoptosome activity",5,13,9.246745856746568E-4,0.06893237742088099,0.8012023056231186,6,6,5.006675567423231E-4,9606,Homo sapiens,"CASP9;APAF1;DIABLO;CYCS;MAPK3","","R-HSA-9627089;R-HSA-6804596;R-HSA-9627078;R-HSA-6805507;R-HSA-6805426;R-HSA-6804652"
R-HSA-69186,"Lagging Strand Synthesis",8,26,0.0018493491713493136,0.07342725050375754,0.8012023056231186,10,11,9.17890520694259E-4,9606,Homo sapiens,"RFC5;SLC25A16;PRIM2;PCNA;RFC4;RPA3;POLD2;RPA2","","R-HSA-69152;R-HSA-69074;R-HSA-69140;R-HSA-69063;R-HSA-69127;R-HSA-69142;R-HSA-69144;R-HSA-69053;R-HSA-69068;R-HSA-69116"
R-HSA-1852241,"Organelle biogenesis and maintenance",67,335,0.02382815278469308,0.07761447551573131,0.8012023056231186,55,86,0.007176234979973298,9606,Homo sapiens,"GABPB2;CRTC1;ATP5C1;TFB1M;ATP5G2;ATP5G1;NEK2;DIP2A;CCT3;MKKS;KIF24;IFT80;HAUS6;TFB2M;HAUS5;TUBG1;POLRMT;WDR34;PRKAB1;DYNLL2;LZTFL1;TUBA4A;ATP5J2;HAUS1;BBS10;NCOR1;POLG2;CCDC41;EXOC6;PPARA;PAFAH1B1;ATP5S;UNC119B;TUBAL3;ATP5A1;ATP5J;ATP5I;ATP5H;ATP5O;IFT74;KIAA1009;TUBA3C;SAMM50;ATP5E;CEP72;PCNT;CEP76;CEP78;MTX1;NDE1;PLK1;AHI1;WDR60;MKS1;CYCS;FGFR1OP;DYNLRB1;SSBP1","","R-HSA-5625424;R-HSA-5625426;R-HSA-5624133;R-HSA-5624132;R-HSA-5624129;R-HSA-5624131;R-HSA-5624130;R-HSA-5625421;R-HSA-2466367;R-HSA-5625416;R-HSA-5626699;R-HSA-5624949;R-HSA-5638006;R-HSA-1592249;R-HSA-5626228;R-HSA-5638007;R-HSA-1592250;R-HSA-5638004;R-HSA-1592251;R-HSA-1592252;R-HSA-5626227;R-HSA-1592240;R-HSA-1592241;R-HSA-1592243;R-HSA-1592244;R-HSA-5624952;R-HSA-1592246;R-HSA-5638009;R-HSA-1592232;R-HSA-5688294;R-HSA-5623524;R-HSA-1592234;R-HSA-5623527;R-HSA-1592235;R-HSA-1592236;R-HSA-1592238;R-HSA-1592239;R-HSA-5626220;R-HSA-5626223;R-HSA-1592231;R-HSA-8949580;R-HSA-5617820;R-HSA-5617816;R-HSA-5618328;R-HSA-5618331;R-HSA-5638016;R-HSA-1368140;R-HSA-8949609;R-HSA-2466370;R-HSA-5624125;R-HSA-5624127;R-HSA-5626681;R-HSA-2466391;R-HSA-5617825;R-HSA-2466392"
R-HSA-6804756,"Regulation of TP53 Activity through Phosphorylation",22,95,0.0067572373568532615,0.08183017185385133,0.8012023056231186,12,26,0.0021695594125500667,9606,Homo sapiens,"BARD1;RFC5;SLC22A5;RFC4;TAF13;TOP3A;RPA2;NOC2L;PRKAB1;AURKA;SLC25A16;CDK5;EXO1;RPA3;CHEK1;CSNK2B;MDM2;RBBP8;MDM4;NBN;RAD9B;TAF2","","R-HSA-6805399;R-HSA-3222128;R-HSA-6805126;R-HSA-6805061;R-HSA-6798373;R-HSA-6799332;R-HSA-6805059;R-HSA-6805122;R-HSA-6805103;R-HSA-6799246;R-HSA-6805470;R-HSA-6805276"
R-HSA-5693568,"Resolution of D-loop Structures through Holliday Junction Intermediates",10,36,0.0025606373141759727,0.0838061485452758,0.8012023056231186,9,9,7.510013351134847E-4,9606,Homo sapiens,"RAD51AP1;BARD1;SLC25A16;RAD51C;SLC22A5;EME1;EXO1;TOP3A;RBBP8;NBN","","R-HSA-5686469;R-HSA-5686483;R-HSA-5693539;R-HSA-5693584;R-HSA-5686430;R-HSA-5686398;R-HSA-5686410;R-HSA-5686475;R-HSA-5686440"
R-HSA-69166,"Removal of the Flap Intermediate",6,18,0.0012803186570879864,0.08389634287180414,0.8012023056231186,4,4,3.337783711615487E-4,9606,Homo sapiens,"SLC25A16;PRIM2;PCNA;RPA3;POLD2;RPA2","","R-HSA-69152;R-HSA-69140;R-HSA-69142;R-HSA-69144"
R-HSA-111471,"Apoptotic factor-mediated response",6,18,0.0012803186570879864,0.08389634287180414,0.8012023056231186,24,26,0.0021695594125500667,9606,Homo sapiens,"CASP9;CASP7;APAF1;DIABLO;CYCS;MAPK3","","R-HSA-114307;R-HSA-9627056;R-HSA-114306;R-HSA-9627089;R-HSA-9627350;R-HSA-6805507;R-HSA-114440;R-HSA-6804652;R-HSA-114284;R-HSA-114252;R-HSA-114254;R-HSA-9627106;R-HSA-9627107;R-HSA-114256;R-HSA-114419;R-HSA-9627104;R-HSA-114259;R-HSA-114354;R-HSA-6804596;R-HSA-9627078;R-HSA-114261;R-HSA-6805426;R-HSA-114361;R-HSA-114392"
R-HSA-9617828,"FOXO-mediated transcription of cell cycle genes",8,27,0.0019204779856319795,0.08652036405159003,0.8012023056231186,20,22,0.001835781041388518,9606,Homo sapiens,"RBL2;SMAD4;CDKN1B;BTG1;FOXO3","","R-HSA-9620915;R-HSA-9625520;R-HSA-9617840;R-HSA-9624976;R-HSA-9618004;R-HSA-9620788;R-HSA-9620891;R-HSA-9617848;R-HSA-9624985;R-HSA-9625406;R-HSA-9617852;R-HSA-9620828;R-HSA-9617853;R-HSA-9625409;R-HSA-9625510;R-HSA-9618021;R-HSA-9620837;R-HSA-9617838;R-HSA-9617996;R-HSA-9620813"
R-HSA-163282,"Mitochondrial transcription initiation",2,3,2.1338644284799773E-4,0.09024176243716642,0.8012023056231186,1,2,1.6688918558077436E-4,9606,Homo sapiens,"TFB2M;POLRMT","","R-HSA-163296"
R-HSA-72165,"mRNA Splicing - Minor Pathway",14,56,0.003983213599829291,0.0916641388329601,0.8012023056231186,5,5,4.1722296395193593E-4,9606,Homo sapiens,"SF3B4;SF3B5;GTF2F2;PRPF8;SF3B14;PRPF6;SNRPD2;SNRPD1;SNRPF;POLR2H;TXNL4A;POLR2I;POLR2J;SNRPB","","R-HSA-75079;R-HSA-75081;R-HSA-75080;R-HSA-75083;R-HSA-75082"
R-HSA-5651801,"PCNA-Dependent Long Patch Base Excision Repair",7,23,0.0016359627285013158,0.09400167421574013,0.8012023056231186,6,6,5.006675567423231E-4,9606,Homo sapiens,"RFC5;POLB;PCNA;RFC4;RPA3;POLD2;RPA2","","R-HSA-110368;R-HSA-110371;R-HSA-5651809;R-HSA-110363;R-HSA-5651805;R-HSA-110364"
R-HSA-110312,"Translesion synthesis by REV1",6,19,0.0013514474713706523,0.10163184468211162,0.8012023056231186,5,5,4.1722296395193593E-4,9606,Homo sapiens,"RFC5;PCNA;RFC4;RPA3;REV3L;RPA2","","R-HSA-5652151;R-HSA-110307;R-HSA-110322;R-HSA-110308;R-HSA-110311"
R-HSA-69183,"Processive synthesis on the lagging strand",6,19,0.0013514474713706523,0.10163184468211162,0.8012023056231186,6,7,5.841121495327102E-4,9606,Homo sapiens,"SLC25A16;PRIM2;PCNA;RPA3;POLD2;RPA2","","R-HSA-69152;R-HSA-69140;R-HSA-69127;R-HSA-69142;R-HSA-69144;R-HSA-69116"
