stat	raw.pval	BH.adj.pval	Gene
gene60	0.000937977069138941	0.641685020864757	0.687527612957055	SCAND3
gene61	2.77212131346814e-18	0.826461391268531	0.839513042243721	CWH43
gene62	9.07973454441351e-05	0.766011830543218	0.796363607457987	FAM3B
gene63	0.00334561218951857	0.451945195460252	0.515561308513101	ENPP3
gene64	0.0507695996151706	0.000742178856404374	0.00147647236114701	DMBT1
gene65	0.0198222697167722	0.048879470728577	0.0727335941316983	DCDC2
gene66	0.0162887980378991	0.0732007014482918	0.104978265036779	GNG4
gene67	0.00478746882490501	0.355623432431061	0.420393569732452	KBTBD12
gene68	5.30138667203269e-19	0.918764975126678	0.918764975126678	FER1L6
gene69	0.00291763887302891	0.27310384518466	0.335455453612168	IGF2BP3
gene70	0.0433467767136099	0.00198667640931505	0.00372272131407359	FIBCD1
gene71	0.0042941977380203	0.367861499088628	0.433037950632241	PCP4
gene72	0.10103557563539	1.24258319633697e-07	3.86602294570298e-07	CYP2W1
gene73	0.00251822102946067	0.497870602457607	0.560149754658695	MARCO
gene74	0.010819492407452	0.151615317878817	0.200864290131478	PRAME
gene75	2.49846670498702e-21	0.821174684396033	0.839023283524681	SLC9A3
gene76	0.0160490758892089	0.0750293221495435	0.107229370084892	DMRTA2
gene77	7.13680684826483e-19	0.821139340483651	0.839023283524681	C5orf38
gene78	0.0190442808209714	0.0511449036141129	0.0757398105288446	FOXD1
gene79	0.0185373680239423	0.0576866916884389	0.0844158834678185	B4GALNT4
gene80	0.000775837365046029	0.613326518083011	0.66521758034666	DSC3
gene81	0.0848478187483263	5.4757104890335e-06	1.40566743297624e-05	KRT6A
gene82	0.00472616111864525	0.36243981330615	0.42747005276173	CHST4
gene83	0.00190096611829124	0.545783381006585	0.604859745536668	COMP
gene84	0.0183389878778598	0.0608005222999768	0.0885530765566427	FCGBP
gene85	0.0141476267266475	0.101889571617167	0.1411921199871	CHRDL2
gene86	0.00255345397369123	0.495020844213956	0.557654292871109	KLK8
gene87	0.0188835186543839	0.0546160497845893	0.0803601789782063	NLRP2
gene88	0.0580723359014815	0.00023592157876462	0.000499746121078706	NOTUM
gene89	0.0217834863493214	0.0350991211798923	0.0536493431714421	PKLR
gene90	0.0078283877026368	0.223496752153556	0.282439192464837	FEZF1
gene91	0.007336744958343	0.24209471998804	0.302888613135853	LEFTY1
gene92	0.0231327452702527	0.0305644301761924	0.0472144035146732	DLX6
gene93	0.00209299551129068	0.531138977431834	0.591121711374515	KLK7
gene94	0.0119830251415468	0.129173896321817	0.174539532730779	FAM189A1
gene95	0.002320309974854	0.487504187474397	0.550028966069458	ADH1B
gene96	0.0460319930912819	0.00143365781261429	0.00273919963640806	TNNT1
gene97	0.00303377416992598	0.261054646976709	0.323322642547421	TRIM54
gene98	0.0110055329597336	0.150194247019037	0.199173785241041	HOXD13
gene99	0.0292403183852855	0.0256433501763577	0.0402464467207808	CPA6
gene100	0.0164441262494008	0.0701446895505192	0.101101944654224	EN2
gene101	0.335303977460253	0	0	SLC13A3
gene102	0.110031009975368	4.16150465420984e-07	1.21550164303297e-06	SLC15A1
gene103	0.00362744557693249	0.41240838029602	0.476089935889604	DES
gene104	0.00273783478745166	0.463387757521522	0.526821150639463	SFRP2
gene105	0.0596474351304977	0.000200579785543886	0.000429223374848718	CACNG4
gene106	0.0740304478307774	2.66269903574923e-05	6.33044145513447e-05	GRM8
gene107	0.0425332880689441	0.00208083459380337	0.00388619524107935	SLC4A4
gene108	0.0128629233613383	0.112606085489671	0.154397648339217	SERPINA10
gene109	0.00134848233606164	0.5739429378858	0.630021924533018	HOXC11
gene110	0.00262100763484297	0.476937119140217	0.539940355289007	OGN
gene111	0.0250731115730547	0.0239989519187636	0.0378531011885233	WT1
gene112	0.0130133888195771	0.119513373732972	0.162748900561109	C10orf82
gene113	0.117194697891396	5.55554441339368e-08	1.7939748591774e-07	PLA2G2A
gene114	9.5225737895888e-05	0.766673987546031	0.796917918924539	DUOXA2
gene115	0.0232304676861245	0.0304971935014562	0.0471341067147318	CHST5
gene116	0.0234575135612349	0.0291142936739796	0.0451379301496725	BEST2
gene117	0.0674891715822962	6.96129574840887e-05	0.000157243086928965	GABRP
gene118	0.0082810673594835	0.212782199014603	0.270531112697784	ECHDC3
gene119	0.00875773758317733	0.201418932578006	0.258289422932344	RBP2
gene120	0.0963514811223663	1.16713062814355e-06	3.24485946065198e-06	TAC1
gene121	0.00110280986679195	0.616686552306608	0.66780169929638	WISP3
gene122	0.0202381459904809	0.0451381556266425	0.0675978341291866	SLC30A2
gene123	7.72907292095836e-20	0.821482734534269	0.839023283524681	CXCL5
gene124	0.0397142538455849	0.00346726786659379	0.00625525493363009	BRSK2
gene125	0.021559627420368	0.0379487951567707	0.0576493812157568	SLC22A11
gene126	0.0867842737465065	3.18665433252097e-06	8.39852297745662e-06	SLC18A1
gene127	0.0919303934964292	2.21061263161459e-06	5.93112264470108e-06	SLC13A2
gene128	5.61221782694211e-05	0.787979912600551	0.815087951780163	HAVCR1
gene129	0.00356584988227296	0.4208842612414	0.484516786252559	COL10A1
gene130	0.00850467208442745	0.215718213069586	0.273728891787036	HEPACAM2
gene131	0.00277421806486808	0.596302524243081	0.650406583812532	SLITRK6
gene132	0.136943276193889	8.89210016730146e-09	3.13340672562052e-08	PCDH20
gene133	0.111877315035215	9.07221211488007e-08	2.86006115601245e-07	DSG3
gene134	0.00335515391374852	0.563450651021119	0.620432311915779	CA8
gene135	0.0136861761714668	0.0942667492543271	0.131753749048113	SFRP4
gene136	0.0180509461054569	0.0620194483673137	0.0901239959825678	MUC5B
gene137	0.0148924208739758	0.0859436004578364	0.121201759038907	EREG
gene138	0.00117304731845862	0.588829849646543	0.643505419343117	ADH1C
gene139	0.0467685512526235	0.00128587693435522	0.00247868774836404	KLK12
gene140	0.00373478416755835	0.397671495074162	0.462099138328773	IGJ
gene141	0.0977230207857711	1.01729933144057e-06	2.84751645253512e-06	DRD2
gene142	0.00127868019937105	0.597838606294373	0.65156446746502	HAND1
gene143	0.0434207148930165	0.00181701372764942	0.00342035881893245	KRT6B
gene144	0.000688957313492684	0.656177427947983	0.700504548598927	CHIT1
gene145	3.67596369987043e-05	0.788792539757411	0.815587199324137	DUOX2
gene146	0.017392836746596	0.063358724826133	0.0919322673947812	MUC4
gene147	0.0258392129263586	0.019631900543154	0.0315324963494018	UGT2B15
gene148	5.16423655545883e-19	0.821951500152433	0.839023283524681	ODAM
gene149	1.15170886566761e-18	0.912524433634626	0.912845957686791	SCEL
gene150	0.012099526903184	0.132090419838162	0.178090051097535	TPSG1
gene151	0.00563799971309845	0.30837736428366	0.372342693484852	PIWIL1
gene152	0.00762612702199633	0.242105010564489	0.302888613135853	KIAA1324L
gene153	0.015989757435227	0.0809909664767654	0.114925521152815	GP2
gene154	0.0291428857268493	0.0140947734840606	0.0231288289358679	SCNN1B
gene155	0.0145741922377583	0.0975932334775182	0.135878456434787	UNC93A
gene156	0.0168543752514337	0.0689090554156123	0.0994253481408216	ACSL6
gene157	0.0171020703495737	0.0672377132849041	0.0972523011206514	PCDHGA10
gene158	0.0296153405338268	0.0123435424617158	0.0204295864248653	PCSK1
gene159	0.03254248933644	0.00870821699000679	0.0147702642825287	NKAIN2
gene160	8.71981555246208e-19	0.91572827916807	0.915876503233976	KCNV1
gene161	0.000873454875846696	0.626516505824777	0.674171209710911	KRT75
gene162	0.0118429596399157	0.129188631322903	0.174539532730779	SERPINA6
gene163	0.0879873134838239	3.41307176210393e-06	8.96847561898369e-06	DLX3
gene164	0.00111354332274587	0.624090141448682	0.673581307250901	CALB2
gene165	0.0252329923525348	0.0213675736947816	0.0340371842897797	UGT1A9
gene166	0.075461962225683	2.46663600379504e-05	5.89607112860718e-05	CHP2
gene167	0.0498279701617682	0.000781877130506703	0.00155070415323413	NBPF4
gene168	0.00691553021944197	0.27243105066981	0.334862037415706	PRKAA2
gene169	0.0157074232059754	0.0787804191304794	0.112038682094564	TBC1D3G
gene170	0.018265592474474	0.0528037218257538	0.0779534576899612	EGF
gene171	0.00911496387887663	0.200873919388797	0.257617257763258	RETNLB
gene172	0.00190250726130467	0.532882063080763	0.592711851952801	KCNJ3
gene173	0.0528368905837678	0.00053943633784459	0.0010889177169362	SLC28A3
gene174	0.0206421933348509	0.0743289205476797	0.106351372019014	CA9
gene175	0.00746890756803159	0.246686426448546	0.307934430106175	TBX18
gene176	0.0759419412272241	1.97089808030571e-05	4.76547808186615e-05	TFF2
gene177	0.0156574224281779	0.0867131659775553	0.122119806854772	CEACAM7
gene178	0.00178956065136773	0.558485448011507	0.616173838632818	PNLIPRP2
gene179	2.2778031775183e-18	0.835280541540377	0.840966827608801	GIF
gene180	0.00619052289272399	0.289822639521175	0.352869771350018	RASGEF1A
gene181	0.0166603293337633	0.0724771906564535	0.104063334742936	MS4A1
gene182	0.0528348654151106	0.000549220362060954	0.00110776321761862	C6orf15
gene183	0.0247736275398267	0.0236193034866669	0.0373114345504575	ELAVL2
gene184	0.00176435927723095	0.547674464005555	0.606303057079696	EPYC
gene185	0.0284566786952053	0.01517721213413	0.0247964023735562	FOLR1
gene186	0.00308002184763722	0.441264909175796	0.505014979403083	CR2
gene187	0.00802287434843654	0.234063401890164	0.294108339660259	HULC
gene188	0.00102076621589197	0.63402340203782	0.680380444805782	KLK6
gene189	0.0245921120696559	0.0260278148615314	0.0407928644335834	STK33
gene190	0.00217785174985493	0.504702774505133	0.566341313659714	BMP3
gene191	0.0184817287791905	0.0536872861007913	0.0791066509638225	GRB14
gene192	0.00044454153327507	0.693124779525302	0.733736168012137	GPM6A
gene193	0.0260588816304092	0.0215219919079102	0.03426991057827	IGFL2
gene194	0.00124251963879248	0.376722894473275	0.441409076505236	FABP1
gene195	0.00174139120212551	0.55954612010299	0.616958507515413	MASP1
gene196	0.0263938490128966	0.0202469497109475	0.0324150543500311	TFPI2
gene197	0.033817661579186	0.00704886351437672	0.0121373631476477	DNASE1L3
gene198	0.00230833147660489	0.509282026556069	0.570650764727527	HBA1
gene199	0.0350115890170794	0.00583697897888824	0.0102128537761717	GABRA2
gene200	0.0420465486497925	0.00219141608815077	0.00407854217129024	HOXC6
gene201	9.10530449595308e-19	0.842193694078632	0.84492853315666	FGF19
gene202	0.000993868003181363	0.618382796690378	0.668472235960435	SLFN13
gene203	0.020850623987859	0.0419448888653635	0.0631216435214518	BARX2
gene204	0.0271912593118077	0.0163002700580644	0.0265295321187357	KRT16
gene205	0.000271070611799699	0.736884493953255	0.770750620082465	C11orf86
gene206	0.0379608075799808	0.00399511280551712	0.00714908833631343	FAM177B
gene207	0.111267182962827	1.32225313254075e-07	4.10253683453141e-07	PIPOX
gene208	0.0388419937744023	0.00347635502622978	0.00626981836166778	KRT40
gene209	0.0630409918535669	0.000136423181378076	0.000297760098104956	MPV17L
gene210	0.0143719329633067	0.0902912450682041	0.126668090197851	CILP
gene211	0.00797330389923433	0.2309401350294	0.290597514376675	SOX14
gene212	1.10274115547315e-18	0.829746055692746	0.839869673905613	SLIT2
gene213	0.041468012342667	0.0022452158853703	0.00417126950335186	MTTP
gene214	0.00624649757648049	0.287207151756394	0.350306551658658	TRIM58
gene215	0.00926997922696343	0.186207614297071	0.241084724723227	OCA2
gene216	0.0349764595205159	0.00552470217451329	0.00970494235574061	FABP2
gene217	0.0470481739279092	0.00126959227489887	0.00244908094945524	PLA2G2D
gene218	0.00844101047124335	0.207301735809156	0.264433820306518	ADAM6
gene219	0.00495718564460308	0.332672976280543	0.396997151821941	SPP1
gene220	0.000327394531169135	0.715568606255758	0.753044097428992	HAND2
gene221	2.43428205758358e-18	0.823273983042913	0.839023283524681	TM4SF20
gene222	0.0179281062226279	0.0578324808606556	0.0846091865130795	PPP2R2C
gene223	0.0092271208904092	0.190536773362381	0.245814118928104	GAS1
gene224	0.0328275754569813	0.00835377127346515	0.014211991381812	PNPLA3
gene225	0.0128170371692054	0.118661606231783	0.161749407656339	HMGCS2
gene226	0.0121345156232236	0.122995336778216	0.166901984397188	CXCL13
gene227	0.0164394309188985	0.0726244439669044	0.104238429563647	CASQ2
gene228	0.0834369502767282	6.94164067294167e-06	1.76366766933004e-05	TRIM7
gene229	0.0102183842289211	0.253017772474936	0.314693400990867	XKR9
gene230	0.0261967242095121	0.0197967876440632	0.0317766855053037	LRRN1
gene231	0.00611231362526644	0.411608693007778	0.475388806372908	SDR16C5
gene232	0.0118117593088581	0.146583320020804	0.195013098160954	TBX10
gene233	0.0419325723972543	0.0024849286643216	0.00459161908398419	KLK10
gene234	0.0141839550012521	0.0975443374862638	0.135856296929477	ALDOB
gene235	4.81032988447967e-18	0.803845560088013	0.827344335101829	GRP
gene236	0.00405447801920742	0.509946716010177	0.571269019166455	MAT1A
gene237	0.0010715503524992	0.611427655957239	0.663981315784629	FREM1
gene238	0.0403238094521624	0.00303527573149776	0.00553080765111313	CAPN9
gene239	0.00961930472109299	0.176679053238201	0.229976800075594	PIGR
gene240	0.0337788806807485	0.00735151659914068	0.0126180614072473	MSLN
gene241	0.0114685441881883	0.138828213687626	0.18593682288411	CCL19
gene242	0.0205545757368151	0.0461173417906247	0.0689722993886651	HPN
gene243	0.104696298010206	3.65582230044126e-07	1.0764510838421e-06	SYN3
gene244	0.00439660573503071	0.372300566295815	0.43713923024073	GABRB2
gene245	0.00439482902014416	0.360721021112241	0.425849291068501	IBSP
gene246	0.0145012067097577	0.0922025336938628	0.129114890808924	EDAR
gene247	0.0576831992886321	7.86925441256248e-05	0.000176654397875472	EVX1
gene248	0.010008319131547	0.180104507111307	0.234065779669947	NRN1
gene249	0.0373857667081209	0.00460140044580881	0.00816661018372904	KLK11
gene250	0.000549724406719984	0.674737688922052	0.716727553695953	PPBP
gene251	0.00418458524105615	0.374663978266422	0.439538394096871	IL24
gene252	8.98007968486241e-19	0.795188942376933	0.820553185528903	SEMG1
gene253	0.00791538873449081	0.230378196173252	0.290038075418607	ANGPTL1
gene254	0.000135419894356611	0.539862418147328	0.599588367346515	EMX1
gene255	0.000106250330837677	0.781938851950381	0.810467192183411	DACT2
gene256	0.0160484155256978	0.0790537578822726	0.112396035424428	NPTX2
gene257	0.0121119082790619	0.127161745992411	0.172177589237889	CCL18
gene258	0.000481413567318065	0.696043326429861	0.735817230797282	CR1
gene259	0.0328150154120851	0.0141697409990303	0.0232395035522252	CST1
gene260	0.00201847304236137	0.663096292744012	0.70685275474256	ITGBL1
gene261	0.0318258722827867	0.00928820671384534	0.0156915459425428	C7
gene262	9.69348042338492e-10	0.838597292564705	0.842651637907156	ABCC2
gene263	0.024936112257274	0.0226390728764785	0.0359052441744765	WDR72
gene264	0.0138300911025681	0.105688645987969	0.145835226342042	RPL39L
gene265	0.0156541948937319	0.0794888664741118	0.112949685165813	FCRL5
gene266	0.000269668168971142	0.743562052342333	0.777340313243089	COL9A1
gene267	0.039140849019796	0.00282583753913079	0.00517588562451139	BMP7
gene268	0.000574243434126922	0.693453767847999	0.733895834809075	MMP3
gene269	0.0273651013452161	0.0184501135350619	0.0297503266005082	CLC
gene270	9.14455450504754e-05	0.74588100541286	0.779103905426088	SHISA6
gene271	0.313457402991263	0	0	PHACTR3
gene272	0.00378468006590076	0.391383163788658	0.455820670822753	PTPRO
gene273	0.0162534533667064	0.0761401551951262	0.108666132105482	ARHGDIG
gene274	0.00136851968899028	0.577954636971015	0.633806318545373	PRELP
gene275	0.00196928410505982	0.525451397353843	0.586111415154688	CCL21
gene276	0.0155112415508348	0.0848184204756854	0.119737952963048	SAA1
gene277	0.00933093861087237	0.184215367601667	0.238905815176975	CCDC60
gene278	0.0216187243676314	0.0400864470895885	0.0605905471053247	DMKN
gene279	0.00106794721459178	0.608423062973083	0.661757807799803	DPT
gene280	0.00701835775162454	0.266242453462793	0.328365692604111	GSTA1
gene281	0.0295550533574388	0.0244043972285469	0.0384337378552801	TG
gene282	0.0133341142110134	0.109275898099772	0.150298447269559	SERPIND1
gene283	0.0808993433399238	1.10370968700035e-05	2.74439523379283e-05	MUC12
gene284	0.0504204053657441	0.000719301242254722	0.00143257449666138	LEMD1
gene285	0.00248373577329479	0.482398060322111	0.545273504935576	MYEF2
gene286	0.197294123994337	6.7079675147852e-13	3.65346243048548e-12	F7
gene287	0.0589566481298942	0.00023158067097262	0.000491308829507234	NTRK2
gene288	8.76750468683802e-05	0.786775382434682	0.814192077927346	CPN1
gene289	0.0271390130903577	0.0184016905958866	0.0296888937360176	CYP4F2
gene290	0.0201328888566943	0.0714088090211784	0.102750006545115	DKK4
gene291	0.0177455080340888	0.0541822608955411	0.0797789086318476	PTGIS
gene292	0.000900736184703443	0.640182977827107	0.686215737703824	SPOCK1
gene293	0.0722047658509345	3.47535054125991e-05	8.16975118677763e-05	LTK
gene294	0.00641440018989451	0.2723362402851	0.334800907185	FGB
gene295	0.000171166854014944	0.754946868010975	0.786646997881925	DHRS9
gene296	0.0097877802453006	0.175668751646481	0.228830445119344	GAD1
gene297	2.98934628696152e-18	0.824322041462941	0.839023283524681	PRSS1
gene298	0.00534577181456804	0.318925818314657	0.383318932380133	MSI1
gene299	0.00150390351353468	0.513909153519247	0.575209611374953	SCARA5
gene300	2.12893662977923e-19	0.800741263246934	0.825111359226683	L3MBTL4
gene301	0.001077559782119	0.627827255757015	0.675197043481436	CP
gene302	0.0464496048398191	0.00131052403477705	0.00252187107159371	PLA2G4A
gene303	0.0191144948606413	0.0528235607887899	0.0779676875097453	TNNI3
gene304	0.0206416464094461	0.0413944588500484	0.0623996977883507	AMH
gene305	0.0244779317529691	0.0255408102870096	0.0400956978565631	SOX8
gene306	0.0183829858567178	0.0988509024826505	0.137490090363601	CALB1
gene307	0.0148659051278927	0.0915560073856534	0.128311310872296	SSTR5
gene308	0.00493619301710408	0.339460421824953	0.404186520176584	RPL9
gene309	0.0392245346573218	0.00337000932189291	0.00609670256184344	ISL1
gene310	0.103178314094079	3.9782531557897e-07	1.16583477588924e-06	CYP4X1
gene311	0.00303190261631191	0.446125313785391	0.510057972778228	CADM3
gene312	8.80680266577753e-19	0.625738886007487	0.673996076180731	AGR3
gene313	0.0413751339320656	0.0024012944564975	0.00444505645497246	AQP9
gene314	0.059706534803604	0.000216083078687701	0.000460700233745099	PRKCG
gene315	4.33991988669148e-18	0.833084625050879	0.840480487559938	TPSD1
gene316	2.34031129711789e-21	0.814607939837642	0.835993224144793	WIF1
gene317	0.00212811606162051	0.530545149999571	0.590780047188205	GPR128
gene318	9.9489008842776e-05	0.772816775022818	0.802425618024868	TRPM6
gene319	0.0531007993359065	0.000500018080781928	0.00101381844828598	ERAP2
gene320	0.0153109224455197	0.0879555815011354	0.123672212560135	TM4SF4
gene321	0.00151647619621403	0.593486245555759	0.647734966226095	CD177
gene322	0.00270546335240457	0.442719485019561	0.50649207515939	RTN4RL1
gene323	0.00836024966409539	0.220746932412281	0.279278316006446	MT1A
gene324	0.0185915407366619	0.0809402656904832	0.114866766582796	ISM1
gene325	0.0136076267385121	0.108728390173239	0.149628668792971	TNFRSF17
gene326	0.0465122792988604	0.0013171945254824	0.00253194741731397	FOXP2
gene327	0.0113783727187579	0.137636373194862	0.184608337236932	UGT1A8
gene328	6.94362815144686e-06	0.824059246719424	0.839023283524681	CPS1
gene329	0.0179740050594677	0.0582250347063711	0.0851230307466383	C1orf95
gene330	0.0504176987875128	0.00175552988071193	0.00331168344769317	NKD1
gene331	0.0246594268965068	0.0231170971854177	0.0365976283650258	AKR1B10
gene332	0.0160576803078167	0.0756849584323417	0.108078890259635	LPPR1
gene333	0.0483905213590118	0.00102944457139331	0.00201295506539218	CALCA
gene334	4.99294158720749e-18	0.81462646849458	0.835993224144793	C12orf56
gene335	0.0170146649172106	0.0709143538083432	0.102116008432009	POU2AF1
gene336	0.00754412863582134	0.246758720808989	0.307993563453942	MT3
gene337	0.00835192783891646	0.209847408529304	0.267299251287793	KIAA0125
gene338	0.0680029625563369	6.61364514160656e-05	0.000149910907300025	WNT11
gene339	0.00538121537433114	0.335672194964668	0.400177212557724	MOGAT2
gene340	0.00779876431539504	0.235682404934168	0.295811818015077	MYH11
gene341	7.69448853848475e-19	0.795177272853903	0.820553185528903	PI3
gene342	0.0262289407172848	0.0217903812896494	0.0346526228255678	HSPB6
gene343	0.00022589890082375	0.752608928402168	0.784674018155235	MMP13
gene344	0.0878793400965072	1.07877946762258e-05	2.68456638358435e-05	SERP2
gene345	0.0025385846084036	0.485837369255536	0.548408678229806	PLIN4
gene346	0.0549802697942995	0.000381003239052324	0.000785656270350179	NR1H4
gene347	0.0445183860118037	0.00147409050041614	0.00281297257630368	ATOH1
gene348	4.62172676598295e-18	0.822411786773445	0.839023283524681	LEFTY2
gene349	1.92635919145717e-05	0.81901304282403	0.838264227753476	BMP5
gene350	0.0483750309311856	0.00105188619848051	0.00205521101040667	TACSTD2
gene351	7.95310240029156e-05	0.748185278445718	0.780918384377718	DTNA
gene352	0.0169869425734687	0.0698256023150754	0.100653772706136	SAA2
gene353	0.00143645743816623	0.556547360923449	0.614364652638855	RHCG
gene354	0.0640549548676714	8.21075781451963e-05	0.000183886453555335	FAM66D
gene355	0.00584496954144512	0.302637215068888	0.366170293771438	C3orf14
gene356	0.000887059109385601	0.624444254979981	0.673904646148162	ALPPL2
gene357	0.000291695014776197	0.727646268412104	0.763154764069997	FCN1
gene358	0.0237696284490465	0.026231129700355	0.0410550630443297	CLEC4E
gene359	0.161154496959056	5.63500357486646e-11	2.5249229216171e-10	SPACA3
gene360	0.00665776966692701	0.265747745052565	0.327951930633073	FCGR3B
gene361	0.00534742884478785	0.333573593306158	0.397982474037217	FNDC1
gene362	0.00413509583899487	0.400866740198518	0.465217317952708	CD79A
gene363	0.072261884576284	3.29185778091823e-05	7.76202603636471e-05	KRT6C
gene364	0.0140730035111627	0.0965784333736717	0.134723589528371	ISM2
gene365	1.49712978062032e-18	0.816379410242373	0.836908384936164	ABCA8
gene366	0.000494215084232322	0.691736202617362	0.732517222960185	GFPT2
gene367	0.00544232048481316	0.321698636051069	0.385900965280441	SLC38A3
gene368	0.14767601247502	3.71143560329301e-10	1.51261854607893e-09	SERPINB5
gene369	0.00837305223167612	0.217623953681335	0.275892164504918	ANO5
gene370	0.081146080427283	1.01173213787886e-05	2.52381626158801e-05	SHISA9
gene371	0.0266636824337662	0.0211531125183396	0.03371294357772	SLC35D3
gene372	0.00300329973575404	0.456441563018126	0.519928549707623	GPR110
gene373	0.00291047448599989	0.466988162542891	0.530377696232428	ABCA12
gene374	0.000726295261592198	0.662014219881041	0.705942853506765	DKK1
gene375	0.0438051251412699	0.00198209380837899	0.00371469749529081	FOSB
gene376	0.00968612418517409	0.179939002655307	0.233875283425986	TMEM211
gene377	6.35697256271545e-19	0.82838198029835	0.839533825068544	COL11A1
gene378	0.0107009447997842	0.156971710164811	0.207183028274942	CPLX2
gene379	0.044786085333761	0.00147553550545332	0.00281497237055424	CTSG
gene380	0.0449117720325214	0.00144752384580593	0.00276526506206055	ERP27
gene381	0.0135311121421963	0.113486305982636	0.15543169088551	RGL3
gene382	0.0360477004397525	0.00530847609653951	0.00934503527080273	HYAL1
gene383	0.0039602001291688	0.405284046092274	0.469532224768756	UCA1
gene384	0.0185966250268454	0.0514532963529764	0.0761691227036514	SLC38A4
gene385	0.00844095152100258	0.208371987508123	0.265600290836463	CCL13
gene386	0.0126268379610859	0.118101729687601	0.161110627605626	SNURF
gene387	0.0219007965517742	0.0378440131223667	0.0575176871437964	MMP7
gene388	0.0171414289565089	0.0672237017588063	0.0972434164035267	PRSS33
