Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-75157,"FasL/ CD95L signaling",4,5,3.556440714133295E-4,0.032124954933969274,0.9413305386395475,5,5,4.1722296395193593E-4,9606,Homo sapiens,"CASP8;CASP10;FAS;FASLG","","R-HSA-83586;R-HSA-83650;R-HSA-71050;R-HSA-141310;R-HSA-75244"
R-HSA-75892,"Platelet Adhesion to exposed collagen",8,16,0.0011380610285226546,0.03898379974527155,0.9413305386395475,6,6,5.006675567423231E-4,9606,Homo sapiens,"COL1A1;LYN;FCER1G;COL1A2;ITGA10;ITGA2;FYN;GP5","","R-HSA-114577;R-HSA-432295;R-HSA-114563;R-HSA-210282;R-HSA-114671;R-HSA-114670"
R-HSA-399954,"Sema3A PAK dependent Axon repulsion",9,19,0.0013514474713706523,0.03960220197054942,0.9413305386395475,6,6,5.006675567423231E-4,9606,Homo sapiens,"PAK1;FES;CFL1;LIMK1;PLXNA1;FYN;RAC1;SLC29A1;STK4","","R-HSA-399939;R-HSA-399952;R-HSA-399950;R-HSA-419644;R-HSA-419645;R-HSA-399930"
R-HSA-5340588,"RNF mutants show enhanced WNT signaling and proliferation",5,8,5.690305142613273E-4,0.04320545461595815,0.9413305386395475,1,1,8.344459279038718E-5,9606,Homo sapiens,"RNF43;FZD5;FZD4;LRP5;FZD8","","R-HSA-5340587"
R-HSA-75094,"Formation of the Editosome",5,8,5.690305142613273E-4,0.04320545461595815,0.9413305386395475,1,2,1.6688918558077436E-4,9606,Homo sapiens,"APOBEC3C;APOBEC2;APOBEC4;APOBEC3B","","R-HSA-77609"
R-HSA-5357769,"Caspase activation via extrinsic apoptotic signalling pathway",13,32,0.0022761220570453092,0.04467070989708444,0.9413305386395475,11,17,0.0014185580774365822,9606,Homo sapiens,"CASP8;TICAM2;DAPK1;UNC5B;TNFSF10;FAS;TNFRSF10B;LY96;TRAF2;FASLG;TNFRSF10A;CFLAR","","R-HSA-139952;R-HSA-418852;R-HSA-3371360;R-HSA-2562564;R-HSA-141159;R-HSA-141156;R-HSA-3465459;R-HSA-418849;R-HSA-73945;R-HSA-3465448;R-HSA-3371359"
R-HSA-446107,"Type I hemidesmosome assembly",6,11,7.82416957109325E-4,0.04885105669591849,0.9413305386395475,6,6,5.006675567423231E-4,9606,Homo sapiens,"COL17A1;KRT19;CD151;KRT17;LAMB3;LAMA3;ITGA6","","R-HSA-446083;R-HSA-432956;R-HSA-446077;R-HSA-432909;R-HSA-432952;R-HSA-446089"
R-HSA-111453,"BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members",6,11,7.82416957109325E-4,0.04885105669591849,0.9413305386395475,4,4,3.337783711615487E-4,9606,Homo sapiens,"STAT3;BCL2;BCL2L1;BBC3","","R-HSA-114352;R-HSA-508163;R-HSA-508162;R-HSA-6790025"
R-HSA-210990,"PECAM1 interactions",7,14,9.958033999573227E-4,0.05134502138635555,0.9413305386395475,4,7,5.841121495327102E-4,9606,Homo sapiens,"LYN;SRC;LCK;INPP5D;FYN;PTPN6;PLCG1","","R-HSA-210291;R-HSA-210290;R-HSA-210277;R-HSA-210283"
R-HSA-5633008,"TP53 Regulates Transcription of Cell Death Genes",27,83,0.005903691585461271,0.06459396105475856,0.9413305386395475,31,68,0.005674232309746329,9606,Homo sapiens,"PRELID1;PPP1R13B;TNFRSF10B;TNFRSF10A;RABGGTA;NDRG1;TNFRSF10D;BBC3;CASP6;CASP10;AIFM2;CASP1;FAS;ZNF568;BCL2L14;ZNF420","","R-HSA-3700984;R-HSA-6799462;R-HSA-6801250;R-HSA-6798624;R-HSA-6798126;R-HSA-139913;R-HSA-3700981;R-HSA-4331340;R-HSA-5633414;R-HSA-6798129;R-HSA-6801087;R-HSA-5633295;R-HSA-6798139;R-HSA-6798138;R-HSA-6799097;R-HSA-6799815;R-HSA-6791302;R-HSA-6798082;R-HSA-6800001;R-HSA-6798081;R-HSA-6801089;R-HSA-6801101;R-HSA-6791306;R-HSA-6801109;R-HSA-6798611;R-HSA-5633441;R-HSA-6799441;R-HSA-5633314;R-HSA-6791327;R-HSA-6791323;R-HSA-6801242"
R-HSA-446728,"Cell junction organization",30,94,0.006686108542570596,0.06524229104537149,0.9413305386395475,28,37,0.003087449933244326,9606,Homo sapiens,"COL17A1;CD151;FBLIM1;CTNND1;LAMA3;PARD6G;F11R;ACTB;PARD6B;PARD6A;CDH2;CLDN23;LAMB3;PARVA;PARVB;CLDN10;CLDN4;KRT19;CLDN3;KRT17;CLDN15;CLDN7;CLDN12;CLDN18;ITGA6;ANG;PVRL2;CDH17;PVRL1;CRB3","","R-HSA-5692437;R-HSA-430341;R-HSA-446083;R-HSA-419011;R-HSA-419981;R-HSA-432909;R-HSA-430347;R-HSA-446089;R-HSA-446364;R-HSA-420582;R-HSA-430308;R-HSA-446372;R-HSA-420580;R-HSA-433711;R-HSA-420591;R-HSA-420598;R-HSA-446391;R-HSA-420661;R-HSA-432946;R-HSA-446322;R-HSA-420019;R-HSA-432956;R-HSA-446077;R-HSA-433725;R-HSA-419002;R-HSA-419003;R-HSA-432952;R-HSA-419001"
R-HSA-2892247,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",9,21,0.001493705099935984,0.06540693704583622,0.9413305386395475,9,16,0.0013351134846461949,9606,Homo sapiens,"DPPA4;SALL4;STAT3;EPHA1;FGF2","","R-HSA-2972956;R-HSA-480515;R-HSA-452515;R-HSA-452958;R-HSA-480509;R-HSA-2972967;R-HSA-452701;R-HSA-2972960;R-HSA-6800120"
R-HSA-5213460,"RIPK1-mediated regulated necrosis",11,28,0.0019916067999146453,0.07320084265991356,0.9413305386395475,13,13,0.0010847797062750334,9606,Homo sapiens,"CASP8;UBB;RIPK3;TNFSF10;FAS;TNFRSF10B;TRAF2;FASLG;TNFRSF10A;CFLAR","","R-HSA-3465429;R-HSA-5218891;R-HSA-2672196;R-HSA-5357828;R-HSA-5213466;R-HSA-5218906;R-HSA-5675456;R-HSA-5357927;R-HSA-5218905;R-HSA-5213464;R-HSA-5675470;R-HSA-5213462;R-HSA-5620975"
R-HSA-5218859,"Regulated Necrosis",11,28,0.0019916067999146453,0.07320084265991356,0.9413305386395475,13,13,0.0010847797062750334,9606,Homo sapiens,"CASP8;UBB;RIPK3;TNFSF10;FAS;TNFRSF10B;TRAF2;FASLG;TNFRSF10A;CFLAR","","R-HSA-3465429;R-HSA-5218891;R-HSA-2672196;R-HSA-5357828;R-HSA-5213466;R-HSA-5218906;R-HSA-5675456;R-HSA-5357927;R-HSA-5218905;R-HSA-5213464;R-HSA-5675470;R-HSA-5213462;R-HSA-5620975"
R-HSA-9605308,"Diseases of Base Excision Repair",2,2,1.4225762856533183E-4,0.0819526351558002,0.9413305386395475,2,2,1.6688918558077436E-4,9606,Homo sapiens,"MUTYH","","R-HSA-9608288;R-HSA-9605313"
R-HSA-9605310,"Defective Base Excision Repair Associated with MUTYH",2,2,1.4225762856533183E-4,0.0819526351558002,0.9413305386395475,2,2,1.6688918558077436E-4,9606,Homo sapiens,"MUTYH","","R-HSA-9608288;R-HSA-9605313"
R-HSA-9608290,"Defective MUTYH substrate processing",2,2,1.4225762856533183E-4,0.0819526351558002,0.9413305386395475,1,1,8.344459279038718E-5,9606,Homo sapiens,"MUTYH","","R-HSA-9605313"
R-HSA-3000170,"Syndecan interactions",11,29,0.0020627356141973115,0.08802309832021638,0.9413305386395475,13,15,0.0012516688918558078,9606,Homo sapiens,"COL1A1;VTN;COL3A1;COL1A2;SDC4;ITGB5;ITGA2;SDC3;SDC1;ITGA6;FGF2","","R-HSA-2731081;R-HSA-2750187;R-HSA-2731147;R-HSA-2681675;R-HSA-2731149;R-HSA-2731075;R-HSA-2731074;R-HSA-2731141;R-HSA-2731078;R-HSA-2684507;R-HSA-2681694;R-HSA-2731123;R-HSA-2731122"
R-HSA-72200,"mRNA Editing: C to U Conversion",5,10,7.11288142826659E-4,0.091115450257235,0.9413305386395475,2,3,2.5033377837116157E-4,9606,Homo sapiens,"APOBEC3C;APOBEC2;APOBEC4;APOBEC3B","","R-HSA-77609;R-HSA-83677"
R-HSA-428359,"Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA",6,13,9.246745856746568E-4,0.09113413903708856,0.9413305386395475,2,3,2.5033377837116157E-4,9606,Homo sapiens,"ACTB;CD44","","R-HSA-428287;R-HSA-428296"
R-HSA-9619483,"Activation of AMPK downstream of NMDARs",12,34,0.0024183796856106408,0.11394439915079846,0.9413305386395475,3,3,2.5033377837116157E-4,9606,Homo sapiens,"TUBA1C;PRKAA1;TUBB6;TUBB2A;PRKAA2;PRKAB1;CALM2;TUBA4A;CAMKK2","","R-HSA-9619542;R-HSA-9619478;R-HSA-9619515"
R-HSA-844455,"The NLRP1 inflammasome",3,5,3.556440714133295E-4,0.11640782238785408,0.9413305386395475,4,4,3.337783711615487E-4,9606,Homo sapiens,"BCL2;NLRP1;BCL2L1","","R-HSA-844447;R-HSA-844438;R-HSA-879222;R-HSA-879201"
R-HSA-5357786,"TNFR1-induced proapoptotic signaling",6,14,9.958033999573227E-4,0.11787249177067916,0.9413305386395475,3,3,2.5033377837116157E-4,9606,Homo sapiens,"CASP8;USP21;USP2;TNFAIP3;TRAF2;TNF","","R-HSA-140978;R-HSA-75240;R-HSA-83582"
R-HSA-421270,"Cell-cell junction organization",21,67,0.004765630556938616,0.12181628429845182,0.9413305386395475,14,21,0.0017523364485981308,9606,Homo sapiens,"CTNND1;PARD6G;F11R;ACTB;CLDN10;CLDN4;PARD6B;CLDN3;PARD6A;CLDN15;CDH2;CLDN23;CLDN7;CLDN12;CLDN18;ANG;PVRL2;CDH17;PVRL1;CRB3","","R-HSA-420582;R-HSA-420580;R-HSA-5692437;R-HSA-419011;R-HSA-433711;R-HSA-420591;R-HSA-419981;R-HSA-420598;R-HSA-420661;R-HSA-420019;R-HSA-433725;R-HSA-419002;R-HSA-419003;R-HSA-419001"
R-HSA-8939246,"RUNX1 regulates transcription of genes involved in differentiation of myeloid cells",5,11,7.82416957109325E-4,0.12227375739878843,0.9413305386395475,7,7,5.841121495327102E-4,9606,Homo sapiens,"LGALS3;RUNX2;RUNX1","","R-HSA-8939066;R-HSA-8938251;R-HSA-8938382;R-HSA-8939054;R-HSA-8938228;R-HSA-8938389;R-HSA-8938231"
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",36,125,0.008891101785333238,0.13580039878193506,0.9413305386395475,5,7,5.841121495327102E-4,9606,Homo sapiens,"IRS1;SRC;PIK3CD;PIK3R3;TGFA;PDGFA;IRS2;FGF1;AREG;FGF2;ERBB3;CD19;ERBB2;RAC2;FGF20;PIP4K2A;FYN;PIP4K2B;RAC1;IER3;MAPK3;PDGFRB;PDGFRA;KL;RHOG;PPP2R5A;EREG;LCK;CD28;MET;MYD88;FGFR1","","R-HSA-2316434;R-HSA-8857925;R-HSA-6811472;R-HSA-6811454;R-HSA-1675776"
R-HSA-1433559,"Regulation of KIT signaling",7,18,0.0012803186570879864,0.138408429186345,0.9413305386395475,5,8,6.675567423230974E-4,9606,Homo sapiens,"LYN;SRC;LCK;FYN;PTPN6;CBL;SH2B3","","R-HSA-205319;R-HSA-1433506;R-HSA-1562640;R-HSA-205306;R-HSA-205244"
R-HSA-5654726,"Negative regulation of FGFR1 signaling",13,39,0.0027740237570239704,0.13993302183941903,0.9413305386395475,15,15,0.0012516688918558078,9606,Homo sapiens,"KL;UBB;SRC;MKNK1;FGF20;SPRY2;CBL;FGF1;FGF2;MAPK3;FGFR1","","R-HSA-1295634;R-HSA-934604;R-HSA-1295632;R-HSA-5654514;R-HSA-5654672;R-HSA-1295604;R-HSA-5654673;R-HSA-1295609;R-HSA-1549564;R-HSA-1295613;R-HSA-934559;R-HSA-1295622;R-HSA-1295621;R-HSA-5654560;R-HSA-1295599"
R-HSA-8950505,"Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation",22,73,0.005192403442634611,0.15200331680655255,0.9413305386395475,11,36,0.0030040053404539386,9606,Homo sapiens,"IL10;CNN2;ANXA2;HNRNPF;CAPZA1;PITPNA;CFL1;PDCD4;SNRPA1;MIF;SOD1","","R-HSA-8950314;R-HSA-8950634;R-HSA-8950732;R-HSA-8950415;R-HSA-8950480;R-HSA-8981073;R-HSA-8950608;R-HSA-8950721;R-HSA-8950771;R-HSA-8950581;R-HSA-8950213"
R-HSA-5654219,"Phospholipase C-mediated cascade: FGFR1",8,22,0.00156483391421865,0.1545612585132512,0.9413305386395475,3,3,2.5033377837116157E-4,9606,Homo sapiens,"KL;FGF20;PLCG1;FGF1;FGF2;FGFR1","","R-HSA-5654167;R-HSA-5654165;R-HSA-5654149"
R-HSA-264870,"Caspase-mediated cleavage of cytoskeletal proteins",5,12,8.535457713919909E-4,0.15767748029988538,0.9413305386395475,6,10,8.344459279038719E-4,9606,Homo sapiens,"CASP8;GSN;CASP6;GAS2;VIM","","R-HSA-201639;R-HSA-201622;R-HSA-201637;R-HSA-350319;R-HSA-350318;R-HSA-201628"
R-HSA-75072,"mRNA Editing",5,12,8.535457713919909E-4,0.15767748029988538,0.9413305386395475,2,9,7.510013351134847E-4,9606,Homo sapiens,"APOBEC3C;APOBEC2;APOBEC4;APOBEC3B","","R-HSA-77609;R-HSA-83677"
R-HSA-352238,"Breakdown of the nuclear lamina",2,3,2.1338644284799773E-4,0.15880868804251502,0.9413305386395475,3,3,2.5033377837116157E-4,9606,Homo sapiens,"CASP6;LMNA","","R-HSA-264871;R-HSA-9029690;R-HSA-264865"
R-HSA-5339700,"TCF7L2 mutants don't bind CTBP",2,3,2.1338644284799773E-4,0.15880868804251502,0.9413305386395475,1,1,8.344459279038718E-5,9606,Homo sapiens,"TCF7L2;CTBP2;TCF4","","R-HSA-5334052"
R-HSA-5619107,"Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)",2,3,2.1338644284799773E-4,0.15880868804251502,0.9413305386395475,1,1,8.344459279038718E-5,9606,Homo sapiens,"GCKR;GCK","","R-HSA-5661474"
R-HSA-5083633,"Defective POMT1 causes MDDGA1, MDDGB1 and MDDGC1",2,3,2.1338644284799773E-4,0.15880868804251502,0.9413305386395475,1,1,8.344459279038718E-5,9606,Homo sapiens,"POMT1;DAG1","","R-HSA-5615604"
R-HSA-5083629,"Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2",2,3,2.1338644284799773E-4,0.15880868804251502,0.9413305386395475,1,1,8.344459279038718E-5,9606,Homo sapiens,"POMT2;DAG1","","R-HSA-5615556"
R-HSA-373755,"Semaphorin interactions",21,70,0.004979016999786614,0.16319379400081424,0.9413305386395475,35,40,0.0033377837116154874,9606,Homo sapiens,"FARP2;CD72;PLXND1;SEMA6D;LIMK1;CRMP1;STK4;RHOC;PAK1;FES;ERBB2;CFL1;PLXNA1;FYN;PLXNB1;RAC1;SLC29A1;MYL9;MYH10;MET;CDK5R1;DLGAP4","","R-HSA-399942;R-HSA-399941;R-HSA-399938;R-HSA-399939;R-HSA-399936;R-HSA-399950;R-HSA-399951;R-HSA-419087;R-HSA-416588;R-HSA-399946;R-HSA-399947;R-HSA-399944;R-HSA-416725;R-HSA-416594;R-HSA-399952;R-HSA-400677;R-HSA-416546;R-HSA-416559;R-HSA-400682;R-HSA-416683;R-HSA-419049;R-HSA-373748;R-HSA-373750;R-HSA-416562;R-HSA-416690;R-HSA-399934;R-HSA-419646;R-HSA-399935;R-HSA-419644;R-HSA-399933;R-HSA-419197;R-HSA-419645;R-HSA-399930;R-HSA-399931;R-HSA-399928"
R-HSA-1296072,"Voltage gated Potassium channels",14,44,0.0031296678284373,0.16556226991047773,0.9413305386395475,1,1,8.344459279038718E-5,9606,Homo sapiens,"KCNH7;KCNC2;KCNA1;KCNC3;KCNC4;KCNA3;KCNA4;KCNA5;KCNV1;KCNS1;KCNS2;KCNS3;ERG","","R-HSA-1296127"
R-HSA-9027283,"Erythropoietin activates STAT5",4,9,6.401593285439932E-4,0.16623916507271752,0.9413305386395475,3,3,2.5033377837116157E-4,9606,Homo sapiens,"LYN;STAT5A;STAT5B;IRS2","","R-HSA-9012651;R-HSA-9012650;R-HSA-9012654"
R-HSA-164944,"Nef and signal transduction",4,9,6.401593285439932E-4,0.16623916507271752,0.9413305386395475,3,5,4.1722296395193593E-4,9606,Homo sapiens,"LCK;ELMO1;FYN;RAC1","","R-HSA-200954;R-HSA-200952;R-HSA-200908"
R-HSA-1296025,"ATP sensitive Potassium channels",3,6,4.2677288569599545E-4,0.17067121407624208,0.9413305386395475,2,2,1.6688918558077436E-4,9606,Homo sapiens,"KCNJ11;KCNJ8;ABCC8","","R-HSA-1296024;R-HSA-1369017"
R-HSA-5339717,"Misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling",3,6,4.2677288569599545E-4,0.17067121407624208,0.9413305386395475,1,1,8.344459279038718E-5,9606,Homo sapiens,"DKK4;LRP5;DKK1","","R-HSA-5339711"
R-HSA-1306955,"GRB7 events in ERBB2 signaling",3,6,4.2677288569599545E-4,0.17067121407624208,0.9413305386395475,1,1,8.344459279038718E-5,9606,Homo sapiens,"GRB7;ERBB3;ERBB2","","R-HSA-1306953"
R-HSA-5669034,"TNFs bind their physiological receptors",10,30,0.0021338644284799773,0.1781770466049647,0.9413305386395475,8,13,0.0010847797062750334,9606,Homo sapiens,"EDARADD;TNFRSF6B;TNFRSF13B;TNFSF4;LTA;TNFSF11;CD27;FASLG;TNFSF8;TNFSF13B","","R-HSA-5669024;R-HSA-5676607;R-HSA-8856189;R-HSA-5675948;R-HSA-5669035;R-HSA-5692315;R-HSA-5675656;R-HSA-5669097"
R-HSA-4641265,"Repression of WNT target genes",6,16,0.0011380610285226546,0.18132357036173252,0.9413305386395475,5,7,5.841121495327102E-4,9606,Homo sapiens,"TCF7L2;CTBP2;HDAC1;TCF7;TCF4;AXIN2","","R-HSA-5334050;R-HSA-8944349;R-HSA-8944352;R-HSA-4641231;R-HSA-5229348"
R-HSA-2219530,"Constitutive Signaling by Aberrant PI3K in Cancer",29,102,0.007255139056831923,0.18188352159031618,0.9413305386395475,1,2,1.6688918558077436E-4,9606,Homo sapiens,"IRS1;SRC;PIK3CD;PIK3R3;TGFA;PDGFA;IRS2;FGF1;AREG;FGF2;ERBB3;CD19;ERBB2;RAC2;FGF20;FYN;RAC1;PDGFRB;PDGFRA;KL;RHOG;EREG;LCK;CD28;MET;FGFR1","","R-HSA-2400009"
R-HSA-2173795,"Downregulation of SMAD2/3:SMAD4 transcriptional activity",9,27,0.0019204779856319795,0.19394975698479655,0.9413305386395475,21,21,0.0017523364485981308,9606,Homo sapiens,"TGIF1;SKI;NCOR2;SMAD3;TGIF2;UBB;HDAC1;NEDD4L;SKIL","","R-HSA-870477;R-HSA-870479;R-HSA-2187395;R-HSA-2187330;R-HSA-870538;R-HSA-870437;R-HSA-2176491;R-HSA-2179274;R-HSA-173481;R-HSA-173545;R-HSA-2179276;R-HSA-2186607;R-HSA-2186767;R-HSA-2186741;R-HSA-2176503;R-HSA-2176502;R-HSA-2186747;R-HSA-870449;R-HSA-209055;R-HSA-2187325;R-HSA-2187388"
R-HSA-2586552,"Signaling by Leptin",5,13,9.246745856746568E-4,0.19670414578634365,0.9413305386395475,12,19,0.0015854472630173564,9606,Homo sapiens,"STAT5A;STAT5B;IRS1;STAT3;IRS2","","R-HSA-452102;R-HSA-2671850;R-HSA-2671868;R-HSA-507937;R-HSA-2671855;R-HSA-2671839;R-HSA-2671873;R-HSA-2730595;R-HSA-2671876;R-HSA-2671829;R-HSA-2671862;R-HSA-2730599"
R-HSA-9020591,"Interleukin-12 signaling",24,84,0.005974820399743936,0.20147305147051153,0.9413305386395475,23,56,0.004672897196261682,9606,Homo sapiens,"IL10;ANXA2;PITPNA;MIF;SOD1;CNN2;HNRNPF;CAPZA1;CFL1;PDCD4;SNRPA1;P4HB;IL12RB1","","R-HSA-8950057;R-HSA-8950314;R-HSA-8950634;R-HSA-8950732;R-HSA-8950415;R-HSA-8950721;R-HSA-8950113;R-HSA-8981093;R-HSA-8950757;R-HSA-8950213;R-HSA-8952807;R-HSA-8950456;R-HSA-447252;R-HSA-8950480;R-HSA-8950448;R-HSA-8950128;R-HSA-8981073;R-HSA-8950608;R-HSA-8950354;R-HSA-8950771;R-HSA-447226;R-HSA-8950581;R-HSA-8950423"
R-HSA-3000171,"Non-integrin membrane-ECM interactions",18,61,0.00433885767124262,0.20278692582944002,0.9413305386395475,20,22,0.001835781041388518,9606,Homo sapiens,"DDR1;SDC4;LAMB3;ITGB5;ITGA2;LAMA3;SDC3;PDGFA;FGF2;COL1A1;VTN;COL3A1;COL1A2;TTR;DAG1;SDC1;ITGA6;DDR2","","R-HSA-2731081;R-HSA-2750187;R-HSA-2731147;R-HSA-2328129;R-HSA-2681675;R-HSA-2731149;R-HSA-2465890;R-HSA-2731075;R-HSA-2731074;R-HSA-2731141;R-HSA-2731078;R-HSA-2426263;R-HSA-2684507;R-HSA-2396113;R-HSA-2396337;R-HSA-2426355;R-HSA-2681694;R-HSA-2327738;R-HSA-2731123;R-HSA-2731122"
R-HSA-9608287,"Defective MUTYH substrate binding",1,1,7.112881428266591E-5,0.21039873880991666,0.9413305386395475,1,1,8.344459279038718E-5,9606,Homo sapiens,"MUTYH","","R-HSA-9608288"
R-HSA-1433557,"Signaling by SCF-KIT",15,50,0.0035564407141332956,0.21080244477237342,0.9413305386395475,25,36,0.0030040053404539386,9606,Homo sapiens,"LYN;STAT5A;STAT5B;GRB7;SRC;STAT3;PIK3R3;CBL;TEC;FES;LCK;FYN;PTPN6;RAC1;SH2B3","","R-HSA-1433428;R-HSA-205319;R-HSA-1433488;R-HSA-1562641;R-HSA-1562640;R-HSA-1433501;R-HSA-205262;R-HSA-1433415;R-HSA-1433542;R-HSA-205328;R-HSA-205205;R-HSA-1433418;R-HSA-1433456;R-HSA-1470012;R-HSA-1470010;R-HSA-1472121;R-HSA-1470009;R-HSA-205234;R-HSA-205238;R-HSA-1433506;R-HSA-205306;R-HSA-1433454;R-HSA-1433451;R-HSA-1433514;R-HSA-205244"
R-HSA-210745,"Regulation of gene expression in beta cells",11,35,0.002489508499893307,0.2113121475890417,0.9413305386395475,8,12,0.0010013351134846463,9606,Homo sapiens,"NEUROD1;HNF4A;PAX6;HNF1A;GCK;FOXA3","","R-HSA-211346;R-HSA-211461;R-HSA-211476;R-HSA-211467;R-HSA-211482;R-HSA-211466;R-HSA-211289;R-HSA-211272"
R-HSA-4411364,"Binding of TCF/LEF:CTNNB1 to target gene promoters",4,10,7.11288142826659E-4,0.21336506487124862,0.9413305386395475,4,4,3.337783711615487E-4,9606,Homo sapiens,"TCF7L2;TCF7;TCF4;AXIN2","","R-HSA-4411351;R-HSA-4411367;R-HSA-4411357;R-HSA-4411372"
R-HSA-2562578,"TRIF-mediated programmed cell death",4,10,7.11288142826659E-4,0.21336506487124862,0.9413305386395475,3,3,2.5033377837116157E-4,9606,Homo sapiens,"CASP8;TICAM2;RIPK3;LY96","","R-HSA-2562564;R-HSA-2569057;R-HSA-2562541"
R-HSA-5666185,"RHO GTPases Activate Rhotekin and Rhophilins",4,10,7.11288142826659E-4,0.21336506487124862,0.9413305386395475,5,6,5.006675567423231E-4,9606,Homo sapiens,"RTKN;RHPN2;RHOC;LIN7B","","R-HSA-5666197;R-HSA-5666178;R-HSA-5667008;R-HSA-5667037;R-HSA-5666216"
