stat	raw.pval	BH.adj.pval	Gene
gene47	0.0415869727998589	0.0221923885593273	0.0359943290006736	CUZD1
gene48	1.13198604467839e-18	0.854665167043678	0.861235430402687	MUC16
gene49	0.0153685268859003	0.18781276103275	0.237247756246666	WISP3
gene50	0.0752850727949925	0.00119851414258387	0.00268620345912106	PRAP1
gene51	0.0478943735775134	0.0209070234961309	0.0341571753631237	SPRR1B
gene52	0.0206342376858168	0.157139169782559	0.202831302409661	KRT20
gene53	0.00368596903962399	0.527007920692154	0.584029187602228	ALB
gene54	0.00292154542705854	0.55530482726004	0.610849431495596	HOXC10
gene55	0.0494402036352054	0.0188597846409443	0.0311775064058005	APCS
gene56	2.10592061995701e-20	0.835114368793112	0.859304746174227	SERPINB3
gene57	0.0091403539541205	0.314900562188907	0.373193113746616	HOXC11
gene58	0.00268227205027671	0.567875604936561	0.623145757251966	PADI1
gene59	0.00809149771578661	0.339473380422128	0.398421457695393	CGB5
gene60	0.0014475368816203	0.6494734055525	0.70089117537254	EPYC
gene61	0.000709908955787036	0.775491959398067	0.816515955952026	HOXB13
gene62	0.00945678854261389	0.299087927868197	0.3567994153287	KLK8
gene63	0.0227348635897625	0.106288151002461	0.143006877714768	RPS28
gene64	0.00194118501292182	0.627452113841725	0.68046515805817	CLCA1
gene65	0.0201037093309496	0.127347910629219	0.168254310347727	UPK1B
gene66	1.77390954587195e-18	0.834330179258172	0.859304746174227	G6PC2
gene67	0.0318921595899611	0.0484501347678234	0.0715124430029623	MS4A1
gene68	3.4796834968069e-19	0.813811082697482	0.849760735449407	SLC13A5
gene69	0.0401069339671034	0.0386260004698362	0.0584419882576897	LY6D
gene70	0.102090911881204	0.0002138692659579	0.000567098787154816	SPRR1A
gene71	0.0383415572649279	0.0444099026749183	0.0661357937815486	PSCA
gene72	0.0250161589337922	0.0803472886187547	0.111946887048107	TM4SF20
gene73	0.000687285253459705	0.725730157415713	0.771761063081514	B3GNT6
gene74	0.020267692367608	0.121583201023716	0.161658319639832	CRISP3
gene75	0.0251603340611145	0.0791841867377852	0.110444238101487	SLC9A4
gene76	7.92737269349263e-21	0.911854822078906	0.912065671814241	CRH
gene77	0.0422766393052271	0.0334326444585376	0.0516371610495646	CRP
gene78	0.0416976495736886	0.0197602853514245	0.0324922989109777	ALPP
gene79	0.000130868347554743	0.788658500727159	0.827759735032056	CRYBA2
gene80	0.0714014440345822	0.00307480076826883	0.00622685542600258	FER1L6
gene81	0.0203285398635783	0.150615062643394	0.195453166792332	HMGCS2
gene82	0.00312164294602404	0.540089781635889	0.596235227247038	FGL1
gene83	0.0668225593247731	0.00245490718125085	0.00509635746138095	CEACAM5
gene84	0.16658963881883	1.97871161011776e-07	1.05974992011961e-06	MUC2
gene85	9.30194185564641e-19	0.841135298975936	0.859699659115381	KRT6A
gene86	0.00684157349809485	0.406843762388207	0.46643798078556	HOXA13
gene87	0.0661606696514683	0.00249011703778246	0.00515543216325829	SIM1
gene88	8.9817689799856e-19	0.84114931898531	0.859699659115381	KRT5
gene89	0.00108367093121606	0.745785964427208	0.789852645096864	SLCO1B3
gene90	0.058227372966547	0.00476947352118862	0.00918436828675837	NLRP2
gene91	0.0684217503727613	0.00208740774127081	0.00440890140925639	LEFTY1
gene92	0.0301406134695305	0.0843044914748554	0.116745212450027	LYPD2
gene93	0.015514745837144	0.179725887813782	0.228075772165015	CGB
gene94	0.0286406504487112	0.0585199939565675	0.0844919850438781	MYBPC1
gene95	0.0091610645337135	0.323244328614704	0.381930406303652	TCL1A
gene96	0.025033365553089	0.082478517660139	0.114542348576034	FABP1
gene97	0.0234515208838781	0.135158316364597	0.177399562199188	DPCR1
gene98	0.0269856895731782	0.0709573753850589	0.100437811995191	PLA2G2A
gene99	5.55729774697039e-05	0.884871852779092	0.889050947159668	SLC30A8
gene100	0.00481734399179371	0.480985057123371	0.540083333589166	NMUR2
gene101	0.00851411179044479	0.444753472120097	0.505059173283349	CPA6
gene102	0.0148527420547173	0.188281906594818	0.237794092640483	KCNK16
gene103	0.00587269668691582	0.415905272867742	0.475608276877396	SLC9A3
gene104	0.00323341345811828	0.550084001081183	0.605568381577071	PSAPL1
gene105	0.0445896780075984	0.0250318904171156	0.0400590506773843	TNNT1
gene106	0.00267878369367875	0.593424441309621	0.64767611226871	MSMB
gene107	0.0603903759828588	0.00392184109742444	0.00769834093499878	CACNG6
gene108	0.0140454989331515	0.203507304224268	0.254433445087145	CA4
gene109	0.00968420518406153	0.308727870624273	0.367050991946055	DLK1
gene110	0.00728421568315684	0.38312700551175	0.442964999155914	FGG
gene111	0.0221691343024834	0.107620352438215	0.144694292746655	TFF1
gene112	0.076046726736501	0.0010152875915983	0.00230823179330259	KIAA0408
gene113	0.0905105782453205	0.000278871760079458	0.000721187491142113	ANGPTL7
gene114	0.0055840309513226	0.478401575251443	0.537647635060014	DSG3
gene115	0.00370056796786549	0.524305201822693	0.581431259960099	CXCL13
gene116	0.0280579397941319	0.101315769020922	0.137084217973569	ITLN1
gene117	0.0136248663734717	0.221407525834862	0.27382116294282	CLDN18
gene118	0.0248205571128499	0.082484260417896	0.114542348576034	CD19
gene119	0.025594240397759	0.077476557680221	0.108447124260191	GSTA2
gene120	0.0981179273056017	0.000142159391884999	0.000393348065776469	CAPN9
gene121	0.0338833482562358	0.0374051264831551	0.0568857759723314	PAH
gene122	0.0254792376518317	0.0865645659155224	0.119505145945291	HOXA11
gene123	0.0118037044262525	0.258255995267143	0.313888550209021	ELF5
gene124	0.014478923817057	0.210329103721141	0.261892225963274	PTF1A
gene125	0.00848139799370013	0.351261794346395	0.410327149629415	FABP6
gene126	2.17016530603716e-18	0.853129971953465	0.860557143104557	SCGB3A1
gene127	0.024178525353484	0.0882444614748121	0.121604372577109	SLC38A3
gene128	0.00525371072426695	0.444772769691154	0.505059173283349	HOTAIR
gene129	0.0395062721166886	0.0233317034714882	0.0376539629336528	GJD2
gene130	0.0480292202427375	0.0130202276461259	0.0223852006046337	LRRTM3
gene131	1.16623521450521e-18	0.835306132038901	0.859304746174227	CFC1B
gene132	0.0167768957593771	0.160076822649178	0.206042147145248	KLK1
gene133	0.00403887476833976	0.56418588420421	0.619411186067516	KRT13
gene134	0.013888743794335	0.219747694721226	0.272079556759599	MUC15
gene135	0.0276914916145614	0.0636787186896963	0.0912196415096798	SOX21
gene136	0.0255212506977475	0.0757929872935164	0.106308430188928	SLC30A2
gene137	0.0536883822308813	0.00750032860704242	0.0137009803397508	FGA
gene138	0.0309626571026287	0.0485579414377115	0.0716308293778768	PHGR1
gene139	0.0216639875673867	0.111417870535297	0.149384535580912	PLA2G2F
gene140	0.0448518166481203	0.0151626769246644	0.0256105763961175	DQX1
gene141	0.125320429529521	1.014678569633e-05	3.6164470744651e-05	SCARA5
gene142	0.0638529350878594	0.00319427651218329	0.0064326701270333	SFRP5
gene143	0.00397878927531642	0.512833862509418	0.570709633289145	AMBP
gene144	0.0701087578784678	0.00163189169953948	0.00353245347538345	AQP12B
gene145	0.128260977272355	1.71889723953322e-05	5.82101499932741e-05	BLK
gene146	0.0051795154672004	0.4573581058178	0.516862852843123	GPHA2
gene147	0.0248830756506254	0.0890727482721672	0.122628586285584	GABRP
gene148	3.45919362033427e-18	0.830842265006307	0.859304746174227	SCNN1G
gene149	0.0397820469893025	0.0243050981868834	0.0390355518776221	CHGA
gene150	0.0104066861829113	0.27764575103455	0.334230882298271	CGB8
gene151	0.0143906636397484	0.271150173068002	0.327566169791795	C6orf15
gene152	0.0126365533808554	0.262512359965633	0.318316473114746	SPINK4
gene153	0.0492880774874719	0.00948970471832544	0.0169275461346679	PRAME
gene154	0.0195434857866822	0.138556311063072	0.181400852367382	SLC13A2
gene155	0.0334162322419098	0.0411633616111831	0.0617902768800836	ONECUT1
gene156	0.00186859713566766	0.628477170397171	0.681292142698529	PAX9
gene157	0.0267926711179577	0.0704725183421417	0.0998495327575034	FAM150B
gene158	0.145231001343343	1.90996250015729e-06	8.10781268058265e-06	GPR87
gene159	0.0259290952002937	0.0786707100942942	0.109846116300157	NTSR1
gene160	0.193684527716549	1.56916268867491e-08	1.08141392516911e-07	CPLX2
gene161	0.0428336390633302	0.0199445406253684	0.0327620637589122	BTNL8
gene162	0.0154429343811067	0.189447882275252	0.239127046813146	APOA4
gene163	0.0456481101356614	0.0151980683332732	0.0256603347333966	DMBT1
gene164	0.0531583340574853	0.0136598444044004	0.0233456869268937	NPHS1
gene165	0.00587743742474379	0.420295282190963	0.480332177630306	CCK
gene166	0.0256725177838035	0.0786041829397592	0.109788664515042	F11
gene167	0.0536772292352909	0.00727704840551968	0.0133299553197353	VIP
gene168	0.0593179081119387	0.00775834807793563	0.0141186485776708	LGALS7B
gene169	0.0149154246955873	0.190949945280092	0.240754398938575	CRISP2
gene170	0.0167606656598636	0.207692577211764	0.259081666295978	MYO1A
gene171	0.125184767218916	1.01287816367535e-05	3.61102195879532e-05	PI16
gene172	0.0136758213850908	0.272016924405266	0.328368709582059	PIK3C2G
gene173	0.0503363153555707	0.00976755124678019	0.0173658737538658	APOBEC2
gene174	0.00145887339684414	0.664120668391059	0.71497377747725	FIBCD1
gene175	0.0443533864099298	0.0153549361087095	0.0259026211197569	DHRS9
gene176	0.000195689543577138	0.862904174045109	0.867920281086915	PAPPA2
gene177	0.00518672012741704	0.558924505948427	0.614102388764096	IVL
gene178	0.0336056150338372	0.0380756992701611	0.0577566743926219	PCSK2
gene179	0.0340926831067694	0.0401045954842727	0.0603755609744091	EGF
gene180	0.0221440282831426	0.156302062916028	0.201884330691878	LRRC31
gene181	3.63465089614978e-05	0.828904167912436	0.859304746174227	CDH22
gene182	0.0272753074631885	0.0711740895397507	0.100679719954296	FCER2
gene183	0.118524795829693	3.54754642830635e-05	0.000111549575963488	CA9
gene184	0.00522117728585786	0.451454398643959	0.511467567550279	ABCC8
gene185	0.0510769068270227	0.0160413691838329	0.0269369627197981	IGFL1
gene186	0.0572584099508708	0.00493591112016423	0.0094613469137919	PRSS21
gene187	1.70021193628409e-18	0.835138422898077	0.859304746174227	SERPINB4
gene188	0.00557332806507011	0.452697371571208	0.512420653863363	LBP
gene189	8.79518313919256e-07	0.845078541905282	0.860293920944115	CALHM3
gene190	0.00287739682233908	0.546397904892617	0.602328033621431	KLK7
gene191	0.0691775049532049	0.00185317389860906	0.00395927521933648	CREB3L3
gene192	0.00335864773533021	0.603081085645317	0.656724280307064	KCNJ16
gene193	0.0184967180881995	0.143029664109112	0.186636093629356	CHIT1
gene194	0.0537031218871292	0.00768765612902933	0.0140017843630054	CYP2C19
gene195	0.00418750650865385	0.4805666531942	0.539660216208129	KLK6
gene196	0.0786348049949262	0.000922998316310597	0.00211845581018087	FGF19
gene197	0.00589969907750018	0.433824188344121	0.494096585232724	SLC16A12
gene198	0.0285848234611298	0.0642767202661387	0.091964608477804	CHP2
gene199	0.0241781202038669	0.0849336564990743	0.11750363117148	SLC3A1
gene200	0.000545775441070347	0.725726132513651	0.771761063081514	ZIC5
gene201	0.0410113089380668	0.0226214639921918	0.0366215990801737	GAD2
gene202	0.133622339209548	7.73471132631265e-06	2.84827891264357e-05	NOL4
gene203	0.00840206774516611	0.345319397953224	0.404295365142456	A4GNT
gene204	0.0640637577715257	0.00457404452821486	0.00884347077512578	CCL19
gene205	0.0111416784917868	0.27580096551433	0.332441866011468	ORM1
gene206	0.0326275763690309	0.0442335437997847	0.0658958440925045	FEZF1
gene207	0.0262661055682669	0.0721125276305049	0.101806382839541	UGT1A1
gene208	0.0508315841730459	0.00968104670389236	0.0172309618812798	GJB5
gene209	0.0105551993381959	0.276955955288391	0.333524260558412	DES
gene210	0.0293425189539208	0.0917935845514233	0.125946854168304	FCRLA
gene211	0.0359751463879091	0.0509133519675761	0.074740109556927	LGALS7
gene212	0.0892355067750562	0.000301033114713301	0.000773872173065472	RFX6
gene213	0.000697056049953648	0.732444012074045	0.777244741572073	FABP2
gene214	0.00609054606011553	0.41159283366273	0.471404385716842	PIWIL1
gene215	0.0674336879662817	0.00219815295744219	0.00461501875565884	SCG3
gene216	0.0212592653843173	0.116412366609142	0.155340183186307	UGT2B15
gene217	0.0378271875368121	0.0461284735176657	0.0684124800958569	FFAR1
gene218	0.0284991876109813	0.055872775711219	0.0810436427821246	ERP27
gene219	0.057963872405053	0.00840742313567422	0.0151833439218046	MOGAT3
gene220	0.0297330413138792	0.0540075437716609	0.0786506447676854	SULT1C2
gene221	0.0284574127545255	0.0870908012233143	0.120167711586916	GRM4
gene222	0.0677500760969467	0.00215496395700288	0.00453608552636274	PLA2G2D
gene223	0.100060913317444	0.000245586956040933	0.000642407161568875	FAM83A
gene224	0.101408079581286	0.000106266520289222	0.00030208557147716	C4BPA
gene225	0.00251101437606824	0.562800195295629	0.618151344422461	DDX43
gene226	0.00715209520812838	0.36625787690063	0.425508367819112	KLK5
gene227	0.0568730451749337	0.00584366095340583	0.0109728242211471	C11orf86
gene228	0.0118394155565876	0.35024494044374	0.409286680966989	MIA
gene229	0.0128202546193199	0.318690279164864	0.377162751533895	RXRG
gene230	0.005427535796584	0.42765518737851	0.488039354276919	HAS1
gene231	0.0175153483629781	0.158995162189528	0.204954824648207	TFF2
gene232	3.21808976751184e-18	0.83877503463181	0.859304746174227	KRT4
gene233	0.000248728667603581	0.764207195055361	0.806728770050714	ZIC2
gene234	0.0372940026472984	0.0298272098858702	0.0467473070880359	TMEM40
gene235	0.000748128929392684	0.718750125664328	0.76515343566415	EREG
gene236	2.9754525397121e-18	0.833299620464638	0.859304746174227	NEUROD1
gene237	0.0187762487356267	0.137656044232999	0.180349569511523	ALPPL2
gene238	0.0884025237783772	0.000300490402356579	0.000772630067640445	KCNH6
gene239	0.0483013329091167	0.0111650369652163	0.019513627568702	SCGN
gene240	0.0196940291072634	0.126349220677029	0.167070902458305	ALPI
gene241	0.0546049784382258	0.00608860766256725	0.0113772387405384	CHGB
gene242	0.0357043642692471	0.0334660207467896	0.0516825599465773	GHRL
gene243	0.0134272173763507	0.297685329487115	0.355354845069845	FCRL1
gene244	0.0178203254087437	0.154751289023603	0.200060517798296	NR1I2
gene245	0.128714653435791	8.19856962119836e-06	3.0054474004037e-05	SH3GL2
gene246	0.000644417271652409	0.512339211820231	0.570403736426831	SOSTDC1
gene247	0.0393904164112794	0.0267158169970606	0.0424294648354982	ANXA8
gene248	0.0232606985254087	0.144183577974908	0.188021496933172	CRCT1
gene249	1.38125141555308e-18	0.835944909498836	0.859304746174227	ROS1
gene250	0.0140453514780499	0.216639970737293	0.26889879485967	SST
gene251	0.0626200402082083	0.00310849927104861	0.00628822993614932	C21orf62
gene252	0.0105689552108902	0.282277807014252	0.338989367168605	GPR128
gene253	0.152454623630478	6.45204450866466e-07	3.08164083875382e-06	TUSC5
gene254	0.0408117341679843	0.0319243528455961	0.0495671604304021	PAX5
gene255	0.00143843441281528	0.666090934228068	0.716807474339769	CYP24A1
gene256	0.0709140619173808	0.00149817946304331	0.00326919032989963	FLT3
gene257	0.00635271631687197	0.401491675615343	0.461035083130724	MEP1A
gene258	0.020909319778908	0.158651803416428	0.204573176960948	CACNG4
gene259	0.019629616958184	0.176416071268783	0.224270313171532	SLC2A2
gene260	0.0173516232779721	0.161559710519601	0.20772420126948	CD79A
gene261	0.0141110828328085	0.218598389257849	0.270863295846377	FAM129C
gene262	0.0047127606461212	0.477114662628077	0.53643363168641	KIAA0125
gene263	0.0457523178173199	0.0145621211295407	0.0247411978346905	SERPINA6
gene264	0.0961749592677868	0.000154460383234967	0.000423320987135569	OLFM4
gene265	1.66707498839404e-18	0.838155632198301	0.859304746174227	SLC4A10
gene266	0.0298810750456856	0.0542710142191126	0.0789368921230021	SH2D6
gene267	9.0585152884388e-20	0.897717681308621	0.900632574436952	KCNMB2
gene268	0.0465462566499758	0.0220431662083073	0.0357746583148078	IGF2BP3
gene269	0.123522864557045	2.84466530720007e-06	1.1604910937295e-05	CDKN2A
gene270	0.0640710010539316	0.00287277306977574	0.00586255325153007	TINAG
gene271	0.00997661688655506	0.28371259606212	0.340491848617233	PLA2G3
gene272	0.000288048084392677	0.774361820617307	0.815656927447304	KCNQ2
gene273	0.150545564524155	9.89514969296224e-07	4.52783348256597e-06	FGB
gene274	0.109525270597518	4.62382154092777e-05	0.000142096207731789	MADCAM1
gene275	0.036208223228648	0.0333379879316279	0.051515488138692	SLC44A5
gene276	0.0717782712681116	0.00142973176229455	0.0031396084499731	UGT1A10
gene277	0.0522800367760638	0.0142706446112006	0.0243063597741896	FCRL5
gene278	0.00107996338854956	0.785340985005632	0.824544495341269	NPY
gene279	0.00855710287853383	0.344249130565742	0.403297008878905	FSTL5
gene280	0.0783389707004488	0.00145396716700474	0.00318557013780526	SLC39A5
gene281	2.54968885309657e-18	0.847538745854632	0.860293920944115	CXCL5
gene282	7.77384566029118e-19	0.909203326562997	0.91032571320176	CDH17
gene283	0.0325992085029913	0.0413287412083807	0.0620170067832049	SEZ6L
gene284	0.0252634975809705	0.0819210733461091	0.113882139133632	FUT9
gene285	0.0460889248997258	0.0134942751937518	0.023111417340546	SLC17A4
gene286	0.0558604795899286	0.00611392475780947	0.0114153101175257	TFF3
gene287	0.0138402778264758	0.220445582367659	0.272839515725809	RPL9
gene288	0.0474244496377025	0.0131039683433081	0.0225142588628504	VIPR2
gene289	0.0220739020375465	0.142447722535115	0.185951523522602	DPP6
gene290	0.137356212678389	3.1994319715789e-06	1.28741174248618e-05	CARTPT
gene291	0.1235212525657	1.32688987225515e-05	4.63500669508887e-05	CST6
gene292	0.0190685153562133	0.139783611970409	0.182804790138063	MUC6
gene293	0.0041460544561212	0.583584318873401	0.638386049567574	TAC1
gene294	0.0137807833001239	0.209605233369498	0.261141235928953	DUOXA2
gene295	0.00466129240313321	0.549714115825463	0.60536660565742	EN2
gene296	0.138750686657601	3.08685879346626e-06	1.24675277195181e-05	PPP1R1A
gene297	0.0215252669077756	0.162123495318754	0.208345870345759	MAFA
gene298	1.01077131145586e-18	0.841150232857208	0.859699659115381	KRT6C
gene299	0.147757282016367	1.15284148582973e-06	5.19820151550116e-06	PCSK1
gene300	0.00457930110458707	0.4683085323603	0.52799650950822	DKK4
gene301	0.0081609778308518	0.350140510802726	0.409238350777896	FXYD2
gene302	0.197485795186217	9.46249500977103e-09	6.85238826684144e-08	SLC26A9
gene303	0.101314790779897	0.000177241237869552	0.000480179445476655	CNTFR
gene304	3.07533247285622e-18	0.849158418443798	0.860293920944115	VWA5B2
gene305	0.0474860372022772	0.0119877618769304	0.020789146849783	BMP5
gene306	0.0192650379137886	0.139254671379836	0.182186497680828	RETN
gene307	0.00683949107218264	0.411647876931745	0.471404385716842	IGFBP1
gene308	0.000226102955112829	0.782159839313343	0.821869492693867	APOA1
gene309	0.0233128419563364	0.115215252897012	0.153869335890144	ZFP57
gene310	0.00513171299796757	0.463388368232233	0.52272173631343	ORM2
gene311	0.0491381333804195	0.0109723525938771	0.019215684157995	GC
gene312	0.133110176649181	4.7486982558409e-06	1.83404337101331e-05	SVOP
gene313	0.0864375793891986	0.000393080113795463	0.000984315553103703	PRKCG
gene314	0.0684064998257588	0.00192659004182349	0.00410127279736606	UGT1A9
gene315	4.26902204494652e-32	0.830000010007249	0.859304746174227	UNC80
gene316	0.253775128001366	1.72375447249351e-11	2.40012465553093e-10	SYT4
gene317	1.15579370572357e-19	0.845484940121872	0.860293920944115	C6
gene318	0.0914130045229641	0.000560784878716247	0.00135391727834432	CYP2B6
gene319	0.0566918367469615	0.0102391897941828	0.0181027201579169	KIRREL2
gene320	0.000380876589743629	0.763863750193117	0.806497427894889	UPK3B
gene321	0.151698334656666	7.87631076026862e-07	3.6920307480198e-06	MARCO
gene322	0.0488716417970386	0.01067843061172	0.0187642510559635	PRPH
gene323	0.0551723034498212	0.00611825651951792	0.011420686831672	NOXO1
gene324	0.0325578719146453	0.0460377045524197	0.068293471876629	COL17A1
gene325	0.0156359132254689	0.171576215510372	0.218803513038335	APOB
gene326	0.0424208838713606	0.0187418709990856	0.0310141877014963	C1orf127
gene327	0.00470938568128419	0.486350130524737	0.54534635299669	CALY
gene328	0.0773671041587437	0.00165588153527652	0.0035790097740312	COX6B2
gene329	0.0362671934709759	0.0313065245560104	0.0487303309539818	NTF4
gene330	0.0548017978631991	0.00611449646504747	0.0114153101175257	PRSS33
gene331	0.0071669730595238	0.371905246556741	0.431258545667664	SLC28A2
gene332	0.0220130213566705	0.104332934089978	0.14062406373968	DUOX2
gene333	0.0262998804753142	0.0681014782635949	0.096796591832056	LGALS2
gene334	4.34706872174826e-19	0.849163571702772	0.860293920944115	PGA3
gene335	0.0164299996386365	0.177790445711071	0.225899268850659	CYP26A1
gene336	0.00216196798511007	0.595878843056354	0.649972240593621	SLC6A19
gene337	0.0243990770796951	0.0921701605791343	0.126396721318337	PI3
gene338	0.0773441206096165	0.0015172762711565	0.00330696912509202	APOBEC1
gene339	0.0505726431137246	0.0157491843919942	0.0264840178637954	ACTL6B
gene340	0.00887676632639949	0.381841647821736	0.44159692218008	KRT16
gene341	0.0978481542216084	0.000135088396389538	0.000375786092164423	TMEM132D
gene342	1.21964617368106e-18	0.839275749854541	0.859304746174227	PTPRN
gene343	0.0359279360676408	0.0337526902853006	0.0520200310964781	CHRDL2
gene344	6.23143478252808e-19	0.83923790777092	0.859304746174227	FEV
gene345	0.0714246720033234	0.00262676891815505	0.00541158600585778	PLIN1
gene346	6.57817798385344e-19	0.826216265081115	0.859304746174227	OOEP
gene347	0.0259401703290507	0.0833371756557192	0.115553641252727	HOXA10
gene348	3.1939457300277e-18	0.906304666388136	0.908054019125914	SLC7A14
gene349	1.28119788772448e-18	0.848276951323814	0.860293920944115	APOC3
gene350	0.0734845629998098	0.00130621574467971	0.00289311515936312	DNAJB13
gene351	0.0133577540081623	0.314036627144889	0.372407320703575	PMP2
gene352	1.16478755295545e-18	0.849282855908994	0.860293920944115	PAEP
gene353	6.83866020520271e-19	0.834407086250414	0.859304746174227	ACMSD
gene354	0.0122612607235247	0.241394445010313	0.295749217607518	LHFPL4
gene355	0.0389859364173146	0.0239439384429465	0.0385318066932189	CCL17
gene356	0.0191901972566835	0.129788000049738	0.17111235158442	SIX3
gene357	1.44165942857982e-18	0.91379280969882	0.913933664081818	FABP4
gene358	0.0904294702498931	0.00053395700965897	0.0012966242728938	TNNI3
gene359	0.00490875185741607	0.413986957239721	0.473623269337905	CYP2W1
gene360	0.0243639263316315	0.0398994236076908	0.0601194919722088	VWDE
gene361	0.0942385107616769	0.000191595499866581	0.000514236773892167	APOH
gene362	0.00901961634388181	0.32766784043016	0.386488417129812	IGJ
gene363	0.0510908270410292	0.00923896683310976	0.0165052412710993	INSC
gene364	5.84031438086308e-20	0.835093328261095	0.859304746174227	DPP10
gene365	0.00364334494257754	0.522985973181626	0.580017859497305	VWA5B1
gene366	0.0692356294364795	0.00198807387538391	0.00422176970722582	CEACAM7
gene367	0.00962960443554202	0.305274390925009	0.363477912747394	WNT7A
gene368	1.86611874869935e-18	0.815693111610186	0.850534792004503	LGALS9B
gene369	0.00801628865708894	0.353020604057942	0.412047884409058	TRPV6
gene370	0.0129716892007997	0.221497369035106	0.273906170951836	MYO7B
gene371	0.117470145538552	2.42500326158579e-05	7.91480566539205e-05	GRIA2
gene372	1.57858126481313e-18	0.905110329185414	0.907277672009819	IGFL3
gene373	0.0127922407322617	0.236068514078269	0.289716389936986	SLC17A6
gene374	0.0363520383275243	0.0290146987817708	0.0456558440755474	CABP7
gene375	0.045136778130531	0.0242896932165705	0.0390204690358301	ADCYAP1
gene376	0.0630993825430346	0.00526338061909648	0.0100048176789241	HEPACAM2
gene377	0.0531427260586341	0.00766192260324783	0.0139607932634579	SLC6A17
gene378	0.00705007937496146	0.38156840003833	0.441320243074635	LDHC
gene379	0.0779735109634986	0.000830369440884549	0.00192767517609281	IHH
gene380	2.17878730202358e-19	0.648495724765887	0.700243719444742	TMEM196
gene381	0.0749673267793572	0.00103430043264241	0.00234857685291348	IGF1
gene382	0.0804554521134606	0.000739685124241718	0.00173609944968073	CYP2C9
gene383	0.00373568154778729	0.507299974987009	0.565618332795465	FAM3D
gene384	0.00558816255219111	0.45854121095433	0.518019438892168	CAMK2B
gene385	0.0164038859162118	0.166730078629423	0.213315215456376	CGB1
gene386	0.0637994616898539	0.00299176024284353	0.00608051255620682	TNNT3
gene387	0.0219918973303668	0.109851514160564	0.147480146830296	CXCL17
gene388	0.017253044074431	0.16640582448058	0.212963351507346	ADH1B
