Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-68877,"Mitotic Prometaphase",60,207,0.014723664556511843,2.2600742941025764E-5,0.0025538839523359114,12,15,0.0012516688918558078,9606,Homo sapiens,"CEP57;AHCTF1;CEP164;CASC5;BUB1B;CDC20;ACTR1A;DBT;CEP250;DIP2A;CDK5RAP2;AZI1;CEP135;CSNK2A1;CSNK2A2;CSNK1D;CSNK1E;DYNLL2;CKAP5;DYNC1LI1;CLIP1;DYNC1LI2;AIM1;AKAP9;CSNK2B;BIRC5;CEP63;DCTN2;DCTN1;CDCA5;DCTN3;CDCA8;CENPA;AURKB;CCNB2;CCNB1;CEP72;CEP192;BUB3;BUB1;CEP76;CLASP1;CLASP2;CEP78;CENPT;DYNC1H1;CEP152;CENPE;CENPF;APITD1;CENPH;CENPJ;ALMS1;CENPK;CDK1;CENPL;CENPM;CENPN;B9D2;CENPO;CENPP;CENPQ","","R-HSA-2514854;R-HSA-2468293;R-HSA-2466068;R-HSA-2484822;R-HSA-375302;R-HSA-2467794;R-HSA-380316;R-HSA-380508;R-HSA-1638803;R-HSA-2468287;R-HSA-2529020;R-HSA-1638821"
R-HSA-174048,"APC/C:Cdc20 mediated degradation of Cyclin B",14,23,0.0016359627285013158,3.67922656410169E-5,0.003863187892306774,3,3,2.5033377837116157E-4,9606,Homo sapiens,"APC2;ANAPC7;ANAPC10;ANAPC11;CDC20;CCNB1;CDC23;CDC26;CDC16;CDC27;CDK1;ANAPC4;ANAPC5;ANAPC1;ANAPC2","","R-HSA-174227;R-HSA-174120;R-HSA-174157"
R-HSA-1852241,"Organelle biogenesis and maintenance",85,335,0.02382815278469308,6.190842840902988E-5,0.006067025984084928,52,86,0.007176234979973298,9606,Homo sapiens,"CEP57;ATF2;ARF4;CRTC2;CRTC3;ALAS1;C2CD3;CRTC1;CHD9;CEP164;ATP5C1;ATP5G2;ATP5G1;ACTR1A;CHCHD3;CHCHD6;DBT;CEP250;BBS9;DIP2A;BBS7;CEP97;BBS5;BBS4;CDK5RAP2;AZI1;CCT3;CCT2;CEP135;C19orf70;CSNK1D;CSNK1E;ATP5F1;DYNLL2;CKAP5;ATP5J2;CREB1;BBS12;AKAP9;CCDC41;CEP63;ATP5S;ACSS2;DCTN2;ARL6;DCTN1;ARL3;ATP5A1;DCTN3;ATP5J;ATP5I;ASAP1;ATP5H;ATP5O;ATP5L;ATP5B;ARL13B;ATP5E;ATP5D;CEP72;CEP192;CCT8;CEP76;CCT5;CLASP1;CCT4;CEP78;DYNC1H1;CREBBP;C10orf2;CEP152;DNAJC11;AHI1;CARM1;CENPJ;ALMS1;CDK1;CYCS;B9D1;CALM3;B9D2;CALM1;CLUAP1","","R-HSA-5623508;R-HSA-5625424;R-HSA-5625426;R-HSA-5623519;R-HSA-5623513;R-HSA-5624133;R-HSA-5624129;R-HSA-5624130;R-HSA-5625421;R-HSA-5625416;R-HSA-5626699;R-HSA-5638006;R-HSA-5624949;R-HSA-5626228;R-HSA-5638007;R-HSA-5638004;R-HSA-5626227;R-HSA-111912;R-HSA-5638012;R-HSA-5624953;R-HSA-5624952;R-HSA-1592245;R-HSA-5638009;R-HSA-1592247;R-HSA-5623525;R-HSA-5688294;R-HSA-5623524;R-HSA-5623527;R-HSA-5623521;R-HSA-1592238;R-HSA-5688289;R-HSA-1592239;R-HSA-5626220;R-HSA-5626223;R-HSA-1592231;R-HSA-5617815;R-HSA-8949580;R-HSA-5617820;R-HSA-5617816;R-HSA-5638016;R-HSA-1368140;R-HSA-8949609;R-HSA-5620918;R-HSA-2466369;R-HSA-5620914;R-HSA-2466370;R-HSA-5624125;R-HSA-5624127;R-HSA-5624126;R-HSA-5626681;R-HSA-5620921;R-HSA-5617825"
R-HSA-199992,"trans-Golgi Network Vesicle Budding",29,80,0.005690305142613272,8.486407789110029E-5,0.007299131202787357,16,19,0.0015854472630173564,9606,Homo sapiens,"APP;ARF1;CLTC;CTSZ;AP4E1;CLTB;CLTA;ARRB1;CLINT1;AP4M1;AP1G2;AP1G1;BLOC1S1;BLOC1S3;AP1S1;AP4S1;AP3S1;AP1M2;AP1M1;AP1B1;DTNBP1;AP3B1;AP4B1;DNM2;CPD;CHMP2A;ACBD3;ARF5","","R-HSA-5671702;R-HSA-421831;R-HSA-5229132;R-HSA-8874979;R-HSA-432706;R-HSA-432707;R-HSA-421836;R-HSA-5333658;R-HSA-421835;R-HSA-432712;R-HSA-421833;R-HSA-429815;R-HSA-350769;R-HSA-432688;R-HSA-5229111;R-HSA-434362"
R-HSA-421837,"Clathrin derived vesicle budding",29,80,0.005690305142613272,8.486407789110029E-5,0.007299131202787357,16,19,0.0015854472630173564,9606,Homo sapiens,"APP;ARF1;CLTC;CTSZ;AP4E1;CLTB;CLTA;ARRB1;CLINT1;AP4M1;AP1G2;AP1G1;BLOC1S1;BLOC1S3;AP1S1;AP4S1;AP3S1;AP1M2;AP1M1;AP1B1;DTNBP1;AP3B1;AP4B1;DNM2;CPD;CHMP2A;ACBD3;ARF5","","R-HSA-5671702;R-HSA-421831;R-HSA-5229132;R-HSA-8874979;R-HSA-432706;R-HSA-432707;R-HSA-421836;R-HSA-5333658;R-HSA-421835;R-HSA-432712;R-HSA-421833;R-HSA-429815;R-HSA-350769;R-HSA-432688;R-HSA-5229111;R-HSA-434362"
R-HSA-179409,"APC-Cdc20 mediated degradation of Nek2A",14,25,0.0017782203570666478,8.794133979261876E-5,0.007299131202787357,3,3,2.5033377837116157E-4,9606,Homo sapiens,"APC2;ANAPC7;BUB1B;ANAPC10;ANAPC11;CDC20;CDC23;CDC26;CDC16;CDC27;ANAPC4;ANAPC5;BUB3;ANAPC1;ANAPC2","","R-HSA-179410;R-HSA-179417;R-HSA-179421"
R-HSA-6791312,"TP53 Regulates Transcription of Cell Cycle Genes",25,65,0.004623372928373284,1.0418954026980565E-4,0.008031092881187307,21,42,0.0035046728971962616,9606,Homo sapiens,"CNOT6L;CNOT10;ARID3A;CDC25C;AURKA;CNOT4;CCNA2;CNOT6;CCNB1;CNOT7;CCNE2;CNOT1;CENPJ;CNOT2;CARM1;CNOT3;CDK2;CDK1;BAX;CNOT8;E2F7;E2F8","","R-HSA-3215152;R-HSA-6791363;R-HSA-6791235;R-HSA-6803875;R-HSA-6801666;R-HSA-8953037;R-HSA-6798304;R-HSA-8952996;R-HSA-6798347;R-HSA-6798282;R-HSA-6803892;R-HSA-6798353;R-HSA-3215144;R-HSA-6802973;R-HSA-69562;R-HSA-6798044;R-HSA-6798268;R-HSA-187934;R-HSA-6798299;R-HSA-6791387;R-HSA-8953013"
R-HSA-199977,"ER to Golgi Anterograde Transport",48,164,0.01166512554235721,1.1311398424207475E-4,0.008031092881187307,29,39,0.0032543391188251,9606,Homo sapiens,"ARF3;DCTN6;COPB2;ARF4;DCTN5;ARF1;COPA;DCTN2;DCTN1;DCTN4;COPB1;CTSZ;DCTN3;CPLX3;ACTR1A;CAPZB;CNIH;CD55;CTSC;ANKRD28;DYNC1H1;COG8;COG7;COG6;COG5;COG4;COG3;COG2;COG1;CSNK1D;ANK3;ARFGAP3;ANK1;DYNLL2;BET1L;ARFGAP1;COPZ1;ARCN1;ARFGAP2;DYNC1LI1;DYNC1LI2;CTAGE5;CAPZA1;CAPZA2;COPG2;ACTR10;ARF5;BET1","","R-HSA-5694423;R-HSA-5694421;R-HSA-5694418;R-HSA-203973;R-HSA-5694417;R-HSA-6809006;R-HSA-5694428;R-HSA-6809003;R-HSA-5694425;R-HSA-6809015;R-HSA-6809014;R-HSA-6809011;R-HSA-6809010;R-HSA-6807868;R-HSA-6807866;R-HSA-5694409;R-HSA-6807877;R-HSA-6807875;R-HSA-6807872;R-HSA-5694527;R-HSA-204008;R-HSA-5694522;R-HSA-5694439;R-HSA-5694436;R-HSA-5694435;R-HSA-5694433;R-HSA-5694446;R-HSA-5694445;R-HSA-5694441"
R-HSA-8854518,"AURKA Activation by TPX2",27,74,0.005263532256917277,1.3165528826264428E-4,0.00895255960185981,2,2,1.6688918558077436E-4,9606,Homo sapiens,"CEP57;DCTN2;DCTN1;DCTN3;CEP164;AURKA;ACTR1A;DBT;CEP250;CEP72;CEP192;DIP2A;CEP76;CLASP1;AZI1;CDK5RAP2;CEP78;DYNC1H1;CEP135;CEP152;CSNK1D;CSNK1E;CKAP5;CENPJ;ALMS1;AKAP9;CDK1;CEP63","","R-HSA-8853405;R-HSA-8853419"
R-HSA-380284,"Loss of proteins required for interphase microtubule organization from the centrosome",26,71,0.00505014581406928,1.6397763674858012E-4,0.010330591115160548,3,3,2.5033377837116157E-4,9606,Homo sapiens,"CEP57;DCTN2;DCTN1;DCTN3;CEP164;ACTR1A;DBT;CEP250;CEP72;CEP192;DIP2A;CEP76;CLASP1;AZI1;CDK5RAP2;CEP78;DYNC1H1;CEP135;CEP152;CSNK1D;CSNK1E;CKAP5;CENPJ;ALMS1;AKAP9;CDK1;CEP63","","R-HSA-380294;R-HSA-380272;R-HSA-380303"
R-HSA-380259,"Loss of Nlp from mitotic centrosomes",26,71,0.00505014581406928,1.6397763674858012E-4,0.010330591115160548,2,2,1.6688918558077436E-4,9606,Homo sapiens,"CEP57;DCTN2;DCTN1;DCTN3;CEP164;ACTR1A;DBT;CEP250;CEP72;CEP192;DIP2A;CEP76;CLASP1;AZI1;CDK5RAP2;CEP78;DYNC1H1;CEP135;CEP152;CSNK1D;CSNK1E;CKAP5;CENPJ;ALMS1;AKAP9;CDK1;CEP63","","R-HSA-380272;R-HSA-380303"
R-HSA-2565942,"Regulation of PLK1 Activity at G2/M Transition",31,92,0.006543850914005263,1.7691230815441994E-4,0.010614738489265196,7,12,0.0010013351134846463,9606,Homo sapiens,"CEP57;DCTN2;DCTN1;DCTN3;CEP164;CUL1;AURKA;CCNB2;CCNB1;ACTR1A;DBT;CEP250;CEP72;CEP192;DIP2A;BTRC;CEP76;CLASP1;AZI1;CDK5RAP2;CEP78;DYNC1H1;CEP135;CEP152;CSNK1D;CSNK1E;CKAP5;CENPJ;ALMS1;AKAP9;CDK1;CEP63","","R-HSA-3000319;R-HSA-3000335;R-HSA-4086410;R-HSA-2574845;R-HSA-3000310;R-HSA-3000339;R-HSA-2574840"
R-HSA-380270,"Recruitment of mitotic centrosome proteins and complexes",28,81,0.005761433956895938,2.3740702274843706E-4,0.013713079088420121,3,3,2.5033377837116157E-4,9606,Homo sapiens,"CEP57;DCTN2;DCTN1;DCTN3;CEP164;ACTR1A;DBT;CEP250;CEP72;CEP192;DIP2A;CEP76;CLASP1;AZI1;CDK5RAP2;CEP78;DYNC1H1;CDK11A;CEP135;CEP152;CSNK1D;CSNK1E;CKAP5;CDK11B;CENPJ;ALMS1;AKAP9;CDK1;CEP63","","R-HSA-380311;R-HSA-380455;R-HSA-380283"
R-HSA-141424,"Amplification of signal from the kinetochores",31,94,0.006686108542570596,2.5394590904481706E-4,0.013713079088420121,4,4,3.337783711615487E-4,9606,Homo sapiens,"AHCTF1;CDCA8;CASC5;BUB1B;CENPA;AURKB;CDC20;BUB3;BUB1;CLASP1;CLASP2;CENPT;DYNC1H1;DYNLL2;CKAP5;CENPE;DYNC1LI1;CLIP1;CENPF;DYNC1LI2;AIM1;APITD1;CENPH;CENPK;CENPL;CENPM;BIRC5;CENPN;CENPO;B9D2;CENPP;CENPQ","","R-HSA-141409;R-HSA-141431;R-HSA-141422;R-HSA-141439"
R-HSA-141444,"Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal",31,94,0.006686108542570596,2.5394590904481706E-4,0.013713079088420121,4,4,3.337783711615487E-4,9606,Homo sapiens,"AHCTF1;CDCA8;CASC5;BUB1B;CENPA;AURKB;CDC20;BUB3;BUB1;CLASP1;CLASP2;CENPT;DYNC1H1;DYNLL2;CKAP5;CENPE;DYNC1LI1;CLIP1;CENPF;DYNC1LI2;AIM1;APITD1;CENPH;CENPK;CENPL;CENPM;BIRC5;CENPN;CENPO;B9D2;CENPP;CENPQ","","R-HSA-141409;R-HSA-141431;R-HSA-141422;R-HSA-141439"
R-HSA-5620912,"Anchoring of the basal body to the plasma membrane",32,99,0.0070417526139839245,2.8733676074710335E-4,0.014941511558849374,8,9,7.510013351134847E-4,9606,Homo sapiens,"CEP57;C2CD3;DCTN2;DCTN1;DCTN3;CEP164;ACTR1A;DBT;CEP250;CEP72;CEP192;DIP2A;CEP97;CEP76;CLASP1;AZI1;CDK5RAP2;CEP78;DYNC1H1;CEP135;CEP152;CSNK1D;CSNK1E;CKAP5;AHI1;CENPJ;ALMS1;AKAP9;CCDC41;CDK1;B9D1;CEP63;B9D2","","R-HSA-5626228;R-HSA-5626227;R-HSA-5626220;R-HSA-5626223;R-HSA-5626681;R-HSA-5617816;R-HSA-5626699;R-HSA-5638009"
R-HSA-164938,"Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters",12,22,0.00156483391421865,3.43966570853671E-4,0.016991965265607756,13,15,0.0012516688918558078,9606,Homo sapiens,"ARF1;AP1B1;AP2A1;AP2B1;AP2A2;AP1G2;AP1G1;AP1S1;ATP6V1H;B2M;AP1M2;AP2M1;ARF5;AP1M1","","R-HSA-182243;R-HSA-182279;R-HSA-182186;R-HSA-182286;R-HSA-200879;R-HSA-167597;R-HSA-167601;R-HSA-167537;R-HSA-167633;R-HSA-182198;R-HSA-182263;R-HSA-167637;R-HSA-182171"
R-HSA-380287,"Centrosome maturation",28,83,0.005903691585461271,3.467748013389338E-4,0.016991965265607756,6,6,5.006675567423231E-4,9606,Homo sapiens,"CEP57;DCTN2;DCTN1;DCTN3;CEP164;ACTR1A;DBT;CEP250;CEP72;CEP192;DIP2A;CEP76;CLASP1;AZI1;CDK5RAP2;CEP78;DYNC1H1;CDK11A;CEP135;CEP152;CSNK1D;CSNK1E;CKAP5;CDK11B;CENPJ;ALMS1;AKAP9;CDK1;CEP63","","R-HSA-380311;R-HSA-380455;R-HSA-380294;R-HSA-380272;R-HSA-380303;R-HSA-380283"
R-HSA-936837,"Ion transport by P-type ATPases",24,71,0.00505014581406928,8.554693290415694E-4,0.04020705846495376,12,14,0.0011682242990654205,9606,Homo sapiens,"CAMK2D;ATP8A1;ATP10D;ATP2A3;ATP10B;ATP2A2;ATP2C2;ATP1A1;ATP2C1;ATP7B;ATP9B;CAMK2G;ATP9A;ATP8B1;ATP13A1;ATP11B;ATP1B3;ATP11A;ATP2B1;ATP1B1;ATP4B;ATP13A2;CALM3;CALM1;CUTC","","R-HSA-427910;R-HSA-937311;R-HSA-936895;R-HSA-418309;R-HSA-5334788;R-HSA-5692480;R-HSA-5692462;R-HSA-947591;R-HSA-418365;R-HSA-939763;R-HSA-936883;R-HSA-936897"
R-HSA-917977,"Transferrin endocytosis and recycling",16,39,0.0027740237570239704,8.816829372788604E-4,0.04027081003809818,2,11,9.17890520694259E-4,9606,Homo sapiens,"ATP6V1A;ATP6V0B;ATP6V1G1;ATP6V0E1;ATP6V0A2;ATP6V1B2;ATP6V1H;ATP6V0D1;ATP6V0E2;ATP6V1E1;ATP6V1E2;ATP6V0C;ATP6V1D;ATP6V1C1;ATP6V1F;ATP6V0A1","","R-HSA-5252133;R-HSA-917841"
R-HSA-111471,"Apoptotic factor-mediated response",10,18,0.0012803186570879864,9.068074617855082E-4,0.04027081003809818,24,26,0.0021695594125500667,9606,Homo sapiens,"AVEN;CASP9;CASP7;APAF1;DIABLO;CARD8;CASP3;BAX;CYCS;BAK1","","R-HSA-9627056;R-HSA-114307;R-HSA-9627089;R-HSA-114306;R-HSA-6805507;R-HSA-9627350;R-HSA-114440;R-HSA-6804652;R-HSA-114284;R-HSA-114252;R-HSA-114254;R-HSA-9627106;R-HSA-114256;R-HSA-9627107;R-HSA-114259;R-HSA-114419;R-HSA-9627104;R-HSA-6804596;R-HSA-114354;R-HSA-114261;R-HSA-9627078;R-HSA-6805426;R-HSA-114361;R-HSA-114392"
R-HSA-109606,"Intrinsic Pathway for Apoptosis",21,59,0.004196600042677289,9.365304660022833E-4,0.04027081003809818,47,60,0.005006675567423231,9606,Homo sapiens,"AVEN;APAF1;DIABLO;CARD8;DYNLL2;BBC3;CASP9;CASP7;CASP8;AKT2;CASP3;BCL2;BAX;AKT1;CYCS;BAK1;BID;BCL2L1","","R-HSA-114307;R-HSA-9627089;R-HSA-114306;R-HSA-508163;R-HSA-9627350;R-HSA-508162;R-HSA-139908;R-HSA-198347;R-HSA-139914;R-HSA-114440;R-HSA-139913;R-HSA-6804652;R-HSA-114252;R-HSA-4331340;R-HSA-139917;R-HSA-114254;R-HSA-114256;R-HSA-139920;R-HSA-168848;R-HSA-114259;R-HSA-168849;R-HSA-6804596;R-HSA-114261;R-HSA-9627078;R-HSA-6805426;R-HSA-114263;R-HSA-114392;R-HSA-114264;R-HSA-9627056;R-HSA-114275;R-HSA-6805507;R-HSA-114284;R-HSA-6790025;R-HSA-9627106;R-HSA-114352;R-HSA-9627107;R-HSA-114419;R-HSA-9627104;R-HSA-114354;R-HSA-141367;R-HSA-139895;R-HSA-139893;R-HSA-139898;R-HSA-114361;R-HSA-139897;R-HSA-4331324;R-HSA-140221"
R-HSA-2132295,"MHC class II antigen presentation",41,148,0.010527064513834554,9.641323878785135E-4,0.04049356029089757,14,26,0.0021695594125500667,9606,Homo sapiens,"DCTN6;DCTN5;ARF1;DCTN2;DCTN1;DCTN4;CLTC;DCTN3;CLTA;AP2A1;AP2A2;CTSS;CTSO;ACTR1A;ACTR1B;CAPZB;AP1G2;AP1G1;AP1S1;CTSE;CTSC;AP1M2;AP2M1;CTSB;AP1M1;CTSA;DYNC1H1;AP1B1;AP2B1;DYNLL2;DNM2;DNM3;CENPE;DYNC1LI1;DYNC1LI2;CAPZA1;CANX;CAPZA2;ACTR10;ARF5","","R-HSA-2213248;R-HSA-8951498;R-HSA-8951500;R-HSA-2130725;R-HSA-2130504;R-HSA-2130349;R-HSA-2130478;R-HSA-2130640;R-HSA-2130641;R-HSA-2130706;R-HSA-2213236;R-HSA-2130486;R-HSA-2213241;R-HSA-2130619"
R-HSA-111463,"SMAC (DIABLO) binds to IAPs ",6,7,4.979016999786613E-4,0.0011430128939396988,0.045720515757587954,4,4,3.337783711615487E-4,9606,Homo sapiens,"CASP9;CASP7;APAF1;DIABLO;CASP3;CYCS","","R-HSA-114354;R-HSA-114306;R-HSA-9627350;R-HSA-114361"
R-HSA-111464,"SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes ",6,7,4.979016999786613E-4,0.0011430128939396988,0.045720515757587954,3,3,2.5033377837116157E-4,9606,Homo sapiens,"CASP9;CASP7;APAF1;DIABLO;CASP3;CYCS","","R-HSA-114419;R-HSA-114440;R-HSA-114392"
R-HSA-1592230,"Mitochondrial biogenesis",36,127,0.009033359413898571,0.0012947136509091628,0.05049383238545735,13,36,0.0030040053404539386,9606,Homo sapiens,"ATP5S;ATF2;CRTC2;CRTC3;ALAS1;ACSS2;CHD9;CRTC1;ATP5A1;ATP5J;ATP5C1;ATP5I;ATP5H;ATP5O;ATP5G2;ATP5G1;ATP5L;ATP5B;CHCHD3;CHCHD6;ATP5E;ATP5D;CREBBP;C19orf70;C10orf2;DNAJC11;ATP5F1;ATP5J2;CREB1;CARM1;CYCS;CALM3;CALM1","","R-HSA-8949609;R-HSA-8949580;R-HSA-2466369;R-HSA-2466370;R-HSA-111912;R-HSA-1592245;R-HSA-1592247;R-HSA-5688294;R-HSA-1592238;R-HSA-5688289;R-HSA-1592239;R-HSA-1368140;R-HSA-1592231"
