stat	raw.pval	BH.adj.pval	Gene
gene60	0.0287517422973382	0.00384887605977013	0.0054658265916701	DNAH9
gene61	0.00340005311009057	0.348814146942622	0.374955500231025	PPP1R3C
gene62	0.0024433857792832	0.428554743113427	0.454472727918576	MUC7
gene63	0.0190672774226268	0.0194700089308817	0.02530723569163	GLB1L2
gene64	0.0492290107677162	0.000110711276001596	0.000183812382011433	PKLR
gene65	0.021185719049865	0.0154446630745932	0.0203404391778204	FAM69C
gene66	0.01182496246837	0.074807460869497	0.0892929661232683	FABP7
gene67	0.0713149248550519	4.40065194395878e-06	8.23446864386703e-06	IP6K3
gene68	0.0150235909707343	0.0490155836141508	0.0602278983658878	HORMAD1
gene69	0.00887709704110722	0.129057182306634	0.148563365845212	INSC
gene70	2.14221043575484e-18	0.822719136933447	0.830932268233523	POU3F3
gene71	0.0264079740857943	0.00592150680374137	0.00824481754685236	PLA2G2D
gene72	1.62447475321828e-06	0.799497938389413	0.812782480801979	PRIMA1
gene73	4.98239298505773e-20	0.82042082666707	0.829591625922778	GRIK3
gene74	0.0977947240241399	1.05923342319514e-08	2.41210761776252e-08	TTYH1
gene75	0.0131607388215772	0.0638909091717117	0.0771304614161527	CD19
gene76	0.0245265755645571	0.00817236406188226	0.0111709936119824	OLIG1
gene77	0.040318018714829	0.000456009121662437	0.000715075454526496	DCT
gene78	0.00336509893633835	0.43614314201407	0.461892597069415	ZNHIT2
gene79	0.0397023903542307	0.000542204934150137	0.000845117521569108	PCDHGA12
gene80	0.0127276426843444	0.100651637629003	0.117889299931658	GSTM1
gene81	0.00307344976045954	0.379635446847601	0.405602830502708	GFRA3
gene82	0.00584401818513111	0.236416195371027	0.261218194136066	KRT6A
gene83	0.000670235871930967	0.751198107130824	0.766958599199833	ATP6V0A4
gene84	0.113308105123409	1.58724255960863e-09	3.84552933641623e-09	SEMA3E
gene85	0.00411875117873208	0.299961864673291	0.326031084668117	BAAT
gene86	0.0759876874959823	6.07554255571685e-07	1.21387364477026e-06	DNAH2
gene87	0.0795924191565078	3.58550478529729e-07	7.29922242982307e-07	BCAN
gene88	0.00198898859737737	0.460234858887642	0.485766857143756	EYA4
gene89	0.00446795899292468	0.294196520834948	0.320189526108009	MME
gene90	0.163983049850097	5.57331958361829e-14	1.84380967602539e-13	SLC5A4
gene91	0.0137101913596958	0.0546475134613118	0.0666758449306614	MS4A1
gene92	0.0088572512652828	0.132161154696773	0.151863795667388	ANXA3
gene93	0.0361137159517985	0.00102756971462803	0.00155477055032936	CLDN1
gene94	0.00582155727558583	0.227232853163798	0.251656032739988	GABRB3
gene95	0.354551390972298	0	0	CDKN2A
gene96	0.00965145167714434	0.115494173744191	0.134070350484813	ADH1B
gene97	5.08110107873903e-19	0.821065895377374	0.830186973005512	IGJ
gene98	0.00459212263568084	0.275781905467892	0.301460760332425	TDRD9
gene99	0.0140154687908986	0.0564197177114039	0.0687016878069742	RPS28
gene100	0.116814728844009	7.96219978838053e-10	1.97215917822394e-09	COL11A2
gene101	0.0719592414063003	1.23059532941561e-06	2.40683487627446e-06	LMX1B
gene102	0.010323611572419	0.138092146512325	0.158087632012751	MMP8
gene103	0.0314338429067941	0.00243765401658846	0.00354120280537901	PRSS33
gene104	2.67051655740537e-21	0.885498583577553	0.888269720038848	ITGA10
gene105	0.000641443710562942	0.792484425909295	0.806319545958637	FCRL5
gene106	0.0057392252736111	0.24215481776828	0.267178448667561	ZNF560
gene107	0.000451186565468629	0.652757921739626	0.67250667663854	SERPINA5
gene108	4.55324196390546e-20	0.815102214757561	0.826139823797102	MAT1A
gene109	0.00745277150069817	0.265788398118684	0.291227608698819	SFRP2
gene110	0.0100089470863801	0.105996028433182	0.123745957185057	CST1
gene111	0.0134048582788122	0.101175938986609	0.118446940877932	BAALC
gene112	0.00509966906808181	0.259525712949122	0.284915988194089	PLA2G2A
gene113	0.00142690992157228	0.653033475226027	0.672743561252551	PI16
gene114	0.00632054285126552	0.206493951199577	0.230053140191746	VAX1
gene115	0.0327919863889455	0.00377934815734171	0.00537433586459673	RTN4RL1
gene116	0.0572750499855882	5.00280185262714e-05	8.57847578985779e-05	ANGPTL7
gene117	0.0112104788746957	0.13482791249301	0.154711094919022	MGST1
gene118	0.0368919445762333	0.000971964257092228	0.00147444577889145	MPZ
gene119	0.0667987709259169	1.00485307009679e-05	1.82582360056404e-05	ENTHD1
gene120	0.0379202707196969	0.00165312985435717	0.00245102058345867	FAM19A5
gene121	0.028524215454341	0.00732185597154733	0.0100709670056404	TFPI2
gene122	0.0255910157806235	0.00659418801073319	0.00912627203099877	CHRM1
gene123	0.00710682702633404	0.176568529916891	0.198801387723317	CKMT1B
gene124	0.0301865654380228	0.0061304707097708	0.00851887575304593	TTC39A
gene125	0.0986539033081389	6.97883162370516e-09	1.61416270261228e-08	TEX15
gene126	0.000963291728093624	0.587113343562253	0.609303649410573	SULT1C2
gene127	0.0480453555090481	0.000243526842070518	0.000392180350188924	KIT
gene128	0.0415218476253363	0.000930469521869148	0.00141557708418908	PITX2
gene129	0.0804309732879368	9.86134562896979e-07	1.94288537278407e-06	CA14
gene130	0.0146129172124502	0.0860805289129133	0.101833873461241	RNF175
gene131	0.0132060722275137	0.0589030887679687	0.0715248327335665	ADAM6
gene132	0.0222637798716639	0.0125110509249506	0.0166855504602385	CXCL14
gene133	0.0324597133029293	0.00178471866888408	0.00263604896050243	LGI3
gene134	0.0309180403886567	0.00514322897478736	0.00720403830466796	BMPR1B
gene135	0.0962196219028634	1.17059643089945e-08	2.65831578216732e-08	CCL19
gene136	0.00464599298926481	0.296566204152876	0.322673308753997	OR7A5
gene137	0.00935836986044764	0.130373451955348	0.149989874859946	CD79A
gene138	0.0566902644382922	5.08724028461804e-05	8.71819595498525e-05	CNTFR
gene139	0.00267154632015525	0.40145149536085	0.427609788275354	FREM1
gene140	0.0111523445471563	0.14323969334323	0.163561471257331	TRIM58
gene141	0.00774024329046751	0.1602371744324	0.181676058208822	KRT13
gene142	0.0684575483105997	2.38018227272097e-06	4.55552798692506e-06	PRDM13
gene143	0.00854016389607388	0.205713261302516	0.229218018431618	C1QTNF3
gene144	0.0290130691661446	0.00751270523472136	0.0103075126719984	LY6K
gene145	0.0118194635269318	0.0793297318799517	0.0943472250822623	PDLIM4
gene146	0.0796133237274313	3.3194093163047e-07	6.76966671769195e-07	MKRN3
gene147	0.00202021107424048	0.469844498626455	0.495129869371575	ZIC1
gene148	0.0358003212384215	0.00104020511730152	0.00157311020047291	SCUBE2
gene149	0.000179826578638438	0.842045781311833	0.846639280289327	CHIT1
gene150	1.40555437503521e-18	0.819313982394229	0.828870303286649	HHATL
gene151	6.00138927122896e-21	0.815162730082344	0.826144371095207	CYTL1
gene152	0.0515209157295871	5.6678810459343e-05	9.67502963907169e-05	SH2D4A
gene153	0.107160825912176	1.44754053188478e-09	3.51630727226378e-09	FLRT3
gene154	0.00601496376415672	0.210942929676582	0.234655111134002	COL19A1
gene155	0.00795984294495769	0.219977126519087	0.244170636143025	SDK2
gene156	0.00290550118486433	0.410791196411699	0.436895282104046	GAPDHS
gene157	0.0865719265097867	7.45564006088273e-08	1.59694091658506e-07	WNK2
gene158	0.058876790598439	3.51273610260661e-05	6.10721540301078e-05	HPGD
gene159	0.0149824087848957	0.0449108958030028	0.0555173674224745	UCN2
gene160	0.0182728931536293	0.0268121528729481	0.0341905382782686	TNNT1
gene161	0.0113545467725112	0.0860108030826244	0.101759551588967	MSI1
gene162	0.0233529505363608	0.0098396359954217	0.0133240364360816	B4GALNT4
gene163	0.107341970353116	1.45489331693227e-09	3.53300427506033e-09	FREM2
gene164	0.00460808863090956	0.284428154515663	0.310199196622297	CXCL13
gene165	0.00179282637726347	0.498967682503888	0.523537926316077	CILP
gene166	0.0451048806100153	0.000408645830061616	0.000644092224934102	KCNN2
gene167	0.0522643005542851	5.25560529638369e-05	8.99522926235375e-05	POU2AF1
gene168	0.0374988631102376	0.00139036645424939	0.00207941508955343	MMP12
gene169	0.0279223824202749	0.00445083370012989	0.00627534355597774	ADRA2C
gene170	0.010077024325794	0.108601916367304	0.12655775364229	HBA1
gene171	0.0104562527088044	0.150466974753583	0.171230650825159	HCN1
gene172	0.0315431896935733	0.00213766856716413	0.00312946018892326	TCL1A
gene173	0.00422452988308301	0.30124253247929	0.327350662643314	ANO5
gene174	8.39424300157724e-19	0.82980995711921	0.83593276065606	MYO5B
gene175	0.00849931035914868	0.208262229791872	0.231883000700834	EFS
gene176	0.0631018411311961	2.15474283681294e-05	3.81046811331336e-05	MMP16
gene177	0.030702531257025	0.0026348594966672	0.0038134082526853	PLCB4
gene178	0.0290148123591222	0.00381665310060342	0.00542320034387563	PPARGC1A
gene179	0.0019076829543516	0.466492181096435	0.49188638863776	KIF1A
gene180	0.0563094666235532	2.61700942725263e-05	4.59871338396377e-05	SLITRK6
gene181	0.00520892388242518	0.254253403321824	0.279544137795862	WDR72
gene182	0.016048770986991	0.0670618653437761	0.0806744884142921	SCIN
gene183	0.0677936101724357	8.16869964825884e-06	1.49438556220318e-05	NPTX2
gene184	0.0139207988228984	0.053763890756414	0.0656738107201826	TFF3
gene185	0.0522536916881459	8.89365817500209e-05	0.000149053182303257	MYEOV
gene186	0.0066542549675387	0.278263013083512	0.303970079116638	TCN1
gene187	0.00769956047030956	0.160825904785812	0.182259470145785	CST2
gene188	0.0444907592652384	0.000501710056062921	0.000784404069202393	COBL
gene189	0.0160811340497589	0.0597978285646238	0.0725276780608191	CMBL
gene190	0.0837895895854184	1.4730313402378e-07	3.0817036197228e-07	PCDHB5
gene191	0.00119913313458092	0.561020152160886	0.584032910449892	TNFRSF17
gene192	0.0123542167195925	0.115185562934088	0.133733159485285	CADPS
gene193	1.36669874325773e-18	0.815487229164672	0.826416439452446	CRTAC1
gene194	0.00669401832040378	0.197412209907706	0.220719065445035	OGDHL
gene195	0.0647554090919138	1.21553715616285e-05	2.19001654052068e-05	SEMA3A
gene196	0.0162868206375399	0.0356563618882267	0.0447323390685898	PPP1R14C
gene197	0.0771995560500238	5.29070794952347e-07	1.06210331811741e-06	EPHA5
gene198	0.0214758259604026	0.014238556621786	0.0188485522253263	VEPH1
gene199	0.00406697606741021	0.417891768233417	0.443966721132772	MFAP5
gene200	0.109800087028138	8.62167892634602e-10	2.12978146706269e-09	SHISA2
gene201	0.0273383169631452	0.00896462283077348	0.0122019167026452	SYT6
gene202	0.0126078883249593	0.0655302531968418	0.0789672755301923	MT1A
gene203	0.00901689703876339	0.124078561288529	0.143313362541075	WFDC1
gene204	0.00374270705294569	0.437309611683781	0.462961676068161	CNTN1
gene205	0.00274711980264606	0.413825407497781	0.439931913017649	CD5L
gene206	0.0115104415994164	0.0812126073472003	0.0964542807357606	NEFH
gene207	0.0155221862600706	0.0709960312492099	0.0850879038258637	EEF1A2
gene208	0.0718144206413864	2.77643243784542e-06	5.28375016727294e-06	KCTD14
gene209	0.0220142182260277	0.0136296397876157	0.0180743806698798	CDH2
gene210	0.0254356423558524	0.0125687368400795	0.0167594524061288	HOOK1
gene211	0.0296296633407688	0.00339769064652584	0.00485737333556559	TTR
gene212	0.0320420801036717	0.0045699769068096	0.00643594168967599	RHCG
gene213	0.011050312605323	0.0872483948548949	0.103107925153116	BRSK2
gene214	3.04008245089836e-20	0.835381591657958	0.840511877788917	FXYD3
gene215	0.00827622610281159	0.156798924067548	0.177996776917084	MAG
gene216	0.0162583853770344	0.0357376285907418	0.044827846326711	MARCO
gene217	0.0210054794624685	0.0247538266485594	0.0317083810210241	ACSS3
gene218	0.043940280300718	0.000244539777541575	0.000393725597275663	SLC35F1
gene219	0.00780978332482552	0.237877049584249	0.262714185912647	HOXB9
gene220	0.0288345810159553	0.00369647090425151	0.00525851070749528	SNAP25
gene221	0.0287589172663189	0.0072142861750476	0.00993227354351792	IRX2
gene222	0.00133078398035715	0.538391322057396	0.56242154047016	TPTE
gene223	0.0737854539739165	9.02966755034207e-07	1.78331701084642e-06	HOXD13
gene224	0.00155856761282939	0.649494765926006	0.669425438527817	RNF182
gene225	0.0322796508867254	0.00434211971569687	0.00612909776066919	SULT4A1
gene226	0.0148245973499317	0.0461624360060902	0.0569594241765522	DNALI1
gene227	0.0385432555998539	0.00134951141910422	0.002020362054492	DLGAP1
gene228	0.0104664837458577	0.145941672721323	0.166389079430596	GDNF
gene229	0.00259283706228784	0.43524008317895	0.461035562246668	DMKN
gene230	0.0267430779825397	0.00965618270392155	0.0130864351074746	GLRB
gene231	0.0135511143189449	0.0554057427531802	0.0675506595746355	KIAA0125
gene232	0.0221858271228901	0.0115063250756403	0.0154166981590474	NPM2
gene233	0.00936407173458148	0.185913194016546	0.208616127690792	PRRT4
gene234	0.0617228638483771	8.61736547730363e-06	1.57412108477257e-05	LTK
gene235	0.0062305358698898	0.221483689818441	0.245694929760225	ZNF667
gene236	0.0164227635499476	0.0630307380649555	0.0761543946876245	KCNS1
gene237	0.000719535794901938	0.628279287628587	0.64905612667859	CNTN4
gene238	0.00737979776816669	0.170309200784869	0.192238319342639	KRT14
gene239	0.0094904680355181	0.126191863963722	0.145560250425874	LGI4
gene240	0.00441188365749635	0.284880323082016	0.310642619597662	NALCN
gene241	0.0106951902106175	0.101792003180757	0.119149248781476	LRRC4B
gene242	0.028636042224091	0.00397776452916931	0.0056385443167277	LRRC15
gene243	0.0367462791581212	0.00181001416880811	0.00267180487727255	ESRRG
gene244	0.000391038842162057	0.671156056017008	0.690303853653096	KCNJ13
gene245	0.00331410571783623	0.361222039349514	0.387192422957879	CXCL9
gene246	0.0121753162935531	0.0738066028589178	0.0881625371965929	HRASLS
gene247	0.00396563245650375	0.313590693361308	0.339717491265336	SH3GL2
gene248	0.0270714756692488	0.0105957885021652	0.0142745455883441	AGT
gene249	0.0243000759123124	0.00848110698690241	0.0115758513858998	PLA1A
gene250	1.8809627336626e-05	0.892435324616015	0.894558726136176	IGF2BP1
gene251	0.00995961587014935	0.115045750689379	0.133591872256647	KRT5
gene252	0.00366279146640375	0.44335985351574	0.469164707915142	ARHGEF16
gene253	0.0184313330540513	0.0245553894430237	0.0314623928864603	TMEM163
gene254	0.000287771636416003	0.808884007950471	0.821212104664027	SPATS1
gene255	0.0369944098989962	0.00201119170100916	0.00295162950446702	ZNF280A
gene256	0.178615327244435	2.88657986402541e-15	1.0406508580698e-14	PI15
gene257	0.021265874818781	0.0142389978459078	0.0188485522253263	MRGPRX3
gene258	5.43688308312471e-20	0.823082793502742	0.831029566570661	ITIH5
gene259	0.00837411949350941	0.1390451862263	0.159067520436558	AKAP6
gene260	0.00984859492544527	0.163547462531516	0.185201392752262	CYP2J2
gene261	7.32860389492528e-06	0.817315337121065	0.827586502255878	RDH8
gene262	0.0385692904068974	0.000609179651388736	0.000944516715008087	TRPM8
gene263	0.00274221109012476	0.395814338419505	0.42187960242848	RASEF
gene264	0.0285358976697801	0.00412058268262483	0.00582866381958011	DKK1
gene265	0.00617271726366471	0.305691105625965	0.33174470835761	DSP
gene266	0.0230230308494056	0.0208721757606291	0.0270178414178277	UBD
gene267	0.000674982388892664	0.620679073566222	0.641668911740384	CDH3
gene268	0.0343055820528448	0.00311642343352658	0.00447610203851057	DNASE2B
gene269	0.0401432906399341	0.00046239615983934	0.000724628693467007	DDX43
gene270	0.0551868236963091	7.10279328844932e-05	0.000120117773871069	KCNH1
gene271	0.0572546899298148	4.99903029597126e-05	8.5730055494413e-05	DLX6
gene272	0.000448982724870652	0.787745830886756	0.801885555845717	CACNA2D1
gene273	0.00845529322850867	0.140904261606666	0.161019401487274	PTPN20B
gene274	0.0472406052654285	0.000317352217009792	0.000506040709398657	TSPAN10
gene275	0.0181721865451538	0.0248078300538688	0.0317720363193169	LDHC
gene276	0.0104232465928266	0.161771359531849	0.183274582888752	ANGPT1
gene277	0.0429627619270202	0.000808414775987587	0.00123883557180804	ZNF334
gene278	0.020730715713615	0.0163542440692616	0.0214922752942301	ANKRD30B
gene279	0.0162462407162457	0.0377492994183765	0.0472146424568633	EDN3
gene280	0.0436692679063908	0.000263482639883295	0.000422931801119005	PCDHGA11
gene281	0.0127672969753133	0.104846069372712	0.122481008786297	LMO3
gene282	0.00806142261203091	0.226996065974203	0.251429578326408	MCHR1
gene283	0.0606564721864533	1.09298987717166e-05	1.98059920595995e-05	ATP1B2
gene284	0.00243564762464392	0.421991146261508	0.447999096524295	CPN1
gene285	0.0295834759608317	0.00356400525155909	0.00507937922233122	SLAMF9
gene286	0.00259647618528159	0.435366211903656	0.46113603868396	APOC2
gene287	0.0101273882884402	0.103017774848016	0.120440619262131	CXADR
gene288	0.000985130734417173	0.585249835500858	0.607583526329659	PRKAA2
gene289	0.0267243225965	0.011232991377701	0.0150751304145081	WDR63
gene290	0.013650934415672	0.0966517180577885	0.113456697935044	FABP4
gene291	7.31713069418724e-19	0.891847366402557	0.89409093130308	CNTN3
gene292	0.0329018470887441	0.0034790160787177	0.00496641418149797	AZGP1
gene293	0.00333273661598606	0.481517866359989	0.50659871134342	MGP
gene294	0.116619772854879	8.68622063165958e-10	2.14528302356223e-09	ISL1
gene295	0.0224418873828988	0.0201832723597456	0.0261605442110099	CLUL1
gene296	0.0691881778846654	1.91207795596782e-06	3.68254825767313e-06	CXCR5
gene297	0.0593627867679974	3.7951383736079e-05	6.57416768313539e-05	BAI1
gene298	0.068102256507826	2.57287900029546e-06	4.90968045287389e-06	OLFM1
gene299	0.00903073869682164	0.133008508756816	0.152718459867564	KLHDC9
gene300	0.0239258301939203	0.009333522249931	0.0126794532499754	PRSS21
gene301	0.00202856314205555	0.46991288432177	0.495166546081934	EPYC
gene302	0.00555127590857407	0.234385354657868	0.259051949211473	CKMT1A
gene303	0.00672835664155807	0.260930484007596	0.286330281066608	MRAP2
gene304	0.0499327845526737	8.29524938439352e-05	0.000139436219987326	PCDHAC2
gene305	0.0154994406228922	0.0707732881214693	0.0848554344894345	PCLO
gene306	0.017361660244144	0.0287705169528558	0.0365330065854167	PPAPDC1A
gene307	0.00089211648270021	0.70666023039127	0.724849050234384	SORCS2
gene308	0.00127322201520028	0.548557619916617	0.572028437459018	CTNNA2
gene309	0.0512016261901094	6.36198838468438e-05	0.000108085630524451	DHRS2
gene310	0.0154437870450641	0.0623080242166413	0.0753182338968991	IFNG
gene311	0.0367920627530409	0.000900942233850066	0.00137292199649847	EGF
gene312	0.055559496865778	7.66608200443164e-05	0.000129287863611283	MCOLN3
gene313	0.000784571452220392	0.598835523867846	0.620464464860614	IRX6
gene314	0.0374829507131799	0.00174012368474963	0.00257250087543947	SCUBE3
gene315	0.00908626060383592	0.17943747409269	0.201785048466802	TMEM171
gene316	0.0785038965376017	9.91223574553501e-07	1.95212923825182e-06	NBPF4
gene317	0.00265450464190627	0.40753134567901	0.433772445826681	C20orf26
gene318	0.0300454894159363	0.00561834865845068	0.00783749891190764	SLC6A17
gene319	0.0441480404535764	0.000590383193804334	0.000916915967205066	C1orf106
gene320	0.00185188580995526	0.633170970234326	0.653651610733399	FCER2
gene321	0.0421117442416933	0.000835354546423028	0.00127746347096116	RIMS2
gene322	0.0179524286979158	0.0433446620406489	0.0536982895134741	NTNG1
gene323	0.0297984013388119	0.00329251903699834	0.00471524797985048	CP
gene324	0.00471607195179172	0.284351168360521	0.310138174234476	SERPINB2
gene325	0.0971954864689015	9.86120163304349e-09	2.25222146962866e-08	CNR1
gene326	0.052918166747945	5.50908425113183e-05	9.414864080081e-05	FSD1
gene327	0.022868485389258	0.011306433550438	0.0151654109616309	CASKIN1
gene328	0.0283630439104349	0.00390399654906326	0.00553876927893176	BLK
gene329	0.0531271062804993	8.78488809710198e-05	0.000147330726787726	MMP1
gene330	0.0232834795426655	0.018535662556742	0.0241843385106051	MDFI
gene331	0.0135527873019657	0.0889369177929231	0.104951969016139	SFRP4
gene332	0.00628681566191874	0.208156227513442	0.23178247807625	ART3
gene333	0.0652095890211471	1.34793844862591e-05	2.41939773889093e-05	RLBP1
gene334	0.0182216183929821	0.0243987677553095	0.0312807434616153	GFRA1
gene335	0.0341458785367091	0.00131504710362651	0.00197116697600619	SFTPC
gene336	0.017025309916631	0.0335290125613728	0.0421902449408979	RXRG
gene337	0.00738569030026253	0.159088237487024	0.180486903581194	DDX25
gene338	0.0214820486596847	0.0270335157951637	0.0344549390958327	SLC16A6
gene339	0.0109801394248461	0.0869305616117073	0.102781744123537	PDCD1
gene340	0.00437364995868369	0.293694249473958	0.319690071496642	PCSK1
gene341	0.00263535028159861	0.579880071960911	0.602475455260966	FCRL3
gene342	0.0400217544792967	0.00115169411504157	0.00173442240080563	HOXA7
gene343	0.0104706243126974	0.092773749330157	0.109130349730608	ADAMDEC1
gene344	2.93168278666066e-06	0.802357715964941	0.815296293977193	OGN
gene345	0.00481929945153855	0.2755839026963	0.301288992752794	MAL
gene346	0.0409369931553768	0.000423027062910863	0.000665478933385328	TMEM215
gene347	0.00204200261734403	0.462560604335005	0.488012028543191	GABRG2
gene348	0.0264897963071046	0.0104121988760417	0.0140400432032222	ADAMTS16
gene349	0.00176404660002629	0.619135100956045	0.64020783344509	WNT2
gene350	0.00103808097383191	0.565656819183388	0.588236814927643	ACCSL
gene351	0.0767748535944101	1.16783362780204e-06	2.28802907812132e-06	RHOD
gene352	0.0147065713674586	0.047334762534043	0.0583280650740809	CD8B
gene353	0.00522480600208988	0.252920820530144	0.27814122156302	CXCL11
gene354	0.0172185460958726	0.0286285491962313	0.0363683947530309	SCML4
gene355	0.0994922105486311	2.46137900061782e-08	5.46581827772738e-08	JPH1
gene356	0.0464594107260683	0.000398715251964887	0.000629381906671905	CHRM3
gene357	0.0173061452296603	0.0292167161178901	0.0370612938023305	BANK1
gene358	0.00567929376458548	0.24625221418638	0.271333798997024	SIGLEC8
gene359	0.0195367991218911	0.021892331008788	0.0282466241446078	CCDC8
gene360	0.0449912884910528	0.000425038906126662	0.000668429892367495	ERAP2
gene361	0.00991315269811173	0.182126417627715	0.204637203986943	PLEKHA6
gene362	0.0214437373529164	0.0154727687178132	0.0203756340755699	OR7C1
gene363	0.0314900262700013	0.00234375738491388	0.00341152049758689	TFAP2C
gene364	0.027551361426471	0.00473411521974487	0.00665819619564461	IKZF3
gene365	0.0204791024096258	0.0154316162831361	0.0203250720942243	DMRT2
gene366	0.0365005879795136	0.00206789142147856	0.00303152306718049	OPLAH
gene367	1.55451884145206e-18	0.916874551998491	0.917061136156407	ATP6V0D2
gene368	0.0245101396519479	0.00756361591071275	0.0103744666607869	SLC24A4
gene369	0.0219523172443199	0.012364076435238	0.0165029697689494	RBM20
gene370	0.0166440025519421	0.0335879554891094	0.0422572016797712	HSPB8
gene371	0.0369357186939842	0.00195256110786413	0.00287244473066512	GBP5
gene372	0.00387183518147822	0.342494003737563	0.369022585685814	MYH14
gene373	0.0143812245808771	0.04959194653232	0.0608752290725157	FRAS1
gene374	0.0475740118098382	0.000124803285128428	0.000206442050619101	ST8SIA6
gene375	0.0185566101846255	0.0400670618723227	0.0498598048195964	ARSI
gene376	0.0730430727803985	1.16691860951867e-06	2.28654018569473e-06	PCDHB2
gene377	0.0563711361126951	2.59756244356257e-05	4.56617289345853e-05	PCDHA11
gene378	0.0367392813260975	0.00202456127171602	0.00297036377626395	FST
gene379	0.0281078361196409	0.00425120297292259	0.00600651474087232	SEC14L4
gene380	0.00853474441858722	0.200020015917798	0.223397601477649	SPATA18
gene381	0.0108340173611907	0.136704236387181	0.156644697352268	ESPN
gene382	0.00575866507828541	0.226785468971656	0.251236043575287	SPON1
