Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-72695,"Formation of the ternary complex, and subsequently, the 43S complex",30,54,0.0038105991108602073,0.06251763182352243,0.923563564406533,3,3,2.458009012699713E-4,9606,Homo sapiens,"RPS27L;RPS17;RPS16;RPS15A;RPS19;RPS18;EIF3CL;RPS11;RPS27A;RPS10;TGM2;RPS7;RPS8;RPS5;RPS3A;EIF2S2;EIF2S1;RPS26;RPS27;RPS29;EIF3L;EIF3I;EIF3J;EIF3H;RPS20;EIF3E;EIF3C;RPS21;EIF3B;RPS23","","R-HSA-72691;R-HSA-72663;R-HSA-72669"
R-HSA-72764,"Eukaryotic Translation Termination",54,106,0.007480064921318185,0.06519278972084919,0.923563564406533,4,5,4.0966816878328555E-4,9606,Homo sapiens,"N6AMT1;RPL4;RPL5;RPL30;RPL3;RPL34;RPLP1;RRP1;RPL11;RPS27L;RPL8;RPL7;RPS17;RPS16;RPS15A;RPS19;RPS18;RPL36AL;RPL13;RPL38;RPL18;RPS11;RPS27A;RPL17;RPS10;RPL19;RPL41;RPS7;RPL21;RPS8;RPS5;RPL23;RPL22;RPL13A;RPS3A;RPL23A;RPS26;RPS27;RPS29;RPL37A;RPL27;RPS20;RPL26;SOS2;RPL28;RPS21;RPS23","","R-HSA-141671;R-HSA-141691;R-HSA-141673;R-HSA-6800138"
R-HSA-927802,"Nonsense-Mediated Decay (NMD)",62,124,0.008750264624938255,0.06808050593688986,0.923563564406533,6,6,4.916018025399426E-4,9606,Homo sapiens,"RPL4;RPL5;RPL30;SMG1;RPL3;RPL34;RPLP1;RRP1;PPP2R2A;RPL8;SMG6;RPL7;RPS17;RPS16;RPS19;RPS18;RPL36AL;MAGOH;RPL38;RPS11;RPS10;RPS7;RPL21;RPS8;RPS5;RPL23;RPL22;RPL13A;RPS3A;RPL37A;RPL27;PABPC1;RPL26;SOS2;RPL28;RPL11;GDPD1;RPS27L;RPS15A;RPL13;RPS27A;RPL18;RPL17;RPL19;RPL41;RPL23A;UPF3A;MAGOHB;RPS26;RPS27;RPS29;TSR1;RPS20;RPS21;RPS23","","R-HSA-927836;R-HSA-927789;R-HSA-927832;R-HSA-927830;R-HSA-927813;R-HSA-927889"
R-HSA-975957,"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",62,124,0.008750264624938255,0.06808050593688986,0.923563564406533,5,5,4.0966816878328555E-4,9606,Homo sapiens,"RPL4;RPL5;RPL30;SMG1;RPL3;RPL34;RPLP1;RRP1;PPP2R2A;RPL8;SMG6;RPL7;RPS17;RPS16;RPS19;RPS18;RPL36AL;MAGOH;RPL38;RPS11;RPS10;RPS7;RPL21;RPS8;RPS5;RPL23;RPL22;RPL13A;RPS3A;RPL37A;RPL27;PABPC1;RPL26;SOS2;RPL28;RPL11;GDPD1;RPS27L;RPS15A;RPL13;RPS27A;RPL18;RPL17;RPL19;RPL41;RPL23A;UPF3A;MAGOHB;RPS26;RPS27;RPS29;TSR1;RPS20;RPS21;RPS23","","R-HSA-927836;R-HSA-927832;R-HSA-927830;R-HSA-927813;R-HSA-927889"
R-HSA-3371571,"HSF1-dependent transactivation",32,59,0.004163432361865782,0.07146803397071211,0.923563564406533,8,8,6.554690700532568E-4,9606,Homo sapiens,"CAMK2D;HSP90AA1;HSPA1L;HSBP1;HSPA2;MTOR;DEDD2;HSPH1;UBB;HSF1;EP300;RLN1;FKBP4;SLC29A1;HSPA1B;HSPA1A","","R-HSA-3371554;R-HSA-5082405;R-HSA-5324617;R-HSA-5082356;R-HSA-5082369;R-HSA-3371582;R-HSA-5082384;R-HSA-5082387"
R-HSA-1362300,"Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1",13,20,0.001411333004022299,0.0729378475808038,0.923563564406533,8,8,6.554690700532568E-4,9606,Homo sapiens,"RBL2;CCNA2;LIN54;RBL1;NECAB3;TFDP1;E2F1;MYBL2;LIN9;E2F5;LIN52","","R-HSA-8964588;R-HSA-8961934;R-HSA-8978926;R-HSA-8964561;R-HSA-8964513;R-HSA-8964580;R-HSA-8964550;R-HSA-8964567"
R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",35,66,0.004657398913273587,0.07842421527413734,0.923563564406533,6,6,4.916018025399426E-4,9606,Homo sapiens,"EIF4A1;RPS27L;RPS17;RPS16;RPS15A;RPS19;RPS18;EIF4EBP1;EIF3CL;RPS11;RPS27A;RPS10;EIF4E;EIF4B;TGM2;RPS7;RPS8;RPS5;RPS3A;EIF2S2;EIF2S1;RPS26;RPS27;RPS29;EIF3L;EIF3I;EIF3J;EIF3H;RPS20;EIF3E;PABPC1;EIF3C;RPS21;EIF3B;RPS23","","R-HSA-72647;R-HSA-72631;R-HSA-156808;R-HSA-72635;R-HSA-157849;R-HSA-72622"
R-HSA-72702,"Ribosomal scanning and start codon recognition",34,64,0.004516265612871357,0.08028251829057687,0.923563564406533,2,2,1.638672675133142E-4,9606,Homo sapiens,"EIF4A1;RPS27L;RPS17;RPS16;RPS15A;RPS19;RPS18;EIF3CL;RPS11;RPS27A;RPS10;EIF4E;EIF4B;TGM2;RPS7;RPS8;RPS5;RPS3A;EIF2S2;EIF2S1;RPS26;EIF5;RPS27;RPS29;EIF3L;EIF3I;EIF3J;EIF3H;RPS20;EIF3E;EIF3C;RPS21;EIF3B;RPS23","","R-HSA-72697;R-HSA-72621"
R-HSA-111453,"BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members",8,11,7.762331522122645E-4,0.08661988300418955,0.923563564406533,4,4,3.277345350266284E-4,9606,Homo sapiens,"STAT3;BCL2;PMAIP1;BID;BCL2L1;BBC3","","R-HSA-114352;R-HSA-508163;R-HSA-508162;R-HSA-6790025"
R-HSA-2408557,"Selenocysteine synthesis",56,113,0.00797403147272599,0.08872234215325558,0.923563564406533,5,7,5.735354362965998E-4,9606,Homo sapiens,"RPL4;RPL5;RPL30;RPL3;RPL34;RPLP1;RRP1;RPL8;RPL7;RPS17;RPS16;RPS19;RPS18;RPL36AL;RPL38;RPS11;RPS10;SEPHS2;PSTK;RPS7;RPL21;RPS8;RPS5;RPL23;RPL22;RPL13A;RPS3A;RPL37A;RPL27;RPL26;SOS2;RPL28;RPL11;RPS27L;RPS15A;RPL13;RPS27A;RPL18;RPL17;RPL19;RPL41;RPL23A;RPS26;SEPSECS;RPS27;RPS29;RPS20;RPS21;RPS23","","R-HSA-2408529;R-HSA-5333615;R-HSA-8959510;R-HSA-2408555;R-HSA-2408507"
R-HSA-6791226,"Major pathway of rRNA processing in the nucleolus and cytosol",89,189,0.013337096888010725,0.10259868927539872,0.923563564406533,7,7,5.735354362965998E-4,9606,Homo sapiens,"RPL4;RBM28;HMX3;RPL5;RPL30;RPL3;RPL34;RPP30;RPLP1;WDR3;RRP1;RPL8;RPL7;FBL;RPS17;RPS16;RPS19;RPS18;RPL36AL;DBT;RPL38;RPS11;RPS10;PELP1;UTP14C;RPS7;RPL21;RPS8;IMP3;DIS3;RPS5;RPL23;RPL22;RPL13A;RPS3A;EBNA1BP2;NCL;RPL37A;XRN2;RPP21;RPL27;RPL26;RPP25;SOS2;RPL28;RPL11;HEATR1;RPS27L;NOL9;RRP7A;EXOSC5;EMG1;EXOSC4;RPS15A;PDCD11;ERI1;EXOSC9;EXOSC8;WBSCR22;RPL13;RPS27A;RPL18;RPL17;DCAF13;RPL19;NOP56;NOP58;RPL41;RIOK3;PNO1;RPL23A;WDR12;MPP6;RPS26;BOP1;RPS27;RPS29;TSR1;RPS20;NOL12;RPS21;RPS23;MPHOSPH6","","R-HSA-6791223;R-HSA-6791222;R-HSA-6791221;R-HSA-6791219;R-HSA-6791218;R-HSA-6791228;R-HSA-6791227"
R-HSA-111448,"Activation of NOXA and translocation to mitochondria",5,6,4.233999012066897E-4,0.10288757319163844,0.923563564406533,5,5,4.0966816878328555E-4,9606,Homo sapiens,"NECAB3;TFDP1;E2F1;PMAIP1;TP53","","R-HSA-4331331;R-HSA-140214;R-HSA-140216;R-HSA-140217;R-HSA-4331327"
R-HSA-5693554,"Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)",17,30,0.0021169995060334487,0.11675906802584213,0.923563564406533,1,1,8.19336337566571E-5,9606,Homo sapiens,"BARD1;BLM;RTEL1;SLC22A5;XRCC2;XRCC3;TOP3A;BRCA1;BRCA2;BACH1;RAD51AP1;BRIP1;WRN;RAD50;RAD51;RAD51C;EXO1;RBBP8;NBN","","R-HSA-5693589"
R-HSA-5666185,"RHO GTPases Activate Rhotekin and Rhophilins",7,10,7.056665020111495E-4,0.12042275425251558,0.923563564406533,6,6,4.916018025399426E-4,9606,Homo sapiens,"RTKN;RHPN1;TAX1BP3;RHPN2;RHOC;LIN7B;RHOB","","R-HSA-5666197;R-HSA-5666178;R-HSA-5667008;R-HSA-5667052;R-HSA-5667037;R-HSA-5666216"
R-HSA-139915,"Activation of PUMA and translocation to mitochondria",7,10,7.056665020111495E-4,0.12042275425251558,0.923563564406533,5,5,4.0966816878328555E-4,9606,Homo sapiens,"NECAB3;PPP1R13B;TFDP1;E2F1;TP53;BBC3;TP73","","R-HSA-139914;R-HSA-139913;R-HSA-4331324;R-HSA-4331340;R-HSA-140221"
R-HSA-352238,"Breakdown of the nuclear lamina",3,3,2.1169995060334485E-4,0.12654512601354062,0.923563564406533,3,3,2.458009012699713E-4,9606,Homo sapiens,"CASP6;LMNA;LMNB1","","R-HSA-264871;R-HSA-9029690;R-HSA-264865"
R-HSA-9632693,"Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects",3,3,2.1169995060334485E-4,0.12654512601354062,0.923563564406533,2,2,1.638672675133142E-4,9606,Homo sapiens,"CDK6;CDK4;CDKN2A","","R-HSA-9630795;R-HSA-9630792"
R-HSA-9630747,"Diseases of Cellular Senescence",3,3,2.1169995060334485E-4,0.12654512601354062,0.923563564406533,2,2,1.638672675133142E-4,9606,Homo sapiens,"CDK6;CDK4;CDKN2A","","R-HSA-9630795;R-HSA-9630792"
R-HSA-9630750,"Evasion of Oncogene Induced Senescence Due to p16INK4A Defects",3,3,2.1169995060334485E-4,0.12654512601354062,0.923563564406533,2,2,1.638672675133142E-4,9606,Homo sapiens,"CDK6;CDK4;CDKN2A","","R-HSA-9630795;R-HSA-9630792"
R-HSA-9632700,"Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6",3,3,2.1169995060334485E-4,0.12654512601354062,0.923563564406533,1,1,8.19336337566571E-5,9606,Homo sapiens,"CDK6;CDK4;CDKN2A","","R-HSA-9630795"
R-HSA-3304347,"Loss of Function of SMAD4 in Cancer",3,3,2.1169995060334485E-4,0.12654512601354062,0.923563564406533,1,1,8.19336337566571E-5,9606,Homo sapiens,"SMAD2;SMAD4;SMAD3","","R-HSA-3311014"
R-HSA-3315487,"SMAD2/3 MH2 Domain Mutants in Cancer",3,3,2.1169995060334485E-4,0.12654512601354062,0.923563564406533,1,1,8.19336337566571E-5,9606,Homo sapiens,"SMAD2;SMAD4;SMAD3","","R-HSA-3315483"
R-HSA-3311021,"SMAD4 MH2 Domain Mutants in Cancer",3,3,2.1169995060334485E-4,0.12654512601354062,0.923563564406533,1,1,8.19336337566571E-5,9606,Homo sapiens,"SMAD2;SMAD4;SMAD3","","R-HSA-3311014"
R-HSA-9630794,"Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6",3,3,2.1169995060334485E-4,0.12654512601354062,0.923563564406533,1,1,8.19336337566571E-5,9606,Homo sapiens,"CDK6;CDK4;CDKN2A","","R-HSA-9630795"
R-HSA-1799339,"SRP-dependent cotranslational protein targeting to membrane",57,119,0.008397431373932679,0.13176866329480907,0.923563564406533,5,5,4.0966816878328555E-4,9606,Homo sapiens,"RPL4;RPL5;TRAM1;RPL30;RPL3;RPL34;RPLP1;RRP1;RPL8;RPL7;RPS17;RPS16;RPS19;RPS18;RPL36AL;SEC61G;RPL38;RPS11;RPS10;RPS7;RPL21;RPS8;RPS5;RPL23;RPL22;RPL13A;RPS3A;RPL37A;RPL27;RPL26;SOS2;RPL28;RPN2;RPL11;RPS27L;RPS15A;RPL13;RPS27A;RPL18;RPL17;RPL19;SEC11C;RPL41;RPL23A;RPS26;RPS27;RPS29;RPS20;RPS21;RPS23","","R-HSA-1799326;R-HSA-1799330;R-HSA-1799329;R-HSA-1799335;R-HSA-1799332"
R-HSA-2426168,"Activation of gene expression by SREBF (SREBP)",35,70,0.004939665514078047,0.13733733879147503,0.923563564406533,42,42,0.0034412126177795987,9606,Homo sapiens,"NCOA1;FDPS;NCOA2;SREBF1;MED1;NCOA6;CHD9;CYP51A1;ELOVL3;ELOVL6;HMGCR;LSS;ACACA;SREBF2;SQLE;GPAM;MTF1;FASN;TGS1;PMVK;FAS;MVD;PPARA;FDFT1","","R-HSA-2426149;R-HSA-1655833;R-HSA-2426148;R-HSA-1655832;R-HSA-2426151;R-HSA-1655835;R-HSA-2426150;R-HSA-1655837;R-HSA-1655836;R-HSA-2426144;R-HSA-1655839;R-HSA-2426147;R-HSA-2426146;R-HSA-2426157;R-HSA-1655824;R-HSA-2426156;R-HSA-1655827;R-HSA-1655826;R-HSA-2426158;R-HSA-2426153;R-HSA-2426152;R-HSA-1655828;R-HSA-2426155;R-HSA-2426154;R-HSA-1655830;R-HSA-2426164;R-HSA-6800052;R-HSA-2426161;R-HSA-2426160;R-HSA-2426163;R-HSA-1655823;R-HSA-2426162;R-HSA-1655849;R-HSA-1655848;R-HSA-2065966;R-HSA-1655850;R-HSA-1655852;R-HSA-1655843;R-HSA-1655845;R-HSA-1655844;R-HSA-1655847;R-HSA-1655846"
R-HSA-3928663,"EPHA-mediated growth cone collapse",18,33,0.0023286994566367935,0.1391246942418468,0.923563564406533,4,4,3.277345350266284E-4,9606,Homo sapiens,"LYN;YES1;EPHA10;ROCK1;ROCK2;SRC;EFNA5;EFNA4;MYL12B;EFNA1;MYL6;EFNA3;ELF1;MYH9;MYH14;EPHA1;MYL9;EPHA2","","R-HSA-3928651;R-HSA-3928602;R-HSA-3928648;R-HSA-3928616"
