Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-3232142,"SUMOylation of ubiquitinylation proteins",24,43,0.003058539014154634,8.333029707119355E-5,0.010928152362051025,3,3,2.5033377837116157E-4,9606,Homo sapiens,"NUP214;PIAS4;SEC13;POM121;NUP107;SEH1L;NUP188;AAAS;PIAS2;POM121C;NUP85;NUP50;NUP62;TPR;MDM2;NUP88;NUP43;NUP98;TRIM27;NUPL2;RAE1","","R-HSA-5228523;R-HSA-4551721;R-HSA-3000434"
R-HSA-159236,"Transport of Mature mRNA derived from an Intron-Containing Transcript",37,81,0.005761433956895938,8.515153346033699E-5,0.010928152362051025,4,4,3.337783711615487E-4,9606,Homo sapiens,"POM121;NUP107;SEH1L;NUP188;RBM8A;POLDIP3;EIF4A3;U2AF1;CASC3;AAAS;GLE1;POM121C;NUP85;U2AF2;TPR;NUP62;DHX38;NUP88;NUP43;RAE1;NUP214;SEC13;NCBP1;NCBP2;THOC1;THOC5;THOC7;CDC40;SRRM1;NUP50;ZC3H11A;NUP98;NUPL2;SLU7","","R-HSA-75097;R-HSA-75096;R-HSA-75098;R-HSA-159101"
R-HSA-191859,"snRNP Assembly",32,66,0.00469450174265595,8.673136795278591E-5,0.010928152362051025,6,6,5.006675567423231E-4,9606,Homo sapiens,"POM121;NUP107;SEH1L;NUP188;DDX20;PHAX;AAAS;POM121C;NUP85;SNRPD1;TGS1;TPR;NUP62;NUP88;NUP43;RAE1;NUP214;PRMT5;SEC13;NCBP1;NCBP2;SNUPN;NUP50;GLOD4;GEMIN4;GEMIN5;SNRPE;NUP98;NUPL2","","R-HSA-191763;R-HSA-191825;R-HSA-191830;R-HSA-191786;R-HSA-191784;R-HSA-191790"
R-HSA-194441,"Metabolism of non-coding RNA",32,66,0.00469450174265595,8.673136795278591E-5,0.010928152362051025,6,6,5.006675567423231E-4,9606,Homo sapiens,"POM121;NUP107;SEH1L;NUP188;DDX20;PHAX;AAAS;POM121C;NUP85;SNRPD1;TGS1;TPR;NUP62;NUP88;NUP43;RAE1;NUP214;PRMT5;SEC13;NCBP1;NCBP2;SNUPN;NUP50;GLOD4;GEMIN4;GEMIN5;SNRPE;NUP98;NUPL2","","R-HSA-191763;R-HSA-191825;R-HSA-191830;R-HSA-191786;R-HSA-191784;R-HSA-191790"
R-HSA-5419276,"Mitochondrial translation termination",41,94,0.006686108542570596,9.753440144810721E-5,0.011509059370876651,5,5,4.1722296395193593E-4,9606,Homo sapiens,"MRPS16;MRPS35;MRPS14;MRPS36;GFM2;MRPL18;MRPS11;MRPS33;MRPL38;MRPS31;MRPS10;MRPL39;MRPL36;MRPL15;MRPL13;MRPL10;MRPL42;MRPL3;ICT1;MRPL9;CHCHD1;MRPS26;MRPS27;MRPS22;MRPS23;MRPS18B;MRPL27;ERAL1;MRPS7;MRPL45;MRPL24;MRPL46;MRPL43;MRPL44;MRPL50;MRPL51;MTRF1L;DAP3","","R-HSA-5419264;R-HSA-5419281;R-HSA-5419271;R-HSA-5419273;R-HSA-5419277"
R-HSA-159227,"Transport of the SLBP independent Mature mRNA",22,39,0.0027740237570239704,1.3881681377458932E-4,0.01443694863255729,3,3,2.5033377837116157E-4,9606,Homo sapiens,"NUP214;SEC13;POM121;NUP107;SEH1L;NUP188;NCBP1;NCBP2;AAAS;POM121C;NUP85;NUP50;NUP62;TPR;NUP88;NUP43;NUP98;NUPL2;RAE1","","R-HSA-158481;R-HSA-158484;R-HSA-111439"
R-HSA-4085377,"SUMOylation of SUMOylation proteins",22,39,0.0027740237570239704,1.3881681377458932E-4,0.01443694863255729,4,5,4.1722296395193593E-4,9606,Homo sapiens,"NUP214;PIAS4;SEC13;POM121;NUP107;SEH1L;NUP188;AAAS;TOPORS;POM121C;NUP85;NUP50;NUP62;TPR;NUP88;NUP43;NUP98;NUPL2;RAE1","","R-HSA-4551649;R-HSA-4551683;R-HSA-3968362;R-HSA-4551679"
R-HSA-5368286,"Mitochondrial translation initiation",41,96,0.006828366171135927,1.501869058803118E-4,0.014718316776270557,4,4,3.337783711615487E-4,9606,Homo sapiens,"MTFMT;MRPS16;MRPS35;MRPS14;MRPS36;MRPL18;MRPS11;MRPS33;MRPL38;MRPS31;MRPS10;MRPL39;MRPL36;MRPL15;MTIF3;MRPL13;MRPL10;MRPL42;MRPL3;ICT1;MRPL9;CHCHD1;MRPS26;MRPS27;MRPS22;MRPS23;MRPS18B;MRPL27;ERAL1;MRPS7;MRPL45;MRPL24;MRPL46;MRPL43;MRPL44;MRPL50;MRPL51;DAP3","","R-HSA-5389841;R-HSA-5368279;R-HSA-5389849;R-HSA-5389839"
R-HSA-162599,"Late Phase of HIV Life Cycle",61,163,0.011593996728074542,1.7519363109730346E-4,0.015344638840765423,55,77,0.006425233644859813,9606,Homo sapiens,"CCNK;NUP107;NUP188;CCNH;NUP62;NUP214;SEC13;SUPT16H;TBP;NCBP1;NCBP2;VPS37A;GTF2F1;NUP50;NUP98;CHMP7;CHMP5;GTF2A2;POM121;SEH1L;CTDP1;TSG101;RNMT;TAF9;SUPT4H1;AAAS;GTF2E1;GTF2E2;POM121C;NUP85;POLR2B;TPR;TCEB3;TCEB1;NUP88;NUP43;RAE1;POLR2K;TAF15;RNGTT;TAF12;TAF13;VTA1;TAF11;GTF2H1;SUPT5H;GTF2H4;GTF2H5;CDK9;ERCC3;NMT1;NMT2;TAF7;UBAP1;TCEA1;TAF6;NUPL2;TAF2","","R-HSA-3159227;R-HSA-167181;R-HSA-167191;R-HSA-167192;R-HSA-167196;R-HSA-167197;R-HSA-9613490;R-HSA-167459;R-HSA-167072;R-HSA-167076;R-HSA-167077;R-HSA-9613498;R-HSA-167083;R-HSA-167087;R-HSA-167084;R-HSA-167468;R-HSA-167085;R-HSA-167090;R-HSA-167474;R-HSA-165043;R-HSA-167089;R-HSA-167478;R-HSA-165047;R-HSA-167477;R-HSA-167098;R-HSA-167097;R-HSA-167481;R-HSA-167484;R-HSA-167234;R-HSA-167111;R-HSA-167115;R-HSA-3149434;R-HSA-184392;R-HSA-167113;R-HSA-167118;R-HSA-167117;R-HSA-184269;R-HSA-170706;R-HSA-170704;R-HSA-167121;R-HSA-167130;R-HSA-167128;R-HSA-167134;R-HSA-167133;R-HSA-162914;R-HSA-167136;R-HSA-167147;R-HSA-167150;R-HSA-167148;R-HSA-3159232;R-HSA-167282;R-HSA-167153;R-HSA-167284;R-HSA-167288;R-HSA-167292"
R-HSA-3108214,"SUMOylation of DNA damage response and repair proteins",36,81,0.005761433956895938,1.7609986475208839E-4,0.015344638840765423,18,24,0.0020026702269692926,9606,Homo sapiens,"SP100;POM121;NUP107;SEH1L;NUP188;XPC;AAAS;POM121C;NDNL2;NUP85;RAD21;TDG;TPR;NUP62;SCMH1;NUP88;NUP43;RAE1;NUP214;PIAS4;SEC13;PHC1;PCGF2;NSMCE2;RPA1;PIAS2;RAD52;EID3;NSMCE4A;NUP50;NUP98;NUPL2;BAP1","","R-HSA-2997709;R-HSA-3000399;R-HSA-4551616;R-HSA-4551648;R-HSA-4570528;R-HSA-4551661;R-HSA-4551724;R-HSA-3000348;R-HSA-4551604;R-HSA-5228508;R-HSA-4568848;R-HSA-3000411;R-HSA-4570463;R-HSA-4568863;R-HSA-3108212;R-HSA-2997616;R-HSA-4551768;R-HSA-4551738"
R-HSA-162587,"HIV Life Cycle",65,177,0.012589800128031866,1.826742719138741E-4,0.015344638840765423,67,115,0.009596128170894527,9606,Homo sapiens,"CCNK;NUP107;NUP188;CCNH;PSIP1;NUP62;KPNA1;NUP214;SEC13;SUPT16H;TBP;NCBP1;NCBP2;VPS37A;GTF2F1;NUP50;NUP98;CHMP7;CHMP5;GTF2A2;POM121;SEH1L;CTDP1;TSG101;RNMT;TAF9;SUPT4H1;AAAS;GTF2E1;GTF2E2;POM121C;NUP85;POLR2B;TPR;TCEB3;TCEB1;NUP88;NUP43;RAE1;POLR2K;XRCC6;TAF15;RNGTT;TAF12;XRCC5;TAF13;VTA1;TAF11;GTF2H1;SUPT5H;GTF2H4;GTF2H5;CDK9;ERCC3;NMT1;NMT2;TAF7;UBAP1;TCEA1;TAF6;NUPL2;TAF2","","R-HSA-8951690;R-HSA-175108;R-HSA-3159227;R-HSA-167181;R-HSA-175117;R-HSA-175250;R-HSA-167191;R-HSA-175258;R-HSA-167192;R-HSA-162590;R-HSA-167196;R-HSA-167197;R-HSA-9613490;R-HSA-164514;R-HSA-167459;R-HSA-167072;R-HSA-167076;R-HSA-167077;R-HSA-9613498;R-HSA-164522;R-HSA-167083;R-HSA-167087;R-HSA-167084;R-HSA-167468;R-HSA-167085;R-HSA-167090;R-HSA-167474;R-HSA-165043;R-HSA-167089;R-HSA-167478;R-HSA-165047;R-HSA-167477;R-HSA-167098;R-HSA-173115;R-HSA-167097;R-HSA-167481;R-HSA-167484;R-HSA-167234;R-HSA-175174;R-HSA-167111;R-HSA-167115;R-HSA-3149434;R-HSA-184392;R-HSA-167113;R-HSA-175177;R-HSA-167118;R-HSA-167117;R-HSA-184269;R-HSA-170706;R-HSA-170704;R-HSA-167121;R-HSA-167130;R-HSA-167128;R-HSA-167134;R-HSA-167133;R-HSA-162914;R-HSA-167136;R-HSA-167147;R-HSA-167150;R-HSA-167148;R-HSA-164845;R-HSA-3159232;R-HSA-167282;R-HSA-167153;R-HSA-167284;R-HSA-167288;R-HSA-167292"
R-HSA-5389840,"Mitochondrial translation elongation",40,94,0.006686108542570596,1.9262865152369635E-4,0.015410292121895708,7,8,6.675567423230974E-4,9606,Homo sapiens,"MRPS16;MRPS35;MRPS14;MRPS36;MRPL18;MRPS11;MRPS33;MRPL38;MRPS31;MRPS10;MRPL39;MRPL36;MRPL15;MRPL13;MRPL10;MRPL42;MRPL3;ICT1;MRPL9;CHCHD1;TSFM;MRPS26;MRPS27;MRPS22;MRPS23;MRPS18B;MRPL27;ERAL1;MRPS7;MRPL45;MRPL24;MRPL46;MRPL43;MRPL44;MRPL50;MRPL51;DAP3","","R-HSA-5389842;R-HSA-5389857;R-HSA-5419268;R-HSA-5419269;R-HSA-5389848;R-HSA-5419279;R-HSA-5419261"
R-HSA-674695,"RNA Polymerase II Pre-transcription Events",38,88,0.0062593356568746,2.072734734548387E-4,0.01596005745602258,16,17,0.0014185580774365822,9606,Homo sapiens,"CCNK;GTF2A2;CTDP1;CCNH;TAF9;SUPT4H1;WDR61;RTF1;AFF4;SUPT6H;GTF2E1;CDC73;IWS1;GTF2E2;POLR2B;TCEB3;TCEB1;POLR2K;SUPT16H;TAF15;TBP;TAF12;NCBP1;TAF13;NCBP2;TAF11;GTF2H1;GTF2F1;SUPT5H;GTF2H4;GTF2H5;CDK9;ERCC3;TAF7;PAF1;TCEA1;TAF6;TAF2","","R-HSA-113409;R-HSA-113411;R-HSA-113413;R-HSA-113414;R-HSA-112392;R-HSA-112395;R-HSA-112429;R-HSA-112430;R-HSA-75856;R-HSA-75891;R-HSA-112435;R-HSA-112434;R-HSA-113429;R-HSA-112436;R-HSA-75862;R-HSA-73946"
