Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-8854518,"AURKA Activation by TPX2",27,74,0.005263532256917277,0.0014685234514272283,0.18102487871861195,2,2,1.6688918558077436E-4,9606,Homo sapiens,"CEP57;DYNC1I2;DCTN2;DCTN1;DCTN3;AURKA;ACTR1A;DBT;CEP70;CEP250;CEP72;CEP192;DIP2A;CEP290;CEP76;CDK5RAP2;CEP78;DYNC1H1;HSP90AA1;CEP135;CSNK1D;HAUS6;HAUS5;CENPJ;AKAP9;CEP63;MAPRE1","","R-HSA-8853405;R-HSA-8853419"
R-HSA-380284,"Loss of proteins required for interphase microtubule organization from the centrosome",26,71,0.00505014581406928,0.0016898632827618831,0.18102487871861195,3,3,2.5033377837116157E-4,9606,Homo sapiens,"CEP57;DYNC1I2;DCTN2;DCTN1;DCTN3;ACTR1A;DBT;CEP70;CEP250;CEP72;CEP192;DIP2A;CEP290;CEP76;CDK5RAP2;CEP78;DYNC1H1;HSP90AA1;CEP135;CSNK1D;HAUS6;HAUS5;CENPJ;AKAP9;CEP63;MAPRE1","","R-HSA-380294;R-HSA-380272;R-HSA-380303"
R-HSA-380259,"Loss of Nlp from mitotic centrosomes",26,71,0.00505014581406928,0.0016898632827618831,0.18102487871861195,2,2,1.6688918558077436E-4,9606,Homo sapiens,"CEP57;DYNC1I2;DCTN2;DCTN1;DCTN3;ACTR1A;DBT;CEP70;CEP250;CEP72;CEP192;DIP2A;CEP290;CEP76;CDK5RAP2;CEP78;DYNC1H1;HSP90AA1;CEP135;CSNK1D;HAUS6;HAUS5;CENPJ;AKAP9;CEP63;MAPRE1","","R-HSA-380272;R-HSA-380303"
R-HSA-381038,"XBP1(S) activates chaperone genes",35,106,0.007539654313962587,0.0017664287227912023,0.18102487871861195,18,48,0.004005340453938585,9606,Homo sapiens,"ACADVL;CUL7;GSK3A;DCTN1;EDEM1;DDX11;GOSR2;CXXC1;ADD1;ARFGAP1;DNAJC3;EXTL2;ASNA1;DNAJB11;LMNA;HDGF;HYOU1;EXTL3","","R-HSA-1791066;R-HSA-1791064;R-HSA-5250579;R-HSA-1791128;R-HSA-8953356;R-HSA-1791069;R-HSA-1791155;R-HSA-1791058;R-HSA-1791154;R-HSA-1791158;R-HSA-1791157;R-HSA-1791092;R-HSA-1791112;R-HSA-1791144;R-HSA-1791054;R-HSA-1791116;R-HSA-1791075;R-HSA-1791076"
R-HSA-381070,"IRE1alpha activates chaperones",36,110,0.00782416957109325,0.0017747537129275681,0.18102487871861195,23,54,0.004506008010680908,9606,Homo sapiens,"ACADVL;CUL7;GSK3A;DCTN1;EDEM1;DDX11;GOSR2;CXXC1;ADD1;ARFGAP1;DNAJC3;ERN1;EXTL2;ASNA1;DNAJB11;LMNA;HDGF;HYOU1;EXTL3","","R-HSA-1791066;R-HSA-1791064;R-HSA-5250579;R-HSA-1791128;R-HSA-381217;R-HSA-8953356;R-HSA-425923;R-HSA-1791069;R-HSA-381091;R-HSA-1791155;R-HSA-1791058;R-HSA-1791154;R-HSA-1791158;R-HSA-1791157;R-HSA-1791092;R-HSA-381109;R-HSA-1791112;R-HSA-1791144;R-HSA-1791054;R-HSA-1791116;R-HSA-1791075;R-HSA-381116;R-HSA-1791076"
R-HSA-380287,"Centrosome maturation",29,83,0.005903691585461271,0.0018881272491982903,0.18126021592303587,6,6,5.006675567423231E-4,9606,Homo sapiens,"CEP57;DYNC1I2;DCTN2;DCTN1;DCTN3;ACTR1A;DBT;CEP70;CEP250;CEP72;CEP192;DIP2A;CEP290;CEP76;APPL2;CDK5RAP2;CEP78;DYNC1H1;HSP90AA1;CEP135;CSNK1D;HAUS6;HAUS5;CDK11B;CENPJ;AKAP9;CEP63;MAPRE1","","R-HSA-380311;R-HSA-380455;R-HSA-380294;R-HSA-380272;R-HSA-380303;R-HSA-380283"
R-HSA-5620912,"Anchoring of the basal body to the plasma membrane",33,99,0.0070417526139839245,0.0020258057651246775,0.18188938008636446,8,9,7.510013351134847E-4,9606,Homo sapiens,"CEP57;DYNC1I2;DCTN2;DCTN1;DCTN3;FBF1;ACTR1A;DBT;CEP70;CEP250;CEP72;CEP192;DIP2A;MARK4;CEP290;CEP76;CDK5RAP2;CEP78;DYNC1H1;HSP90AA1;CEP135;KIF24;CSNK1D;HAUS6;HAUS5;AHI1;CENPJ;AKAP9;CCDC41;B9D1;CEP63;B9D2;MAPRE1","","R-HSA-5626228;R-HSA-5626227;R-HSA-5626220;R-HSA-5626223;R-HSA-5626681;R-HSA-5617816;R-HSA-5626699;R-HSA-5638009"
R-HSA-432720,"Lysosome Vesicle Biogenesis",18,43,0.003058539014154634,0.002090682529728327,0.18188938008636446,8,8,6.675567423230974E-4,9606,Homo sapiens,"APP;ARF1;CLTC;AP1B1;AP4E1;M6PR;CLTA;GNS;AP4M1;AP1G1;DNAJC6;CHMP2A;AP1S1;DNASE2;AP4S1;AP1S3;ARF5","","R-HSA-5671702;R-HSA-5229132;R-HSA-432706;R-HSA-432707;R-HSA-432688;R-HSA-5229111;R-HSA-5333658;R-HSA-432712"
R-HSA-176407,"Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase",11,21,0.001493705099935984,0.0028963309886274047,0.2403954720560746,3,3,2.5033377837116157E-4,9606,Homo sapiens,"FZR1;CDC23;ANAPC7;CDH1;CDC26;CDC16;CDC27;ANAPC4;ANAPC5;CDC14A;ANAPC10;ANAPC2","","R-HSA-174224;R-HSA-174070;R-HSA-174124"
R-HSA-429947,"Deadenylation of mRNA",13,28,0.0019916067999146453,0.0035362258910213162,0.2555855964615139,4,4,3.337783711615487E-4,9606,Homo sapiens,"EIF4A1;CNOT6L;EIF4A3;CNOT10;CNOT4;CNOT7;CNOT1;CNOT2;CNOT3;CNOT8;EIF4E;EIF4B;EIF4G1","","R-HSA-430021;R-HSA-429955;R-HSA-8941312;R-HSA-429992"
R-HSA-77387,"Insulin receptor recycling",13,28,0.0019916067999146453,0.0035362258910213162,0.2555855964615139,2,6,5.006675567423231E-4,9606,Homo sapiens,"ATP6V1A;ATP6V1G1;ATP6V0E1;ATP6V0A2;ATP6V1B2;ATP6V1H;ATP6V0E2;ATP6V1E1;ATP6V1G3;ATP6V1D;ATP6V1C1;ATP6V0A1","","R-HSA-74723;R-HSA-5252133"
R-HSA-72731,"Recycling of eIF2:GDP",7,10,7.11288142826659E-4,0.00354979995085436,0.2555855964615139,2,2,1.6688918558077436E-4,9606,Homo sapiens,"EIF2B5;EIF2B4;EIF2B3;EIF2B2;EIF2B1;EIF2S2;EIF2S1;EIF2A","","R-HSA-72722;R-HSA-72670"
R-HSA-164938,"Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters",11,22,0.00156483391421865,0.004081055324304583,0.26541615580330236,13,15,0.0012516688918558078,9606,Homo sapiens,"ARF1;AP1G1;AP2S1;AP1B1;AP1S1;ATP6V1H;AP2B1;AP1S3;B2M;AP2A2;AP2M1;ARF5","","R-HSA-182243;R-HSA-182279;R-HSA-182186;R-HSA-182286;R-HSA-200879;R-HSA-167597;R-HSA-167601;R-HSA-167537;R-HSA-167633;R-HSA-182198;R-HSA-182263;R-HSA-167637;R-HSA-182171"
R-HSA-2565942,"Regulation of PLK1 Activity at G2/M Transition",30,92,0.006543850914005263,0.004243136196733777,0.26541615580330236,6,12,0.0010013351134846463,9606,Homo sapiens,"CEP57;DYNC1I2;DCTN2;DCTN1;DCTN3;CUL1;AURKA;ACTR1A;DBT;CEP70;CEP250;CEP72;CEP192;DIP2A;BTRC;CEP290;CEP76;CDK5RAP2;CEP78;DYNC1H1;HSP90AA1;CEP135;FBXW11;CSNK1D;HAUS6;HAUS5;CENPJ;AKAP9;CEP63;MAPRE1","","R-HSA-3000319;R-HSA-3000335;R-HSA-2574845;R-HSA-3000310;R-HSA-3000339;R-HSA-2574840"
R-HSA-450513,"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",10,19,0.0013514474713706523,0.004251379821946344,0.26541615580330236,2,4,3.337783711615487E-4,9606,Homo sapiens,"EXOSC7;DIS3;EXOSC9;MAPKAPK2;EXOSC8;EXOSC3;DCP1A;EXOSC2;EXOSC1;DCP2","","R-HSA-450431;R-HSA-450463"
R-HSA-198323,"AKT phosphorylates targets in the cytosol",9,16,0.0011380610285226546,0.004280905738762941,0.26541615580330236,9,9,7.510013351134847E-4,9606,Homo sapiens,"CASP9;GSK3B;GSK3A;CDKN1B;CHUK;AKT2;AKT1S1;MDM2;AKT1","","R-HSA-198611;R-HSA-198371;R-HSA-198609;R-HSA-198599;R-HSA-198613;R-HSA-198347;R-HSA-200143;R-HSA-8948757;R-HSA-198621"
R-HSA-390471,"Association of TriC/CCT with target proteins during biosynthesis",16,40,0.002845152571306636,0.005439338817724626,0.31240886293512604,2,2,1.6688918558077436E-4,9606,Homo sapiens,"CCT3;FBXW4;ARFGEF2;CCT2;HDAC3;GBA;DCAF7;CCT6A;AP3M1;CCNE2;CCNE1;LONP2;FKBP9;CCT8;CCT5","","R-HSA-390470;R-HSA-391266"
R-HSA-141430,"Inactivation of APC/C via direct inhibition of the APC/C complex",10,20,0.001422576285653318,0.006007862748752424,0.31240886293512604,2,2,1.6688918558077436E-4,9606,Homo sapiens,"CDC23;ANAPC7;CDC26;CDC16;CDC27;ANAPC4;ANAPC5;BUB3;ANAPC10;ANAPC2","","R-HSA-141423;R-HSA-141437"
R-HSA-141405,"Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components",10,20,0.001422576285653318,0.006007862748752424,0.31240886293512604,2,3,2.5033377837116157E-4,9606,Homo sapiens,"CDC23;ANAPC7;CDC26;CDC16;CDC27;ANAPC4;ANAPC5;BUB3;ANAPC10;ANAPC2","","R-HSA-141423;R-HSA-141437"
R-HSA-381340,"Transcriptional regulation of white adipocyte differentiation",33,108,0.007681911942527918,0.007169022886090115,0.36562016719059587,15,18,0.0015020026702269693,9606,Homo sapiens,"ARF3;CEBPA;HDAC3;CHD9;CCNC;MED17;MED11;MED13;MED30;MED10;FAM120B;MED31;EP300;CDK19;CREBBP;EBF1;MED8;MED9;MED4;MED27;MED6;MED29;MED25;MED24;CDK4;MED21;CARM1;MED20;B9D2;CKLF","","R-HSA-1183058;R-HSA-560491;R-HSA-381377;R-HSA-560493;R-HSA-381283;R-HSA-1183003;R-HSA-1183032;R-HSA-560517;R-HSA-381290;R-HSA-560472;R-HSA-560473;R-HSA-560510;R-HSA-381309;R-HSA-977271;R-HSA-560498"
R-HSA-430039,"mRNA decay by 5' to 3' exoribonuclease",10,21,0.001493705099935984,0.008283500596579452,0.39509295546346435,3,3,2.5033377837116157E-4,9606,Homo sapiens,"EDC4;DDX6;LSM1;LSM5;DCP1A;LSM3;DCP2;LSM2;DCP1B;EDC3","","R-HSA-429860;R-HSA-429845;R-HSA-429978"
R-HSA-6796648,"TP53 Regulates Transcription of DNA Repair Genes",28,89,0.006330464471157266,0.008735816496866278,0.39509295546346435,9,17,0.0014185580774365822,9606,Homo sapiens,"FANCI;MDC1;CCNK;CTDP1;CCNH;FANCC;GTF2F1;GTF2F2;GTF2H4;CDK9;ERCC3;FANCD2;CHEK1;ERCC2;CDK13;ATR","","R-HSA-6796647;R-HSA-6797606;R-HSA-6806419;R-HSA-6797090;R-HSA-6797712;R-HSA-6797616;R-HSA-6797100;R-HSA-6806425;R-HSA-6796649"
R-HSA-111471,"Apoptotic factor-mediated response",9,18,0.0012803186570879864,0.008877962281239826,0.39509295546346435,24,26,0.0021695594125500667,9606,Homo sapiens,"CASP9;APAF1;DIABLO;CARD8;CASP3;BAX;CYCS;MAPK1;MAPK3","","R-HSA-9627056;R-HSA-114307;R-HSA-9627089;R-HSA-114306;R-HSA-9627350;R-HSA-6805507;R-HSA-114440;R-HSA-6804652;R-HSA-114284;R-HSA-114252;R-HSA-114254;R-HSA-9627106;R-HSA-114256;R-HSA-9627107;R-HSA-114259;R-HSA-114419;R-HSA-9627104;R-HSA-6804596;R-HSA-114354;R-HSA-114261;R-HSA-9627078;R-HSA-6805426;R-HSA-114361;R-HSA-114392"
R-HSA-176974,"Unwinding of DNA",7,12,8.535457713919909E-4,0.009213317078830552,0.39509295546346435,4,4,3.337783711615487E-4,9606,Homo sapiens,"MCM7;MCM8;GINS4;MCM3;MCM4;MCM5;MCM2","","R-HSA-169461;R-HSA-176942;R-HSA-176956;R-HSA-169468"
R-HSA-111461,"Cytochrome c-mediated apoptotic response",8,15,0.0010669322142399886,0.009254206684485733,0.39509295546346435,12,12,0.0010013351134846463,9606,Homo sapiens,"CASP9;APAF1;DIABLO;CARD8;CASP3;CYCS;MAPK1;MAPK3","","R-HSA-114256;R-HSA-114259;R-HSA-9627056;R-HSA-9627089;R-HSA-6804596;R-HSA-114261;R-HSA-9627078;R-HSA-6805507;R-HSA-6805426;R-HSA-6804652;R-HSA-114252;R-HSA-114254"
R-HSA-1592230,"Mitochondrial biogenesis",37,127,0.009033359413898571,0.009406975130082484,0.39509295546346435,28,36,0.0030040053404539386,9606,Homo sapiens,"ATP5S;CRTC2;HDAC3;CRTC3;GABPB2;CHD9;CRTC1;ATP5A1;ATP5J;ATP5C1;ATP5I;ATP5H;ATP5O;ATP5G2;ATP5G1;ATP5B;CHCHD3;ATP5E;MEF2D;HSPA9;CREBBP;C19orf70;C10orf2;DNAJC11;ATP5F1;ATP5J2;GLUD1;CREB1;CARM1;CYCS;CALM3;CALM1;CALM2","","R-HSA-5688276;R-HSA-8949580;R-HSA-1368140;R-HSA-2466367;R-HSA-8949609;R-HSA-1592249;R-HSA-1592250;R-HSA-1592251;R-HSA-1592252;R-HSA-2466369;R-HSA-2466370;R-HSA-1592240;R-HSA-111912;R-HSA-1592241;R-HSA-1592243;R-HSA-1592246;R-HSA-1592247;R-HSA-5688294;R-HSA-1592232;R-HSA-2466391;R-HSA-1592234;R-HSA-1592235;R-HSA-1592236;R-HSA-1592238;R-HSA-1592239;R-HSA-5688289;R-HSA-2466392;R-HSA-1592231"
R-HSA-75153,"Apoptotic execution phase",19,54,0.003840955971263959,0.009671132450075892,0.3965164304531116,49,57,0.004756341789052069,9606,Homo sapiens,"DSP;DFFB;DFFA;DBNL;ADD1;H1F0;CASP8;CDH3;FNTA;APC;CDH1;CASP6;CASP3;LMNA;ACIN1;CTNNB1;DNM1L;BIRC2;KPNB1;KPNA1","","R-HSA-351877;R-HSA-201603;R-HSA-351876;R-HSA-211207;R-HSA-211206;R-HSA-201611;R-HSA-352268;R-HSA-201608;R-HSA-211219;R-HSA-351894;R-HSA-201622;R-HSA-351901;R-HSA-211224;R-HSA-201631;R-HSA-201630;R-HSA-201629;R-HSA-201628;R-HSA-264871;R-HSA-211239;R-HSA-201639;R-HSA-264865;R-HSA-201637;R-HSA-202917;R-HSA-201636;R-HSA-9029667;R-HSA-201640;R-HSA-211247;R-HSA-351913;R-HSA-9029690;R-HSA-202939;R-HSA-350651;R-HSA-202947;R-HSA-211651;R-HSA-351948;R-HSA-212552;R-HSA-202960;R-HSA-202967;R-HSA-202966;R-HSA-202969;R-HSA-350319;R-HSA-350318;R-HSA-351849;R-HSA-211186;R-HSA-351863;R-HSA-211191;R-HSA-211190;R-HSA-201595;R-HSA-211193;R-HSA-351871"
R-HSA-2426168,"Activation of gene expression by SREBF (SREBP)",23,70,0.004979016999786614,0.010272221431667283,0.41088885726669133,21,42,0.0035046728971962616,9606,Homo sapiens,"FDPS;IDI1;CREBBP;GGPS1;CCDC57;CHD9;CYP51A1;HMGCR;ACACB;ACACA;FASN;CARM1;FAS;DHCR7;FDFT1","","R-HSA-1655832;R-HSA-2426148;R-HSA-2426147;R-HSA-2426146;R-HSA-1655824;R-HSA-1655827;R-HSA-1655826;R-HSA-2426153;R-HSA-2426152;R-HSA-2426155;R-HSA-1655830;R-HSA-1655848;R-HSA-1655850;R-HSA-2426161;R-HSA-2426160;R-HSA-1655823;R-HSA-2426163;R-HSA-2426162;R-HSA-1655843;R-HSA-1655845;R-HSA-1655847"
R-HSA-3134973,"LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production",5,7,4.979016999786613E-4,0.01193405018421323,0.4398141118789347,5,5,4.1722296395193593E-4,9606,Homo sapiens,"CREBBP;IRF3;CTNNB1;EP300;LRRFIP1","","R-HSA-3134904;R-HSA-3134901;R-HSA-3134883;R-HSA-3134914;R-HSA-3134896"
R-HSA-111463,"SMAC (DIABLO) binds to IAPs ",5,7,4.979016999786613E-4,0.01193405018421323,0.4398141118789347,4,4,3.337783711615487E-4,9606,Homo sapiens,"CASP9;APAF1;DIABLO;CASP3;CYCS","","R-HSA-114354;R-HSA-114306;R-HSA-9627350;R-HSA-114361"
