Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-212300,"PRC2 methylates histones and DNA",13,44,0.0031296678284373,0.017493541348755803,0.8899785052355917,4,4,3.337783711615487E-4,9606,Homo sapiens,"HIST1H2BM;HIST1H3J;HIST1H4L;HIST1H2BI;H2AFV;HIST1H4A;RBBP4;H2AFJ;HIST1H3F;HIST1H2AE;HIST1H3G;HIST1H2BH;HIST3H2BB;HIST1H4I;HIST1H2BG;HIST1H3I;HIST1H2BB;HIST1H3C;HIST1H2AB","","R-HSA-212263;R-HSA-212222;R-HSA-212269;R-HSA-212252"
R-HSA-2892245,"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation",5,10,7.11288142826659E-4,0.01840563771486703,0.8899785052355917,5,7,5.841121495327102E-4,9606,Homo sapiens,"HHEX;TSC22D1;CDX2;GATA6;DKK1","","R-HSA-2972952;R-HSA-2972965;R-HSA-2972966;R-HSA-2972977;R-HSA-2972979"
R-HSA-6803211,"TP53 Regulates Transcription of Death Receptors and Ligands",7,18,0.0012803186570879864,0.02031569646989384,0.8899785052355917,4,7,5.841121495327102E-4,9606,Homo sapiens,"FAS;TNFRSF10B;TNFRSF10A","","R-HSA-6799815;R-HSA-5633414;R-HSA-5633441;R-HSA-6800001"
R-HSA-427413,"NoRC negatively regulates rRNA expression",20,80,0.005690305142613272,0.020610576364718747,0.8899785052355917,5,7,5.841121495327102E-4,9606,Homo sapiens,"HIST1H2BM;HIST1H3J;HIST1H4L;CCNH;HDAC1;HIST1H2BI;MBD2;H2AFV;RPA2;HIST1H4A;MT1A;H2AFJ;HIST1H2AE;HIST1H3F;HIST1H3G;POLR1E;HIST3H2BB;HIST1H4I;HIST1H2BH;HIST1H2BG;HIST1H3I;HIST1H2BB;HIST1H3C;HIST1H2AB","","R-HSA-427366;R-HSA-427409;R-HSA-5227490;R-HSA-433672;R-HSA-427337"
R-HSA-1299308,"Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)",3,4,2.8451525713066365E-4,0.022987575064391752,0.8899785052355917,1,1,8.344459279038718E-5,9606,Homo sapiens,"KCNK6;KCNK7","","R-HSA-1299304"
R-HSA-3371378,"Regulation by c-FLIP",5,11,7.82416957109325E-4,0.026310321780430135,0.8899785052355917,4,4,3.337783711615487E-4,9606,Homo sapiens,"TRADD;FAS;TNFRSF10B;FASLG;TNFRSF10A","","R-HSA-3371360;R-HSA-3465459;R-HSA-3465448;R-HSA-3371359"
R-HSA-69416,"Dimerization of procaspase-8",5,11,7.82416957109325E-4,0.026310321780430135,0.8899785052355917,3,3,2.5033377837116157E-4,9606,Homo sapiens,"TRADD;FAS;TNFRSF10B;FASLG;TNFRSF10A","","R-HSA-141159;R-HSA-141156;R-HSA-73945"
R-HSA-8939242,"RUNX1 regulates transcription of genes involved in differentiation of keratinocytes",5,11,7.82416957109325E-4,0.026310321780430135,0.8899785052355917,6,8,6.675567423230974E-4,9606,Homo sapiens,"SOCS3;SERPINB13;CTSK","","R-HSA-8938121;R-HSA-8938108;R-HSA-8955885;R-HSA-8938063;R-HSA-8955748;R-HSA-8938053"
R-HSA-201722,"Formation of the beta-catenin:TCF transactivating complex",17,67,0.004765630556938616,0.027420559884623552,0.8899785052355917,7,13,0.0010847797062750334,9606,Homo sapiens,"HIST1H2BM;HIST1H3J;HIST1H4L;HDAC1;HIST1H2BI;H2AFV;AXIN2;PYGO1;PYGO2;HIST1H4A;H2AFJ;HIST1H3F;HIST1H2AE;HIST1H3G;HIST1H2BH;HIST3H2BB;HIST1H4I;HIST1H2BG;HIST1H3I;HIST1H2BB;HIST1H3C;HIST1H2AB","","R-HSA-3299569;R-HSA-201712;R-HSA-4411351;R-HSA-3364026;R-HSA-3364014;R-HSA-4411372;R-HSA-3451147"
R-HSA-5619507,"Activation of HOX genes during differentiation",26,116,0.008250942456789246,0.030851337414985913,0.8899785052355917,34,43,0.003588117489986649,9606,Homo sapiens,"HIST1H2BM;RARG;HIST1H3J;HIST1H2BI;RBBP4;H2AFJ;HIST1H2AE;HIST1H3F;HIST1H3G;HIST3H2BB;HIST1H3I;HIST1H3C;HIST1H2AB;JUN;HIST1H4L;H2AFV;HIST1H4A;MAFB;MT1A;HOXB4;HOXB3;HIST1H4I;HIST1H2BH;HOXB2;HIST1H2BG;HIST1H2BB","","R-HSA-5617877;R-HSA-5617492;R-HSA-5617431;R-HSA-5621010;R-HSA-5617874;R-HSA-6810159;R-HSA-6810158;R-HSA-5617887;R-HSA-5617881;R-HSA-5617668;R-HSA-5617862;R-HSA-6810161;R-HSA-5617859;R-HSA-5617485;R-HSA-5617484;R-HSA-5617676;R-HSA-5693644;R-HSA-5617486;R-HSA-5617672;R-HSA-5617483;R-HSA-5617867;R-HSA-5621002;R-HSA-5617866;R-HSA-5617462;R-HSA-5617650;R-HSA-5617661;R-HSA-5617471;R-HSA-5617445;R-HSA-5617452;R-HSA-5617454;R-HSA-6810139;R-HSA-5617641;R-HSA-5617896;R-HSA-5617642"
R-HSA-5617472,"Activation of anterior HOX genes in hindbrain development during early embryogenesis",26,116,0.008250942456789246,0.030851337414985913,0.8899785052355917,34,43,0.003588117489986649,9606,Homo sapiens,"HIST1H2BM;RARG;HIST1H3J;HIST1H2BI;RBBP4;H2AFJ;HIST1H2AE;HIST1H3F;HIST1H3G;HIST3H2BB;HIST1H3I;HIST1H3C;HIST1H2AB;JUN;HIST1H4L;H2AFV;HIST1H4A;MAFB;MT1A;HOXB4;HOXB3;HIST1H4I;HIST1H2BH;HOXB2;HIST1H2BG;HIST1H2BB","","R-HSA-5617877;R-HSA-5617492;R-HSA-5617431;R-HSA-5621010;R-HSA-5617874;R-HSA-6810159;R-HSA-6810158;R-HSA-5617887;R-HSA-5617881;R-HSA-5617668;R-HSA-5617862;R-HSA-6810161;R-HSA-5617859;R-HSA-5617485;R-HSA-5617484;R-HSA-5617676;R-HSA-5693644;R-HSA-5617486;R-HSA-5617672;R-HSA-5617483;R-HSA-5617867;R-HSA-5621002;R-HSA-5617866;R-HSA-5617462;R-HSA-5617650;R-HSA-5617661;R-HSA-5617471;R-HSA-5617445;R-HSA-5617452;R-HSA-5617454;R-HSA-6810139;R-HSA-5617641;R-HSA-5617896;R-HSA-5617642"
R-HSA-3214815,"HDACs deacetylate histones",16,63,0.004481115299807952,0.0314059602429575,0.8899785052355917,4,4,3.337783711615487E-4,9606,Homo sapiens,"HIST1H2BM;HIST1H3J;KDM1A;HIST1H4L;HDAC1;HIST1H2BI;HIST1H4A;HIST3H2A;RBBP4;HIST1H3F;HIST1H2AE;HIST1H3G;HIST1H2BH;HIST3H2BB;HIST1H4I;HIST1H2BG;HIST1H3I;MTA2;HIST1H2BB;HIST1H3C;HIST1H2AB","","R-HSA-3777129;R-HSA-3782637;R-HSA-3782655;R-HSA-3769447"
R-HSA-140534,"Caspase activation via Death Receptors in the presence of ligand",7,20,0.001422576285653318,0.033126000133888334,0.8899785052355917,9,9,7.510013351134847E-4,9606,Homo sapiens,"TICAM2;TRADD;FAS;TNFRSF10B;LY96;FASLG;TNFRSF10A","","R-HSA-139952;R-HSA-3371360;R-HSA-2562564;R-HSA-141159;R-HSA-141156;R-HSA-3465459;R-HSA-73945;R-HSA-3465448;R-HSA-3371359"
R-HSA-8935964,"RUNX1 regulates expression of components of tight junctions",4,8,5.690305142613273E-4,0.03353490191711106,0.8899785052355917,4,6,5.006675567423231E-4,9606,Homo sapiens,"CLDN5;OCLN","","R-HSA-8935980;R-HSA-8936000;R-HSA-8935988;R-HSA-8936007"
R-HSA-5625886,"Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3",13,49,0.0034853118998506294,0.03670896491763609,0.8899785052355917,8,11,9.17890520694259E-4,9606,Homo sapiens,"HIST1H2BM;HIST1H3J;KDM1A;HIST1H4L;HIST1H2BI;H2AFV;HIST1H4A;H2AFJ;HIST1H3F;HIST1H2AE;HIST1H3G;HIST1H2BH;HIST3H2BB;HIST1H4I;HIST1H2BG;HIST1H3I;HIST1H2BB;HIST1H3C;HIST1H2AB","","R-HSA-5625797;R-HSA-5625796;R-HSA-5625870;R-HSA-5625774;R-HSA-5625849;R-HSA-5625848;R-HSA-5625784;R-HSA-5625883"
R-HSA-2426168,"Activation of gene expression by SREBF (SREBP)",17,70,0.004979016999786614,0.03866721710635024,0.8899785052355917,28,42,0.0035046728971962616,9606,Homo sapiens,"SQLE;MVK;HMGCS1;CCDC57;SP1;FAS;ELOVL6;LSS;FDFT1;TM7SF2","","R-HSA-1655833;R-HSA-2426149;R-HSA-2426148;R-HSA-1655832;R-HSA-1655835;R-HSA-2426151;R-HSA-2426150;R-HSA-1655839;R-HSA-2426146;R-HSA-2426157;R-HSA-2426156;R-HSA-1655827;R-HSA-2426153;R-HSA-1655828;R-HSA-2426152;R-HSA-2426155;R-HSA-1655830;R-HSA-2426154;R-HSA-2426161;R-HSA-2426163;R-HSA-1655823;R-HSA-1655848;R-HSA-2065966;R-HSA-1655850;R-HSA-1655843;R-HSA-1655844;R-HSA-1655847;R-HSA-1655846"
R-HSA-6783783,"Interleukin-10 signaling",20,86,0.006117078028309268,0.038926887413148537,0.8899785052355917,13,15,0.0012516688918558078,9606,Homo sapiens,"IL10;CXCL10;IL1A;IL1RN;CCL22;PTAFR;IL18;PPBP;CCR5;PTGS2;ICAM1","","R-HSA-6784006;R-HSA-6784324;R-HSA-6784323;R-HSA-6784160;R-HSA-6790029;R-HSA-449803;R-HSA-8937656;R-HSA-6785047;R-HSA-6784791;R-HSA-449811;R-HSA-6784319;R-HSA-449855;R-HSA-8937654"
R-HSA-1500620,"Meiosis",21,92,0.006543850914005263,0.04124693168877791,0.8899785052355917,13,15,0.0012516688918558078,9606,Homo sapiens,"HIST1H2BM;HIST1H3J;HIST1H2BI;SYCE1;H2AFJ;RAD21;HIST1H2AE;HIST1H3F;HIST1H3G;HIST3H2BB;HIST1H3I;HIST1H3C;HIST1H2AB;HIST1H4L;H2AFV;RPA2;HSPA2;MLH1;SMC1B;HIST1H4A;RAD50;CDK4;DMC1;HIST1H4I;HIST1H2BH;HIST1H2BG;HIST1H2BB","","R-HSA-912429;R-HSA-912458;R-HSA-912389;R-HSA-9023941;R-HSA-9023943;R-HSA-912450;R-HSA-912505;R-HSA-912408;R-HSA-912503;R-HSA-912470;R-HSA-912496;R-HSA-1214188;R-HSA-912467"
R-HSA-427359,"SIRT1 negatively regulates rRNA expression",12,45,0.003200796642719966,0.04210995403923512,0.8899785052355917,3,5,4.1722296395193593E-4,9606,Homo sapiens,"HIST1H2BM;HIST1H3J;HIST1H4L;HIST1H2BI;H2AFV;HIST1H4A;H2AFJ;HIST1H3F;HIST1H2AE;HIST1H3G;HIST1H2BH;HIST3H2BB;HIST1H4I;HIST1H2BG;HIST1H3I;HIST1H2BB;HIST1H3C;HIST1H2AB","","R-HSA-427527;R-HSA-427514;R-HSA-427528"
R-HSA-6785807,"Interleukin-4 and Interleukin-13 signaling",42,211,0.015008179813642506,0.04247914023809718,0.8899785052355917,36,46,0.0038384512683578105,9606,Homo sapiens,"IL10;CCL22;IL13;IL18;TWIST1;FASLG;OPRM1;FOS;PTGS2;FGF2;ICAM1;BATF;IL1A;SOCS3;MUC1;BCL6;NDN;RHOU;STAT6;VIM;BCL2L1;IL17A","","R-HSA-6785895;R-HSA-6788582;R-HSA-6793958;R-HSA-6786095;R-HSA-6789615;R-HSA-6797293;R-HSA-6793975;R-HSA-6786293;R-HSA-6786097;R-HSA-6786110;R-HSA-6797245;R-HSA-449818;R-HSA-6793978;R-HSA-6788346;R-HSA-6790022;R-HSA-6786118;R-HSA-6785860;R-HSA-6786114;R-HSA-6786050;R-HSA-6788623;R-HSA-6788622;R-HSA-6790029;R-HSA-6789325;R-HSA-6786124;R-HSA-6790025;R-HSA-6789960;R-HSA-6797271;R-HSA-6797269;R-HSA-6790036;R-HSA-6788628;R-HSA-6797268;R-HSA-6789524;R-HSA-6797267;R-HSA-6788571;R-HSA-6790041;R-HSA-6786072"
R-HSA-1221632,"Meiotic synapsis",15,62,0.004409986485525286,0.0509763559199542,0.8899785052355917,6,6,5.006675567423231E-4,9606,Homo sapiens,"HIST1H2BM;HIST1H4L;HIST1H2BI;H2AFV;HSPA2;SMC1B;SYCE1;HIST1H4A;H2AFJ;RAD21;HIST1H2AE;HIST1H2BH;HIST3H2BB;HIST1H4I;HIST1H2BG;HIST1H2BB;HIST1H2AB","","R-HSA-912505;R-HSA-912408;R-HSA-912389;R-HSA-912470;R-HSA-912467;R-HSA-912450"
R-HSA-5250941,"Negative epigenetic regulation of rRNA expression",20,89,0.006330464471157266,0.05162958238942228,0.8899785052355917,8,12,0.0010013351134846463,9606,Homo sapiens,"HIST1H2BM;HIST1H3J;HIST1H4L;CCNH;HDAC1;HIST1H2BI;MBD2;H2AFV;RPA2;HIST1H4A;MT1A;H2AFJ;HIST1H2AE;HIST1H3F;HIST1H3G;POLR1E;HIST3H2BB;HIST1H4I;HIST1H2BH;HIST1H2BG;HIST1H3I;HIST1H2BB;HIST1H3C;HIST1H2AB","","R-HSA-427366;R-HSA-427527;R-HSA-427409;R-HSA-427514;R-HSA-5227490;R-HSA-433672;R-HSA-427528;R-HSA-427337"
R-HSA-210747,"Regulation of gene expression in early pancreatic precursor cells",5,14,9.958033999573227E-4,0.061652549567598025,0.8899785052355917,5,6,5.006675567423231E-4,9606,Homo sapiens,"PDX1;HNF1B;PTF1A","","R-HSA-210769;R-HSA-210784;R-HSA-210773;R-HSA-210788;R-HSA-210780"
R-HSA-5218900,"CASP8 activity is inhibited",5,14,9.958033999573227E-4,0.061652549567598025,0.8899785052355917,2,3,2.5033377837116157E-4,9606,Homo sapiens,"TRADD;FAS;TNFRSF10B;FASLG;TNFRSF10A","","R-HSA-3465429;R-HSA-5675456"
R-HSA-5339717,"Misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling",3,6,4.2677288569599545E-4,0.06254801209002026,0.8899785052355917,1,1,8.344459279038718E-5,9606,Homo sapiens,"DKK4;KREMEN1;DKK1","","R-HSA-5339711"
R-HSA-774815,"Nucleosome assembly",13,54,0.003840955971263959,0.06760798126770629,0.8899785052355917,4,4,3.337783711615487E-4,9606,Homo sapiens,"HIST1H2BM;HIST1H4L;HIST1H2BI;H2AFV;HIST1H4A;RBBP4;H2AFJ;HIST1H2AE;HIST1H2BH;HIST3H2BB;HIST1H4I;CENPN;HIST1H2BG;HIST1H2BB;HIST1H2AB","","R-HSA-606349;R-HSA-606287;R-HSA-606289;R-HSA-606326"
R-HSA-606279,"Deposition of new CENPA-containing nucleosomes at the centromere",13,54,0.003840955971263959,0.06760798126770629,0.8899785052355917,4,4,3.337783711615487E-4,9606,Homo sapiens,"HIST1H2BM;HIST1H4L;HIST1H2BI;H2AFV;HIST1H4A;RBBP4;H2AFJ;HIST1H2AE;HIST1H2BH;HIST3H2BB;HIST1H4I;CENPN;HIST1H2BG;HIST1H2BB;HIST1H2AB","","R-HSA-606349;R-HSA-606287;R-HSA-606289;R-HSA-606326"
R-HSA-4791275,"Signaling by WNT in cancer",10,39,0.0027740237570239704,0.07302913332393612,0.8899785052355917,11,16,0.0013351134846461949,9606,Homo sapiens,"DKK4;PPP2CB;GSK3A;FZD5;APC;KREMEN1;FZD8;PPP2R5A;DKK1;LRP6","","R-HSA-5339713;R-HSA-4827388;R-HSA-4791278;R-HSA-5246696;R-HSA-5340587;R-HSA-4839635;R-HSA-4839746;R-HSA-4839634;R-HSA-5339711;R-HSA-4839734;R-HSA-4839638"
R-HSA-2559586,"DNA Damage/Telomere Stress Induced Senescence",16,71,0.00505014581406928,0.07369977448469722,0.8899785052355917,12,18,0.0015020026702269693,9606,Homo sapiens,"HIST1H2BM;CDKN1B;HIST1H4L;HIST1H2BI;HMGA1;H2AFV;HIST1H4A;H1F0;RAD50;H2AFJ;HIST1H2AE;HIST1H2BH;HIST3H2BB;HIST1H4I;HIST1H2BG;HIST1H2BB;HIST1H1B;HIST1H2AB","","R-HSA-3785768;R-HSA-5682020;R-HSA-5693540;R-HSA-5682018;R-HSA-3785711;R-HSA-5682044;R-HSA-5693612;R-HSA-69562;R-HSA-4647594;R-HSA-5682026;R-HSA-187934;R-HSA-6792712"
R-HSA-8942233,"Intestinal infectious diseases",2,3,2.1338644284799773E-4,0.07518672190008469,0.8899785052355917,1,1,8.344459279038718E-5,9606,Homo sapiens,"PDZD3;PLBD1","","R-HSA-8936356"
R-HSA-2299718,"Condensation of Prophase Chromosomes",13,55,0.003912084785546625,0.07537670770721494,0.8899785052355917,10,10,8.344459279038719E-4,9606,Homo sapiens,"HIST1H2BM;HIST1H3J;HIST1H4L;HIST1H2BI;NCAPH2;H2AFV;HIST1H4A;H2AFJ;HIST1H3F;HIST1H2AE;HIST1H3G;HIST1H2BH;HIST3H2BB;HIST1H4I;HIST1H2BG;HIST1H3I;HIST1H2BB;HIST1H3C;HIST1H2AB","","R-HSA-2245218;R-HSA-2429719;R-HSA-2288097;R-HSA-2301205;R-HSA-2294580;R-HSA-2172678;R-HSA-2294600;R-HSA-2172666;R-HSA-2294574;R-HSA-2294590"
R-HSA-977225,"Amyloid fiber formation",19,88,0.0062593356568746,0.07641254248051466,0.8899785052355917,14,33,0.002753671562082777,9606,Homo sapiens,"HIST1H2BM;HIST1H3J;HIST1H2BI;APH1B;GGA3;TTR;HIST1H2AE;HIST1H3F;HIST1H3G;HIST3H2BB;HIST1H3I;HIST1H3C;HIST1H2AB;HIST1H4L;ODAM;SIAH1;APOA4;LYZ;TSPAN15;HIST1H4A;HIST1H4I;HIST1H2BH;HIST1H2BG;TGFBI;HIST1H2BB","","R-HSA-5660757;R-HSA-977224;R-HSA-5660753;R-HSA-9010113;R-HSA-976734;R-HSA-5692934;R-HSA-9010074;R-HSA-5667107;R-HSA-5658496;R-HSA-9010096;R-HSA-5658092;R-HSA-9010034;R-HSA-5692941;R-HSA-977136"
R-HSA-3772470,"Negative regulation of TCF-dependent signaling by WNT ligand antagonists",5,15,0.0010669322142399886,0.07744745702239753,0.8899785052355917,4,5,4.1722296395193593E-4,9606,Homo sapiens,"DKK4;SFRP2;KREMEN1;DKK1;LRP6","","R-HSA-3769401;R-HSA-3772441;R-HSA-5368586;R-HSA-3769397"
R-HSA-1474165,"Reproduction",25,123,0.008748844156767906,0.08197936551046037,0.8899785052355917,17,24,0.0020026702269692926,9606,Homo sapiens,"HIST1H2BM;HIST1H3J;CATSPER4;HIST1H2BI;SYCE1;H2AFJ;RAD21;HIST1H2AE;HIST1H3F;HIST1H3G;HIST3H2BB;HIST1H3I;HIST1H3C;HIST1H2AB;HIST1H4L;H2AFV;RPA2;ADAM32;HSPA2;MLH1;SMC1B;HIST1H4A;RAD50;CDK4;DMC1;CD9;HIST1H4I;HIST1H2BH;HIST1H2BG;HIST1H2BB;ZP2","","R-HSA-912429;R-HSA-912458;R-HSA-1297275;R-HSA-912389;R-HSA-1297338;R-HSA-9023941;R-HSA-9023943;R-HSA-912450;R-HSA-2534359;R-HSA-2534388;R-HSA-912505;R-HSA-912408;R-HSA-912503;R-HSA-912470;R-HSA-912496;R-HSA-1214188;R-HSA-912467"
R-HSA-2559582,"Senescence-Associated Secretory Phenotype (SASP)",19,89,0.006330464471157266,0.08291541113603706,0.8899785052355917,11,22,0.001835781041388518,9606,Homo sapiens,"HIST1H2BM;JUN;CDKN1B;HIST1H3J;HIST1H4L;HIST1H2BI;H2AFV;FOS;IL1A;HIST1H4A;H2AFJ;CDK4;HIST1H2AE;HIST1H3F;HIST1H3G;HIST3H2BB;HIST1H4I;HIST1H2BH;HIST1H2BG;HIST1H3I;HIST1H2BB;HIST1H3C;HIST1H2AB;MAPK3","","R-HSA-3788745;R-HSA-182594;R-HSA-4568740;R-HSA-4568737;R-HSA-3797196;R-HSA-3788748;R-HSA-3788705;R-HSA-198746;R-HSA-3797202;R-HSA-3857329;R-HSA-3788708"
R-HSA-156590,"Glutathione conjugation",15,67,0.004765630556938616,0.084617533652802,0.8899785052355917,5,14,0.0011682242990654205,9606,Homo sapiens,"GSTM3;HPGDS;GGT6;GSTM1;GSTA4;GSTO2;GSTP1;GSS;GSTA1;ESD;GSTM5;CNDP2","","R-HSA-176054;R-HSA-1247910;R-HSA-8943279;R-HSA-174394;R-HSA-5693724"
R-HSA-210745,"Regulation of gene expression in beta cells",9,35,0.002489508499893307,0.08466627667688131,0.8899785052355917,7,12,0.0010013351134846463,9606,Homo sapiens,"NEUROD1;HNF4A;PDX1;FOXA3","","R-HSA-211346;R-HSA-211350;R-HSA-211301;R-HSA-211482;R-HSA-211466;R-HSA-211289;R-HSA-211272"
R-HSA-9012546,"Interleukin-18 signaling",4,11,7.82416957109325E-4,0.08534588193879256,0.8899785052355917,4,4,3.337783711615487E-4,9606,Homo sapiens,"IL13;IL18","","R-HSA-8848370;R-HSA-6797293;R-HSA-8848395;R-HSA-8848392"
R-HSA-212718,"EGFR interacts with phospholipase C-gamma",4,11,7.82416957109325E-4,0.08534588193879256,0.8899785052355917,3,3,2.5033377837116157E-4,9606,Homo sapiens,"PLCG1;AREG;HBEGF;EREG","","R-HSA-212706;R-HSA-212710;R-HSA-212713"
