GENE	p_value	fdr	gain_sample_prop	normal_sample_prop	loss_sample_prop	gain_exp_mean	normal_exp_mean	loss_exp_mean	vs_rest_exp_diff
RNPEP	5.81796910312738e-10	2.35212000552848e-08	0.305084745762712	0.649717514124294	0.0451977401129944	11.2750166666667	10.7952660869565	10.51265	0.498132113821137
TAGLN2	5.80978033067591e-10	2.35212000552848e-08	0.31638418079096	0.644067796610169	0.0395480225988701	14.7210928571429	14.1118833333333	13.7403571428571	0.630702774498229
PSMD4	6.52237422886578e-10	2.57983194945316e-08	0.31638418079096	0.649717514124294	0.0338983050847458	11.7809196428571	11.298472173913	11.1122833333333	0.491679973435655
LAD1	7.10857178757129e-10	2.76236605429305e-08	0.299435028248588	0.655367231638418	0.0451977401129944	13.0785528301887	12.0822784482759	10.7381	1.08299557212416
TATDN1	7.51193343119345e-10	2.86878147415405e-08	0.372881355932203	0.593220338983051	0.0338983050847458	8.54447272727273	8.01435619047619	7.62575	0.551122276822276
TSEN15	8.27921090151617e-10	3.10821222828107e-08	0.31638418079096	0.644067796610169	0.0395480225988701	9.40949464285714	8.91404473684211	8.65542857142857	0.510411171782762
EDEM3	8.95355073627758e-10	3.30535248014247e-08	0.31638418079096	0.644067796610169	0.0395480225988701	11.0915428571429	10.471501754386	9.93371428571429	0.651152774498229
DSCC1	9.74685776114736e-10	3.53922785917072e-08	0.378531073446328	0.581920903954802	0.0395480225988701	6.62412089552239	5.92876213592233	5.55901428571429	0.718888168249661
ARHGEF11	1.0767296358138e-09	3.83543754368818e-08	0.322033898305085	0.644067796610169	0.0338983050847458	10.5541157894737	10.1584473684211	10.1076166666667	0.39820995614035
C1orf131	1.09089194244856e-09	3.83543754368818e-08	0.305084745762712	0.644067796610169	0.0508474576271186	8.40823518518519	7.91456666666667	7.34273333333333	0.535509981933153
UBR5	1.25719227409971e-09	4.35106388614198e-08	0.333333333333333	0.610169491525424	0.0564971751412429	11.206406779661	10.7887212962963	10.42281	0.448694915254238
GOLPH3L	1.32367629054429e-09	4.51068151316245e-08	0.31638418079096	0.649717514124294	0.0338983050847458	10.374725	9.89746956521739	9.57266666666667	0.493361363636364
MTBP	1.43937192664858e-09	4.83061942049484e-08	0.372881355932203	0.587570621468927	0.0395480225988701	6.10290757575758	5.36419326923077	4.84764285714286	0.771289557739558
LIN9	1.52470662104279e-09	5.03622674107719e-08	0.305084745762712	0.649717514124294	0.0451977401129944	7.00426296296296	6.43351739130435	5.9161	0.604398735320687
NUF2	1.54611024105304e-09	5.03622674107719e-08	0.310734463276836	0.649717514124294	0.0395480225988701	7.27800545454545	6.36855913043478	6.25982857142857	0.915684962742176
EIF3H	1.93075019004136e-09	6.19798792890088e-08	0.367231638418079	0.593220338983051	0.0395480225988701	12.2582692307692	11.8896247619048	11.5547428571429	0.389574587912088
PIGM	2.3978796318004e-09	7.58757626348271e-08	0.31638418079096	0.644067796610169	0.0395480225988701	8.73896785714286	8.29124912280702	7.80368571428571	0.475924881936246
GLRX2	2.61594262841634e-09	8.16100411541154e-08	0.305084745762712	0.644067796610169	0.0508474576271186	7.56371296296296	7.04525263157895	6.40764444444444	0.565114588979224
ZNF226	2.88656367333169e-09	8.88019241170791e-08	0.203389830508475	0.711864406779661	0.0847457627118644	8.66791666666667	8.24312222222222	7.75632666666667	0.476581205673758
PHF20L1	3.47104182775306e-09	1.05319967787302e-07	0.372881355932203	0.593220338983051	0.0338983050847458	9.77235151515151	9.39790476190476	8.88931666666667	0.401938001638001
PABPC1	3.97635539580538e-09	1.19021989212283e-07	0.333333333333333	0.610169491525424	0.0564971751412429	14.7931016949153	14.2741101851852	13.74088	0.564180508474577
TCEB1	4.59996362597511e-09	1.35852259087132e-07	0.310734463276836	0.627118644067797	0.0621468926553672	9.60635090909091	9.20375765765766	8.94251818181818	0.426147630402383
MRPL24	4.85501463902549e-09	1.41498124018966e-07	0.327683615819209	0.638418079096045	0.0338983050847458	10.542974137931	9.95396460176991	9.71921666666667	0.600845566502462
STK3	5.00090234413553e-09	1.43857125873509e-07	0.327683615819209	0.604519774011299	0.0677966101694915	9.28852413793103	8.83993364485981	8.48554166666667	0.484327499275572
H3F3A	5.44895881173434e-09	1.54736458563994e-07	0.305084745762712	0.649717514124294	0.0451977401129944	12.3776462962963	11.9495034782609	11.3154875	0.46937962962963
LYPLA1	5.95515626813993e-09	1.66970520682658e-07	0.23728813559322	0.655367231638418	0.107344632768362	10.4234071428571	9.8497724137931	9.57767894736842	0.611929365079364
TRIM11	6.35957742918332e-09	1.76080800070513e-07	0.305084745762712	0.649717514124294	0.0451977401129944	9.89627592592593	9.32916869565217	9.1906625	0.576115763324299
GORAB	7.84400686610547e-09	2.14499693931156e-07	0.310734463276836	0.649717514124294	0.0395480225988701	8.35025090909091	7.88923130434783	7.27872857142857	0.496048450074515
PRPF3	8.019501080771e-09	2.16624327974485e-07	0.31638418079096	0.649717514124294	0.0338983050847458	9.98281428571429	9.54922347826087	9.43096666666667	0.439454781582054
EFNA4	8.37887758894577e-09	2.23604986259216e-07	0.327683615819209	0.638418079096045	0.0338983050847458	8.79888793103448	7.96920530973451	6.61325	0.898050115908432
YTHDF3	8.82361270362767e-09	2.32670263553992e-07	0.254237288135593	0.649717514124294	0.096045197740113	10.7038	10.377927826087	9.94367647058824	0.381798484848485
CNIH4	9.03466415744636e-09	2.32695129171438e-07	0.305084745762712	0.649717514124294	0.0451977401129944	9.86347222222222	9.49008695652174	9.2015625	0.392151084010841
UTP23	9.01456666254925e-09	2.32695129171438e-07	0.367231638418079	0.593220338983051	0.0395480225988701	8.58887846153846	8.24204761904762	7.71685714285714	0.379655247252748
ZBTB7B	1.09737760709199e-08	2.76214931785087e-07	0.327683615819209	0.638418079096045	0.0338983050847458	10.8780137931034	10.3900849557522	10.05245	0.504952448565634
UAP1	1.13386949778872e-08	2.82193363775508e-07	0.310734463276836	0.649717514124294	0.0395480225988701	10.8623309090909	10.3562704347826	9.75685714285714	0.54045304023845
ARHGEF2	1.21438271313017e-08	2.98873078842592e-07	0.327683615819209	0.638418079096045	0.0338983050847458	11.3479724137931	10.8519884955752	9.91345	0.543305186902346
ARFGEF1	1.28135869193052e-08	3.08501032894142e-07	0.265536723163842	0.649717514124294	0.0847457627118644	10.9910680851064	10.5705460869565	10.2356	0.459169623567922
S100A11	1.27055182842682e-08	3.08501032894142e-07	0.322033898305085	0.644067796610169	0.0338983050847458	14.2615964912281	13.4522763157895	12.1722833333333	0.873319824561404
AP1S1	1.32747946355953e-08	3.15729764212975e-07	0.271186440677966	0.677966101694915	0.0508474576271186	10.4521208333333	10.0131658333333	9.54798888888889	0.471409205426356
C1orf112	1.3398915501589e-08	3.15729764212975e-07	0.31638418079096	0.644067796610169	0.0395480225988701	7.16983571428571	6.70522192982456	6.57454285714286	0.47217373081464
CACYBP	1.46922290387603e-08	3.42560919166885e-07	0.310734463276836	0.649717514124294	0.0395480225988701	10.4569781818182	9.91973913043478	9.89701428571429	0.538542935916542
ACBD3	1.50198465538639e-08	3.46551667883423e-07	0.305084745762712	0.649717514124294	0.0451977401129944	10.9885666666667	10.6267573913043	10.00975	0.401939837398375
FAM83H	1.55599553526547e-08	3.48134354607376e-07	0.355932203389831	0.604519774011299	0.0395480225988701	11.6975523809524	10.9109392523364	10.0579571428571	0.838989223057643
MANBAL	1.55467827870147e-08	3.48134354607376e-07	0.248587570621469	0.728813559322034	0.0225988700564972	10.5531159090909	10.2310627906977	10.194525	0.323151999316472
OTUD6B	1.55533873068006e-08	3.48134354607376e-07	0.310734463276836	0.621468926553672	0.0677966101694915	8.04672545454545	7.52999090909091	7.28045833333333	0.541278733233979
GPR89A	1.67230676503199e-08	3.70415948454585e-07	0.305084745762712	0.638418079096045	0.0564971751412429	9.51678888888889	9.13651504424779	9.21621	0.3737945799458
KIAA0196	1.87371766565627e-08	4.10919270240459e-07	0.372881355932203	0.593220338983051	0.0338983050847458	10.3559075757576	9.92985619047619	9.56481666666667	0.445783251433252
ASPH	1.89750102855827e-08	4.1205537041731e-07	0.259887005649718	0.649717514124294	0.0903954802259887	12.7706913043478	11.9554504347826	11.57635	0.861543212744772
MED30	2.0020727274884e-08	4.30542824406486e-07	0.372881355932203	0.587570621468927	0.0395480225988701	7.66698939393939	7.29985	7.0148	0.38511552006552
ZFAND1	2.11197829654701e-08	4.49810762197272e-07	0.305084745762712	0.627118644067797	0.0677966101694915	9.45372407407407	9.08095495495495	8.79139166666667	0.401019196025294
OTUD7B	2.31080412524531e-08	4.87469632135081e-07	0.31638418079096	0.649717514124294	0.0338983050847458	9.59326607142857	9.21866347826087	9.02166666666667	0.384371030106257
GNB2	2.54295583700514e-08	5.29814613246223e-07	0.282485875706215	0.672316384180791	0.0451977401129944	12.68519	12.245881512605	11.9930125	0.455237244094489
NEK2	2.60721412387532e-08	5.29814613246223e-07	0.305084745762712	0.649717514124294	0.0451977401129944	7.83333148148148	6.84087913043478	6.7913125	0.995676196928637
SEC16B	2.58536046720968e-08	5.29814613246223e-07	0.310734463276836	0.649717514124294	0.0395480225988701	9.05462909090909	8.24644347826087	7.23918571428571	0.865979090909089
USF1	2.59332504096145e-08	5.29814613246223e-07	0.31638418079096	0.644067796610169	0.0395480225988701	10.3369589285714	9.93809912280702	9.64732857142857	0.415681242621016
TUFT1	2.73743036244771e-08	5.51218932074697e-07	0.31638418079096	0.649717514124294	0.0338983050847458	10.3650410714286	9.63751130434783	9.3243	0.743060906139315
PSENEN	2.91909955395824e-08	5.82505001082659e-07	0.231638418079096	0.717514124293785	0.0508474576271186	10.6168853658537	10.1076732283465	9.67134444444445	0.538086836441893
PVRL4	3.09939183457734e-08	6.07535656069805e-07	0.31638418079096	0.644067796610169	0.0395480225988701	10.8322928571429	9.47193421052632	7.06831428571429	1.49941103896104
TMEM63A	3.08437025165212e-08	6.07535656069805e-07	0.305084745762712	0.649717514124294	0.0451977401129944	11.7397185185185	10.9827234782609	9.0078875	0.885439656729901
ANKRD27	3.37781796468743e-08	6.5060326001585e-07	0.231638418079096	0.717514124293785	0.0508474576271186	9.82952682926829	9.36468661417323	9.18116666666667	0.476984917503586
HSD17B7	3.40722249037646e-08	6.5060326001585e-07	0.310734463276836	0.649717514124294	0.0395480225988701	8.33509636363636	7.7800852173913	7.48271428571429	0.572073412816692
KCTD3	3.40062733421639e-08	6.5060326001585e-07	0.299435028248588	0.649717514124294	0.0508474576271186	11.0582452830189	10.650152173913	9.96728888888889	0.457655766889836
RUSC1	3.92845963294386e-08	7.39357974030767e-07	0.327683615819209	0.638418079096045	0.0338983050847458	10.4749879310345	10.0668610619469	9.78936666666667	0.422118183135323
SCNM1	3.93879191582982e-08	7.39357974030767e-07	0.31638418079096	0.649717514124294	0.0338983050847458	9.26208214285714	8.80551478260869	8.61915	0.465808589138135
DPY19L4	4.33224539423743e-08	7.93051532912059e-07	0.322033898305085	0.610169491525424	0.0677966101694915	9.79859824561404	9.35794074074074	9.037175	0.472734078947369
EXO1	4.30214830884813e-08	7.93051532912059e-07	0.305084745762712	0.644067796610169	0.0508474576271186	6.50688333333333	5.71376578947368	4.97327777777778	0.847299593495936
ZNF706	4.28824253622806e-08	7.93051532912059e-07	0.327683615819209	0.610169491525424	0.0621468926553672	10.8314103448276	10.4771898148148	10.1292727272727	0.386380933062881
MGST3	4.53577582955442e-08	8.2350356249697e-07	0.310734463276836	0.649717514124294	0.0395480225988701	11.2771345454545	10.8071947826087	10.4649142857143	0.489578807749627
ACOT8	4.66556200714043e-08	8.40180475269598e-07	0.254237288135593	0.72316384180791	0.0225988700564972	9.08980888888889	8.61390625	8.417075	0.481867222222222
C19orf47	4.97418110602231e-08	8.88533157245115e-07	0.248587570621469	0.700564971751412	0.0508474576271186	8.52692727272727	7.918575	7.58751111111111	0.630755092276145
QSOX1	5.16080113411833e-08	9.14493960965767e-07	0.31638418079096	0.644067796610169	0.0395480225988701	13.3988375	12.7671166666667	12.2840571428571	0.659666425619836
PLEKHF2	5.63233949763743e-08	9.90129522798961e-07	0.322033898305085	0.610169491525424	0.0677966101694915	9.45612280701754	9.06726203703704	8.45448333333333	0.450138640350877
IKBKE	5.90643186252262e-08	1.03013752562894e-06	0.299435028248588	0.655367231638418	0.0451977401129944	8.82933773584906	8.26939827586207	7.9861625	0.578212735849057
DTL	5.98875153579778e-08	1.03633473842126e-06	0.299435028248588	0.655367231638418	0.0451977401129944	7.72898679245283	6.99428879310345	6.7353	0.751406953743153
CLDN12	6.15820388466914e-08	1.0492632003494e-06	0.288135593220339	0.677966101694915	0.0338983050847458	10.8651764705882	10.2270741666667	9.99806666666667	0.649007422969188
CYC1	6.13228731000098e-08	1.0492632003494e-06	0.361581920903955	0.604519774011299	0.0338983050847458	11.1078609375	10.6568074766355	10.37405	0.466067132190265
CDC73	6.32517688461735e-08	1.05340351875394e-06	0.305084745762712	0.638418079096045	0.0564971751412429	10.0098833333333	9.65420088495575	9.19315	0.393166260162602
FDPS	6.29583881007303e-08	1.05340351875394e-06	0.327683615819209	0.638418079096045	0.0338983050847458	11.566774137931	11.0399460176991	10.5999666666667	0.549011953057084
IMPAD1	6.23279421131883e-08	1.05340351875394e-06	0.242937853107345	0.644067796610169	0.112994350282486	11.5241069767442	11.1326096491228	10.928875	0.421905484206873
PFDN2	6.47175872340702e-08	1.0697720576378e-06	0.31638418079096	0.644067796610169	0.0395480225988701	10.4154267857143	9.81137719298246	9.78758571428571	0.605425959268006
FAM49B	6.64842069296555e-08	1.09083346925324e-06	0.378531073446328	0.587570621468927	0.0338983050847458	10.2194313432836	9.78939519230769	9.25798333333333	0.459022252374492
KIF14	6.776411156501e-08	1.10365814056248e-06	0.299435028248588	0.655367231638418	0.0451977401129944	6.88642641509434	5.96005	5.6956125	0.943436898965308
TAF1A	6.88058865923829e-08	1.11244553870166e-06	0.305084745762712	0.649717514124294	0.0451977401129944	6.87354444444444	6.37815043478261	5.955075	0.522911111111111
CENPL	7.41646206550634e-08	1.1903959039925e-06	0.310734463276836	0.649717514124294	0.0395480225988701	6.92975272727273	6.5096347826087	6.35855714285714	0.428786333830105
UBE2T	8.24989501083605e-08	1.31464154309366e-06	0.305084745762712	0.649717514124294	0.0451977401129944	7.78855	7.07311217391304	7.121275	0.712305284552845
PAK4	8.37416575661896e-08	1.3249126536365e-06	0.254237288135593	0.706214689265537	0.0395480225988701	11.1307044444444	10.376736	10.2967142857143	0.75821202020202
TOMM40	8.71657128900346e-08	1.36930534788246e-06	0.209039548022599	0.706214689265537	0.0847457627118644	10.2826621621622	9.8264944	9.52786	0.488164305019305
ECH1	8.87187967866995e-08	1.3838882738207e-06	0.254237288135593	0.706214689265537	0.0395480225988701	12.1655377777778	11.6817168	11.2224142857143	0.50817792929293
AHCTF1	9.3192906626015e-08	1.44351250473163e-06	0.305084745762712	0.644067796610169	0.0508474576271186	10.3164259259259	10.0220561403509	9.61305555555555	0.324296657633244
MRPS35	1.0001266283507e-07	1.53838922347e-06	0.220338983050847	0.689265536723164	0.0903954802259887	10.6656230769231	10.2445278688525	9.8652125	0.465073801560759
YIF1B	1.11745007935703e-07	1.70700132812125e-06	0.242937853107345	0.711864406779661	0.0451977401129944	9.95103488372093	9.45359603174603	9.3375	0.504369958347796
AP4M1	1.1643438400401e-07	1.76645315458139e-06	0.282485875706215	0.672316384180791	0.0451977401129944	9.014988	8.5722781512605	8.2378875	0.463773826771654
SQLE	1.19686230991664e-07	1.80343538535058e-06	0.372881355932203	0.593220338983051	0.0338983050847458	10.7993287878788	10.0777419047619	9.39876666666667	0.758288247338246
CAPN8	1.21904271288336e-07	1.82444568178152e-06	0.305084745762712	0.649717514124294	0.0451977401129944	10.6895296296296	9.21056	7.05315	1.61928897922313
TMEM68	1.27156111457194e-07	1.89027373743412e-06	0.242937853107345	0.649717514124294	0.107344632768362	8.81308837209302	8.3128947826087	8.12242105263158	0.527201058660188
IRF6	1.28270467447121e-07	1.89412723596915e-06	0.305084745762712	0.649717514124294	0.0451977401129944	10.1773703703704	9.53325304347826	8.5242125	0.709745980126469
ACP6	1.41038514269369e-07	2.05224404967658e-06	0.305084745762712	0.638418079096045	0.0564971751412429	9.08504259259259	8.39547168141593	8.6144	0.671771860885276
PRPF6	1.41095072486422e-07	2.05224404967658e-06	0.259887005649718	0.706214689265537	0.0338983050847458	11.8579891304348	11.4715096	11.2447833333333	0.396863939595088
SLMO2	1.41757715395267e-07	2.05224404967658e-06	0.271186440677966	0.706214689265537	0.0225988700564972	10.9747375	10.44198	10.2222	0.53957238372093
PSMC4	1.56998593741112e-07	2.25812912426339e-06	0.248587570621469	0.706214689265537	0.0451977401129944	11.3536477272727	10.8152368	10.407525	0.56293494531784
EIF3E	1.59013535490136e-07	2.27235471684291e-06	0.350282485875706	0.593220338983051	0.0564971751412429	12.5202838709677	12.205579047619	11.78316	0.351436914446003
C1orf226	1.6514930970176e-07	2.34490846788075e-06	0.31638418079096	0.644067796610169	0.0395480225988701	8.40417857142857	7.64054122807018	6.73725714285714	0.81589344746163
C1orf85	1.67452797504254e-07	2.35429923530089e-06	0.327683615819209	0.638418079096045	0.0338983050847458	10.6719206896552	10.262089380531	10.0473833333333	0.420656824108953
TRIM28	1.67936469154646e-07	2.35429923530089e-06	0.203389830508475	0.700564971751412	0.096045197740113	12.5772027777778	12.1649290322581	11.9917647058824	0.433151713947991
LPGAT1	1.72641749399668e-07	2.39977585204916e-06	0.299435028248588	0.655367231638418	0.0451977401129944	11.2987905660377	10.8840732758621	10.4707125	0.441385727328059
S100A6	1.7334723987714e-07	2.39977585204916e-06	0.327683615819209	0.638418079096045	0.0338983050847458	15.9367913793103	15.082192920354	14.1785333333333	0.900161127209504
TIMM50	1.80677421080873e-07	2.4857173148704e-06	0.254237288135593	0.700564971751412	0.0451977401129944	10.1114088888889	9.51482016129032	9.1214375	0.620430101010101
DDX56	1.86864967362307e-07	2.55497470807105e-06	0.293785310734463	0.68361581920904	0.0225988700564972	10.7296269230769	10.4039776859504	10.119225	0.334761323076924
PVRL2	2.07623935154613e-07	2.82139273845072e-06	0.209039548022599	0.706214689265537	0.0847457627118644	12.4559783783784	11.8457208	11.53076	0.644003378378379
FAM72D	2.23102307312682e-07	3.01324152864385e-06	0.305084745762712	0.638418079096045	0.0564971751412429	5.74505740740741	4.87500265486726	5.54202	0.815825700090334
OSBPL2	2.37645248133471e-07	3.19020742191296e-06	0.254237288135593	0.706214689265537	0.0395480225988701	10.9473911111111	10.5781248	10.3380857142857	0.381995656565657
CENPF	2.39641522114493e-07	3.19762633423857e-06	0.293785310734463	0.649717514124294	0.0564971751412429	9.69548846153846	8.9247547826087	8.57977	0.798332461538461
CHD7	2.47290629277164e-07	3.27993259789772e-06	0.259887005649718	0.649717514124294	0.0903954802259887	9.59585	9.21155391304348	8.6843625	0.448685877862596
ELF3	2.58809745132173e-07	3.41228324683193e-06	0.305084745762712	0.649717514124294	0.0451977401129944	13.9940314814815	13.1351530434783	11.51725	0.96410790424571
LAPTM4B	2.85067063041687e-07	3.71425614492551e-06	0.322033898305085	0.604519774011299	0.0734463276836158	11.8641035087719	11.4083719626168	11.2836846153846	0.469239342105263
RBM42	2.84624605989337e-07	3.71425614492551e-06	0.231638418079096	0.717514124293785	0.0508474576271186	11.1237731707317	10.599125984252	10.3049	0.544118023672885
